# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=505920961
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_full_soccr_study2_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,p_gamma.1,p_z_beta.1,g_gamma.1,g_z_beta.1
-42.5279,0.795828,0.699334,1,3,0,44.7906,0.0148793,-0.341721,-6.64275,-8.729,-3.79767,-2.33466
-43.5129,0.9279,0.699334,2,3,0,43.7077,-0.178232,-0.292389,-1.18884,4.55945,-6.5316,2.0806
-45.2333,0.846659,0.699334,3,7,0,46.5683,-0.238392,-0.14523,5.72317,-2.21526,-7.71556,15.6688
-42.0679,1,0.699334,2,3,0,44.8954,0.339692,-0.281233,6.5098,-13.0879,0.847786,3.54075
-42.6037,0.902177,0.699334,3,7,0,43.3728,0.0591872,-0.393609,-3.99813,4.47566,-3.23774,-6.53972
-42.3521,0.891538,0.699334,2,3,0,44.0538,0.070277,-0.347135,5.43644,8.88502,-3.04964,-2.75478
-42.5412,0.901773,0.699334,2,3,0,43.7432,0.338801,-0.438992,-4.78369,6.61772,0.129226,-9.22812
-42.4916,0.993171,0.699334,3,7,0,43.0049,0.526862,-0.39392,2.42964,6.46273,2.72337,-4.66825
-42.1115,0.998253,0.699334,3,7,0,42.6811,0.183711,-0.353631,-1.85698,8.0521,-1.53465,-3.09864
-42.0699,0.903426,0.699334,3,7,0,43.4808,0.327633,-0.27813,-5.95694,-0.0402685,0.689348,3.7644
-42.0816,0.966735,0.699334,2,3,0,42.4614,0.225715,-0.275803,-0.506083,-7.44303,-0.753279,3.64579
-42.5814,0.913934,0.699334,2,3,0,42.9784,0.0789021,-0.399393,-3.10129,-1.48138,-2.99045,-6.97699
-42.404,0.998848,0.699334,3,7,0,42.6413,0.172984,-0.406099,-2.32299,-1.84515,-1.80488,-7.33208
-44.5519,0.830985,0.699334,3,7,0,45.8979,0.712832,-0.54777,-1.4937,-13.7283,3.53897,-13.9759
-45.6634,0.914272,0.699334,2,7,0,46.7459,1.05623,-0.377297,2.88675,-10.6115,9.2897,1.61475
-44.6506,0.988616,0.699334,3,7,0,48.0533,-0.252869,-0.444374,7.15282,-14.323,-7.06539,-10.0002
-42.1368,0.995334,0.699334,3,7,0,44.3822,0.268978,-0.380896,-6.42448,-9.51865,-0.495767,-5.04488
-42.6781,0.94869,0.699334,3,7,0,42.8888,0.483062,-0.228123,2.15888,1.95212,3.11351,8.80101
-43.9065,0.853821,0.699334,2,3,0,44.6368,0.69993,-0.207629,2.61771,8.28511,6.26467,11.6927
-44.1044,0.963558,0.699334,3,7,0,46.383,-0.184096,-0.435378,2.97828,-16.991,-6.2575,-9.5476
-42.0594,1,0.699334,2,3,0,43.856,0.221132,-0.352276,5.7433,8.52777,-1.03027,-2.88537
-44.9887,0.588298,0.699334,1,3,0,47.0294,0.0524324,-0.573054,-1.82179,-16.9149,-3.46598,-19.2932
-42.6324,0.86293,0.699334,2,3,0,48.2708,-0.0160568,-0.296991,0.24659,29.0658,-4.22755,1.48832
-42.5686,0.9728,0.699334,2,7,0,43.3322,0.507382,-0.41645,4.25322,-2.57899,2.32321,-6.52536
-42.6145,0.989449,0.699334,3,7,0,42.9337,0.594594,-0.363895,1.8942,-5.14366,3.79936,-1.83667
-43.0088,0.972621,0.699334,2,3,0,43.1713,0.67373,-0.308423,0.409983,-4.83353,5.24237,3.17894
-42.6332,0.984243,0.699334,3,7,0,43.7313,0.366709,-0.447874,-5.20652,1.74858,0.420249,-9.74426
-42.466,0.954518,0.699334,3,7,0,43.3928,0.231314,-0.214926,-1.704,-11.0284,-0.52516,9.13588
-42.8519,0.905032,0.699334,2,3,0,43.7774,-0.0289972,-0.378986,4.15394,-5.99163,-4.37949,-5.39041
-42.7596,0.933289,0.699334,3,7,0,44.4946,0.220282,-0.187306,-6.58934,1.14549,-0.635154,11.6708
-42.5959,1,0.699334,2,3,0,42.824,0.158271,-0.209343,0.552315,5.68933,-1.60964,9.5167
-42.1723,0.995326,0.699334,2,3,0,42.725,0.220342,-0.38014,1.57898,-8.24563,-1.1247,-5.14962
-42.551,0.964982,0.699334,2,3,0,42.695,0.293973,-0.439347,1.20748,3.59297,-0.416399,-9.46078
-44.512,0.802611,0.699334,2,3,0,45.5567,0.860372,-0.262355,5.12433,-0.309425,8.02382,8.3091
-42.4902,0.977161,0.699334,2,3,0,44.8734,0.560933,-0.362088,6.56736,10.0099,3.38193,-1.94121
-42.6203,0.984621,0.699334,2,3,0,42.8835,0.562117,-0.399318,2.5415,-0.980117,3.12377,-4.82556
-42.1397,1,0.699334,2,5,0,42.5665,0.146764,-0.292635,2.51869,-5.11513,-1.91469,1.99753
-41.988,1,0.699334,2,3,0,42.1262,0.289165,-0.304744,-1.698,1.87831,0.0531812,1.32795
-43.2903,0.883168,0.699334,2,3,0,43.3816,0.736219,-0.374052,0.733263,-3.23712,5.49469,-1.44751
-42.8421,0.960617,0.699334,2,7,0,44.137,-0.00212841,-0.395964,-5.52778,3.46407,-4.02734,-6.75106
-43.1643,0.691298,0.699334,1,3,0,48.1675,0.700831,-0.305929,10.6777,8.39548,5.61567,3.58539
-43.1643,0.950038,0.699334,1,1,0,43.5259,0.700831,-0.305929,2.82688,2.5645,5.61567,3.58539
-43.6392,0.914837,0.699334,3,7,0,44.6981,0.414707,-0.137628,-4.87382,-4.14277,2.42883,16.7547
-44.0173,0.940062,0.699334,1,1,0,44.1902,0.478385,-0.12656,-0.0492405,-5.0891,3.41574,17.9464
-42.7838,0.994026,0.699334,2,7,0,44.5166,0.0547318,-0.21588,2.80332,14.5911,-3.17559,8.80619
-43.2752,0.979827,0.699334,3,7,0,43.5589,0.626098,-0.463396,0.35425,6.46436,3.37122,-9.04045
-43.3334,0.995659,0.699334,1,1,0,43.4416,0.657313,-0.457234,0.763423,-3.57055,3.78867,-8.32276
-42.3513,0.995697,0.699334,2,7,0,43.5179,0.056343,-0.318962,-2.4853,11.7498,-3.21717,-0.39044
-43.5275,0.899048,0.699334,2,3,0,43.8094,-0.0557464,-0.18633,2.65897,0.33114,-4.85469,11.5695
-42.3525,1,0.699334,2,3,0,43.6319,0.362107,-0.415268,-4.9566,6.73452,0.534594,-7.31834
-42.2,0.997559,0.699334,2,3,0,42.4879,0.445202,-0.367201,-0.845386,-6.23601,1.8558,-3.10173
-43.6319,0.790337,0.699334,2,3,0,44.8414,0.246843,-0.126668,3.35049,10.6959,-0.124941,17.4527
-42.3156,0.998919,0.699334,3,7,0,43.7848,0.385519,-0.244736,0.200987,-14.8323,1.64371,6.91874
-42.0834,0.998659,0.699334,2,3,0,42.3745,0.258712,-0.271018,1.42221,5.61889,-0.267879,4.15812
-43.4082,0.887002,0.699334,2,3,0,43.4944,0.172794,-0.143312,0.0106788,-3.59469,-1.29922,15.7613
-44.4211,0.851928,0.699334,1,1,0,44.4692,0.214041,-0.0865136,0.948983,-1.35718,-0.592648,21.2899
-43.3941,0.96489,0.699334,3,7,0,45.6204,0.174464,-0.498113,-0.94227,18.1225,-2.0242,-14.1227
-42.1581,0.963646,0.699334,3,7,0,44.2512,0.128875,-0.305565,-3.3765,-15.6781,-2.18881,0.845178
-42.1648,0.914823,0.699334,1,3,0,43.1677,0.450514,-0.311443,5.00038,-1.14823,2.24121,1.48219
-42.0974,0.956686,0.699334,2,3,0,42.6687,0.268941,-0.267352,2.9888,5.69179,-0.110433,4.51174
-42.3582,0.864265,0.699334,1,3,0,43.6222,0.347427,-0.416901,1.29116,-13.399,0.343952,-7.51706
-41.9799,0.969472,0.699334,1,3,0,42.7881,0.299046,-0.314692,0.923859,-10.7732,0.1539,0.516781
-41.9898,0.9755,0.699334,3,7,0,42.275,0.247874,-0.315632,-2.67767,-0.154471,-0.555162,0.262491
-42.6403,0.937054,0.699334,2,3,0,42.6692,0.250684,-0.445429,0.747555,-0.998589,-0.964912,-10.0867
-45.8901,0.845117,0.699334,3,7,0,46.3121,0.73286,-0.625718,-2.93715,-3.44007,2.95113,-18.6176
-47.1203,0.937485,0.699334,2,3,0,47.6514,0.541312,-0.698017,-3.64093,0.775623,0.561459,-24.3778
-46.7708,1,0.699334,3,7,0,47.9862,0.7842,-0.663084,3.30309,10.8246,3.0451,-20.25
-43.6161,0.931976,0.699334,3,7,0,49.4425,0.371922,-0.526208,6.46744,-24.982,0.052563,-15.231
-42.6595,0.981727,0.699334,3,7,0,45.0281,0.390348,-0.205982,-7.68161,1.84377,1.85777,10.4049
-43.1986,0.95858,0.699334,3,7,0,43.8024,0.335276,-0.496904,-3.53397,4.00971,-0.199581,-13.4228
-42.8678,1,0.699334,1,1,0,43.1856,0.326691,-0.470333,-0.0957364,6.89823,-0.167726,-11.5842
-42.1406,0.978112,0.699334,2,3,0,43.354,0.138826,-0.302029,1.30002,13.108,-2.04314,1.16737
-42.0865,0.963016,0.699334,2,3,0,42.6179,0.364382,-0.28309,3.64094,0.813091,1.18749,3.47954
-42.191,0.974716,0.699334,3,7,0,42.4748,0.136928,-0.280075,2.05125,4.17837,-2.0337,3.08259
-42.0631,0.964811,0.699334,3,7,0,42.7823,0.34384,-0.362696,-3.70333,5.10614,0.557083,-3.27126
-43.0187,0.785191,0.699334,3,7,0,45.1048,0.599787,-0.241691,7.17753,2.38375,4.68702,8.22564
-42.979,0.99019,0.699334,3,7,0,44.1177,-0.0596602,-0.376466,2.05638,-12.0616,-4.78281,-5.16821
-42.8817,0.981601,0.699334,2,7,0,43.771,0.288358,-0.470237,-4.54565,-3.18649,-0.615793,-11.7519
-43.9102,0.908969,0.699334,2,7,0,45.0392,-0.0873559,-0.467706,4.99776,-4.51398,-5.02968,-12.1335
-42.1367,1,0.699334,2,3,0,43.8291,0.421408,-0.359395,4.92457,10.4478,1.59056,-2.61202
-43.4678,0.863796,0.699334,2,3,0,43.8395,-0.175085,-0.3192,2.47859,4.37062,-6.42893,-0.235425
-42.6895,0.99811,0.699334,2,5,0,43.5148,0.613236,-0.36503,4.46391,2.22428,4.02804,-1.78342
-43.0866,0.987738,0.699334,3,7,0,43.1093,0.701349,-0.34809,-0.263001,1.72788,5.28372,0.250552
-42.9103,0.980789,0.699334,2,7,0,44.0489,0.352384,-0.474035,-4.65978,6.42461,0.113337,-11.721
-46.0051,0.864661,0.699334,3,7,0,47.1154,-0.274341,-0.116867,-5.26839,-1.00793,-8.31731,18.4316
-43.6771,1,0.699334,2,3,0,45.9629,-0.166214,-0.238125,4.20426,-15.4041,-6.46269,6.8884
-44.1929,0.922933,0.699334,1,1,0,44.3172,-0.206371,-0.208711,1.76552,-0.224252,-7.11442,9.65689
-43.7835,1,0.699334,2,3,0,44.4335,-0.206995,-0.268339,-2.43519,7.87965,-6.99641,4.25892
-43.8128,0.997389,0.699334,2,3,0,44.0916,-0.193024,-0.24458,2.6448,0.324402,-6.8452,6.35414
-43.4783,1,0.699334,1,1,0,43.8979,-0.131397,-0.235648,3.18927,-1.51145,-5.95145,7.06037
-44.331,0.866502,0.699334,3,7,0,46.3274,-0.126473,-0.484663,1.15884,-17.0662,-5.45824,-13.2866
-42.5956,1,0.699334,2,3,0,44.3456,0.365397,-0.208145,5.50017,9.05695,1.48311,10.1246
-43.0071,0.93785,0.699334,1,1,0,43.0186,0.389378,-0.176255,-0.2471,-1.1673,1.94001,13.1127
-43.1851,0.946004,0.699334,2,7,0,44.2594,0.508206,-0.484492,0.577067,12.6114,1.8438,-11.4838
-43.9237,0.919271,0.699334,3,7,0,45.0661,0.168083,-0.531872,5.35327,-0.670093,-2.1826,-16.4383
-42.995,0.989922,0.699334,2,3,0,44.4046,0.440389,-0.476671,2.43134,13.2688,1.11845,-11.3975
-42.2239,1,0.699334,3,7,0,42.9046,0.28557,-0.244655,1.82822,-9.06155,0.197799,6.57971
-42.5936,0.955814,0.699334,3,7,0,42.9994,0.041904,-0.247499,-1.27197,-7.15539,-3.3823,5.90087
-42.0797,1,0.699334,2,3,0,42.6063,0.411812,-0.332348,2.53342,-6.37905,1.60825,-0.458803
-42.04,1,0.699334,2,3,0,42.0968,0.381737,-0.314223,0.992013,-1.62675,1.29031,0.903064
-43.2225,0.707461,0.699334,2,3,0,45.365,0.673617,-0.26506,-6.16991,-9.71029,5.54965,6.72161
-41.9808,1,0.699334,2,5,0,43.0603,0.270444,-0.315678,-4.8497,-4.65349,-0.243771,0.33175
-41.9804,0.999439,0.699334,3,7,0,41.9889,0.274261,-0.325105,-0.460124,-0.0566484,-0.223715,-0.451768
-44.0775,0.8316,0.699334,2,5,0,44.2448,0.681672,-0.520162,-1.66648,2.92041,3.47567,-12.4593
-42.2545,1,0.699334,2,3,0,44.0794,0.101308,-0.286675,-2.95875,14.8789,-2.55245,2.45157
-43.0213,0.920864,0.699334,2,3,0,43.4346,0.688628,-0.35501,2.82021,-3.81489,5.06478,-0.395132
-42.8283,0.998573,0.699334,3,7,0,43.431,0.23589,-0.180906,-3.89294,-0.130855,-0.38596,12.2986
-42.0977,0.99887,0.699334,3,7,0,42.8981,0.330509,-0.373533,-0.0472091,10.953,0.333578,-4.20349
-42.0421,0.96311,0.699334,1,3,0,42.5651,0.293776,-0.281743,0.729604,-8.6732,0.197439,3.32934
-42.0884,0.955365,0.699334,1,3,0,42.487,0.231646,-0.364009,0.793387,7.48333,-0.926349,-3.81313
-42.071,0.9334,0.699334,3,7,0,43.2476,0.267871,-0.273627,-4.72372,6.58745,-0.144712,3.95594
-44.1733,0.771311,0.699334,3,7,0,45.2398,0.202785,-0.550669,0.0999652,-12.6416,-1.8652,-17.575
-42.4885,0.975884,0.699334,3,7,0,44.9221,0.0803447,-0.24516,4.44996,15.7088,-2.81398,6.13819
-43.1774,0.937633,0.699334,3,7,0,43.5833,0.402595,-0.494328,-3.00516,-2.65119,0.576702,-12.8749
-43.0029,0.995877,0.699334,3,7,0,43.7693,0.500226,-0.201352,-3.66011,5.91903,3.47811,11.2448
-42.9642,0.981388,0.699334,3,7,0,43.9522,0.656479,-0.397834,4.20808,6.52358,4.30167,-3.95471
-42.705,1,0.699334,1,1,0,42.949,0.598639,-0.390341,-2.31542,2.152,3.64713,-3.85771
-42.5215,1,0.699334,1,1,0,42.6979,0.556681,-0.379284,-1.87479,2.34598,3.20378,-3.32038
-42.791,0.957677,0.699334,2,3,0,43.1688,0.621406,-0.296679,-2.88418,2.65856,4.63481,3.75879
-42.4347,0.919928,0.699334,3,7,0,44.0456,0.137951,-0.232769,-4.81054,-10.1759,-1.94735,7.33211
-42.0646,0.995582,0.699334,2,3,0,42.5117,0.188052,-0.296918,-1.36941,7.47241,-1.3397,1.70861
-43.1063,0.777296,0.699334,2,3,0,44.8659,0.0221577,-0.194338,4.63138,-11.6589,-3.66176,10.8044
-43.6321,0.924046,0.699334,1,1,0,43.6997,-0.0763641,-0.186225,-0.0362827,3.18351,-5.17064,11.5909
-42.2222,0.973267,0.699334,2,3,0,44.1104,0.245646,-0.245498,5.9259,-8.58784,-0.386583,6.39303
-42.3688,0.981533,0.699334,2,7,0,42.6606,0.531455,-0.34143,0.732837,-6.3677,3.1415,-0.494771
-42.4721,0.918607,0.699334,3,7,0,43.4283,0.239707,-0.213834,-3.63007,-8.04949,-0.397541,9.25481
-42.2521,0.990583,0.699334,2,3,0,42.7006,0.399345,-0.258494,-0.405803,8.13967,1.78505,5.76498
-43.0157,0.91743,0.699334,2,3,0,43.3029,0.399058,-0.177081,1.76055,4.95647,2.08186,13.0666
-42.2682,0.916095,0.699334,3,7,0,44.6165,0.273071,-0.403409,1.95657,-18.1436,-0.528883,-6.80387
-42.1904,0.999132,0.699334,3,7,0,42.3809,0.187063,-0.374852,1.00678,-4.74562,-1.54406,-4.81908
-42.3008,0.8967,0.699334,1,3,0,43.4734,0.479466,-0.286913,4.28985,8.12967,2.76962,3.70312
-42.2493,0.998666,0.699334,3,7,0,42.5303,0.157573,-0.376397,1.00272,-6.01183,-1.93387,-5.0142
-42.2012,0.996435,0.699334,3,7,0,42.4285,0.114392,-0.297193,1.46837,4.60757,-2.38026,1.54915
-42.1744,0.98006,0.699334,3,7,0,42.5461,0.456621,-0.345002,2.4102,4.59228,2.13488,-1.24858
-42.8198,0.799912,0.699334,2,3,0,44.4398,0.631575,-0.301925,-6.08536,-4.70425,4.7337,3.39987
-42.3586,0.98564,0.699334,2,7,0,43.2081,0.485302,-0.387384,3.4152,7.6049,2.24431,-4.44387
-42.3318,0.956363,0.699334,3,7,0,43.0434,0.091351,-0.270457,3.45221,5.97046,-2.67724,3.87444
-42.6329,0.925155,0.699334,2,3,0,43.3596,0.546198,-0.263829,-0.331229,-10.4051,3.81881,6.03397
-42.0891,0.927393,0.699334,1,3,0,43.644,0.180434,-0.289986,6.07681,3.60572,-1.43204,2.29483
-42.1865,0.983203,0.699334,3,7,0,42.375,0.433714,-0.369332,-2.12111,-1.20039,1.69464,-3.33828
-42.1428,0.974983,0.699334,2,3,0,42.5557,0.3143,-0.383941,-1.4822,6.98566,0.0777369,-5.10433
-42.371,0.889548,0.699334,1,3,0,43.4093,0.430502,-0.249531,-1.29689,-12.0676,2.2672,6.68478
-42.722,0.945729,0.699334,1,1,0,42.7255,0.494244,-0.227204,-0.00025821,0.730812,3.27744,8.93314
-43.6208,0.886431,0.699334,2,3,0,44.3789,0.73459,-0.260285,2.51368,8.71704,6.39765,7.53468
-42.6256,0.998932,0.699334,3,7,0,43.8277,-0.0174508,-0.313248,4.55462,7.52123,-4.24377,0.0810061
-43.0284,0.981842,0.699334,2,3,0,43.0688,-0.0936187,-0.284733,-0.497478,-2.14224,-5.33996,2.61342
-42.5019,1,0.699334,2,3,0,43.3828,0.38396,-0.221023,4.5983,-2.45503,1.71085,9.02648
-42.61,0.991064,0.699334,3,7,0,43.0654,0.337084,-0.446246,3.37628,-0.584281,0.0728711,-9.77561
-44.9792,0.836498,0.699334,3,7,0,45.6424,0.368503,-0.0659257,2.88754,7.05133,1.85167,23.4372
-42.9283,0.886144,0.699334,2,3,0,47.4826,-0.0477556,-0.25239,5.84168,21.8932,-4.7014,5.46095
-42.7362,1,0.699334,2,3,0,42.9643,-0.0264562,-0.273543,1.91538,-3.5104,-4.38231,3.55586
-42.5982,0.973714,0.699334,2,7,0,43.4956,0.510037,-0.249235,-2.14661,10.3467,3.39358,7.09052
-43.6063,0.921708,0.699334,2,7,0,44.2032,0.784129,-0.395395,-1.87589,-8.27666,5.87983,-2.60288
-42.8781,0.93895,0.699334,3,7,0,44.8963,0.105467,-0.192155,6.92266,4.11411,-2.38921,11.0561
-43.5638,0.924642,0.699334,2,7,0,44.2987,-0.184187,-0.346325,-1.90554,9.40829,-6.48975,-2.4936
-42.252,1,0.699334,2,3,0,43.6329,0.247021,-0.398296,5.84838,1.77509,-0.84082,-6.50031
-43.3711,0.892708,0.699334,2,3,0,43.8048,-0.0128831,-0.450653,-3.22093,-1.78617,-4.15517,-10.9392
-43.3711,0.939334,0.699334,1,1,0,43.9006,-0.0128831,-0.450653,1.85346,7.67444,-4.15517,-10.9392
-42.1191,0.930575,0.699334,3,7,0,45.4157,0.363683,-0.274412,9.085,-1.50763,1.2134,4.22838
-42.9082,0.935266,0.699334,2,3,0,43.0418,0.125505,-0.185571,-1.27677,-3.21036,-2.07667,11.6947
-43.0254,0.993895,0.699334,2,7,0,43.326,-0.0096101,-0.21519,0.980461,6.27101,-4.14485,8.85614
-42.3149,0.974409,0.699334,2,3,0,43.7623,0.487249,-0.289067,2.16479,-13.7485,2.86495,3.5632
-42.9144,0.924967,0.699334,2,3,0,43.2595,0.526961,-0.21899,-2.64753,-3.15595,3.78252,9.80742
-44.9587,0.789016,0.699334,2,3,0,46.7763,0.182878,-0.0636634,5.81324,-8.42989,-1.07079,23.4988
-43.8716,1,0.699334,1,1,0,44.839,0.204497,-0.11441,0.658303,-11.9343,-0.7708,18.5769
-43.0441,1,0.699334,1,1,0,43.7622,0.244297,-0.164227,-0.794834,10.1925,-0.226245,13.8805
-42.0889,1,0.699334,2,3,0,43.0484,0.397283,-0.297907,-0.397697,11.9537,1.58015,2.35528
-43,0.919424,0.699334,2,3,0,43.0905,0.411895,-0.479425,0.642682,3.33253,0.772314,-11.7707
-43.1308,0.985446,0.699334,1,1,0,43.2028,0.411285,-0.490223,-0.25575,3.22611,0.700024,-12.5358
-42.0663,0.870045,0.699334,1,3,0,45.1386,0.340362,-0.281831,-1.57434,21.1129,0.85489,3.49154
-42.0793,0.955603,0.699334,2,3,0,42.5488,0.270867,-0.271496,1.28748,7.77824,-0.0954117,4.15239
-42.0305,0.97933,0.699334,3,7,0,42.3374,0.370456,-0.310109,-0.976722,-6.34988,1.15467,1.19804
-42.0145,0.99984,0.699334,3,7,0,42.0664,0.293267,-0.350167,-1.13554,0.310767,-0.0592758,-2.46501
-42.1873,0.985936,0.699334,2,3,0,42.2056,0.451934,-0.357711,-0.292999,-1.49415,1.9991,-2.3026
-42.6972,0.824026,0.699334,1,3,0,44.0897,0.0688247,-0.410824,5.79476,2.93624,-3.1307,-7.88165
-45.4544,0.775787,0.699334,2,3,0,46.2484,0.967477,-0.513624,1.16264,10.5337,6.64691,-8.84338
-46.1338,0.915535,0.699334,2,3,0,47.4132,1.09755,-0.463469,-5.15956,5.75526,8.70037,-3.82951
-42.3228,0.890427,0.699334,1,3,0,48.8549,0.450811,-0.394305,-12.2474,9.23097,1.7645,-5.20072
-42.2024,0.978562,0.699334,3,7,0,42.7177,0.165506,-0.263592,-0.612111,-8.6609,-1.59323,4.59408
-42.8618,0.918615,0.699334,2,3,0,43.2167,-0.0664595,-0.298133,2.44384,4.19632,-4.94069,1.41426
-42.152,1,0.699334,2,3,0,42.8776,0.147463,-0.2866,-4.2434,1.2001,-1.89412,2.52659
-42.0102,0.987797,0.699334,2,7,0,42.3722,0.252805,-0.342524,-2.09521,5.30116,-0.574334,-1.98005
-42.8886,0.81585,0.699334,1,3,0,44.0276,0.503718,-0.213142,3.29636,10.2943,3.4771,10.2149
-42.257,0.965446,0.699334,3,7,0,43.672,0.0942908,-0.294117,-2.27907,-13.4591,-2.66106,1.7917
-42.6537,0.942561,0.699334,2,3,0,43.0534,0.168396,-0.20192,1.83817,6.30702,-1.44575,10.2208
-42.5164,0.803722,0.699334,3,7,0,45.7209,0.359778,-0.435643,8.26042,-8.58394,0.400841,-8.872
-42.5804,0.995438,0.699334,3,7,0,42.9735,0.123298,-0.218283,-3.13293,0.653313,-2.14713,8.64312
-42.5559,0.943479,0.699334,2,7,0,43.5985,0.00735205,-0.341267,0.721369,12.377,-3.89998,-2.29785
-43.6277,0.920657,0.699334,2,3,0,43.7956,-0.139526,-0.41135,-0.627057,-4.77797,-5.76051,-7.81581
-42.4531,0.973055,0.699334,2,7,0,44.3875,0.0417612,-0.278899,-4.44868,-13.1157,-3.39917,3.08678
-43.734,0.882088,0.699334,2,3,0,44.1112,-0.103244,-0.189951,2.86305,-2.77388,-5.57887,11.2611
-45.1672,0.92538,0.699334,2,3,0,45.642,-0.356389,-0.238758,1.31937,7.79723,-9.24582,7.33988
