# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1831671311
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_interaction_soccr_study2_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3
-45.4677,0.979101,0.124626,5,31,0,46.0934,0.713224,-0.0234442,-0.196078,-0.336937,-0.152063,0.0829588,3.50309,-1.63042,5.02358,-0.0722731,-10.5578,-2.12857
-44.2675,0.994912,0.124626,5,63,0,46.4921,0.523208,0.316607,-0.0157725,-0.613862,-4.77473,0.508195,11.9216,-0.152991,3.39549,4.35398,-0.145334,2.77233
-43.8669,0.868004,0.124626,5,31,0,45.5073,0.076519,-0.213798,-0.0797762,-0.0540501,-2.55326,-2.6918,-0.780466,-0.559525,-2.88971,3.82568,0.159501,4.06215
-44.4632,0.82775,0.124626,2,3,0,45.1776,0.0553912,-0.190632,-0.0986336,-0.00349764,0.81623,1.33277,3.90694,1.06158,-3.16878,10.283,-0.834134,10.3525
-44.7132,0.999807,0.124626,4,31,0,45.7307,-0.0747028,0.234585,-0.0565638,-0.497338,0.107777,-0.245427,-3.42625,2.16677,-4.90882,5.69708,-1.92976,4.32782
-45.3608,0.933092,0.124626,5,31,0,46.8834,0.518009,0.796094,0.0942703,-1.1388,-4.07199,1.80352,-4.80314,0.766674,3.09835,2.70468,3.05604,0.0717239
-44.2357,0.992639,0.124626,4,31,0,47.5458,0.52885,0.25933,-0.0196072,-0.638246,0.74176,2.25583,9.56211,-2.77656,3.00741,-2.0713,-1.01013,-3.59142
-46.0442,0.902052,0.124626,5,31,0,46.9661,0.541689,-0.467803,0.0750347,-0.050348,-1.41604,-1.0512,0.109241,1.84282,2.00337,-12.8084,10.7924,-10.5721
-50.1153,0.964264,0.124626,4,15,0,51.1244,0.925691,-0.707566,0.13524,0.0807202,5.13234,0.217457,-2.53051,0.222198,4.98205,-15.2806,14.808,-11.746
-44.8181,0.998417,0.124626,5,31,0,51.0105,0.192335,-0.559721,-0.164557,0.0877161,8.66868,-0.00604196,16.8104,2.07823,-1.86009,-12.3701,-4.54112,-11.7654
-44.122,0.977205,0.124626,5,63,0,45.8372,0.0274401,-0.152189,-0.119091,-0.207321,-1.36479,2.70049,4.78998,0.628336,-3.53647,-3.41264,-4.42642,-3.87944
-45.1213,0.922261,0.124626,4,27,0,47.3267,-0.113063,-0.190369,-0.115617,-0.234248,-7.38767,0.756007,1.23022,0.914775,-5.25171,-8.29614,-3.95284,-8.52425
-43.7208,0.993283,0.124626,4,31,0,45.9492,0.278591,-0.471749,-0.0547479,0.123976,-6.71032,-0.412599,-2.48119,-1.69877,-0.293625,-2.89668,3.92715,-1.48932
-44.519,0.973183,0.124626,5,31,0,45.6301,0.103013,-0.0865939,0.0710943,-0.20348,2.01072,-2.0058,-3.31298,0.780968,-2.55723,3.25187,11.8046,4.39562
-44.3502,0.963771,0.124626,5,31,0,46.1062,0.41487,-0.558313,-0.235186,0.201708,5.78993,0.494811,5.12544,1.20232,1.08736,-2.79177,-9.10547,-2.86098
-46.522,0.910055,0.124626,5,31,0,47.582,-0.273335,-0.74658,-0.0799557,0.481876,-1.4641,1.68105,5.49803,0.942451,-7.94237,3.20905,5.01192,5.69074
-43.9535,0.914593,0.124626,4,27,0,48.9332,0.283078,-0.120129,0.039357,-0.259053,-8.69501,-0.782308,-0.264383,3.39957,-0.291746,-4.01138,7.55536,-3.24131
-44.5276,0.999606,0.124626,5,31,0,44.8905,0.318311,-0.526029,-0.261763,0.196405,0.285419,-0.37162,-2.93279,1.15019,-0.0799073,-0.860036,-11.5892,-1.23771
-46.7794,0.948012,0.124626,5,31,0,47.7415,0.679972,-0.818893,-0.366209,0.561072,3.05184,-1.56073,4.10483,0.317125,4.30085,6.39491,-14.8994,6.22636
-45.8112,0.996564,0.124626,5,47,0,47.0292,-0.0385161,0.83125,0.0150183,-1.09135,-1.55278,-1.81288,6.7299,0.676493,-4.2383,8.03913,-1.22251,4.83564
-47.4237,0.849649,0.124626,5,31,0,49.6173,0.655391,0.545753,0.133865,-1.13907,2.29565,-1.36906,-10.5087,1.77167,2.73191,-14.0271,3.58456,-15.6554
-46.5237,0.97863,0.124626,5,63,0,49.2949,-0.0694626,-0.659028,-0.334561,0.333015,0.482161,-2.75409,-10.0329,-1.42517,-5.16159,-0.925889,-16.2195,-1.1324
-45.6117,0.944501,0.124626,5,31,0,47.2781,0.582614,0.544997,0.0165408,-1.02249,4.2586,-1.14053,6.42166,1.42881,3.12548,-7.72508,-2.38096,-10.2629
-45.2075,0.997913,0.124626,5,31,0,47.4568,0.128197,0.651747,0.139854,-0.971653,-3.01975,-0.445758,-7.33472,2.6868,-2.29957,3.20774,9.82757,1.80311
-45.7005,0.886883,0.124626,2,7,0,46.2242,0.128152,0.568194,0.10941,-1.05374,0.303824,0.172996,-7.09924,0.396626,-2.44681,-10.0091,5.24881,-11.5512
-46.6374,0.998628,0.124626,5,31,0,48.3283,0.558366,0.690401,0.242898,-1.08111,5.65995,1.18761,0.470707,1.24902,2.87327,0.950782,14.8781,0.212341
-45.881,0.992336,0.124626,4,15,0,47.3898,0.547839,0.926708,0.0321334,-1.26698,-2.21613,-0.63145,-11.4486,0.000863379,3.63835,2.91305,-3.00306,-0.874087
-44.334,0.998273,0.124626,4,15,0,47.0571,0.456535,0.188382,0.0842754,-0.52043,2.67803,2.5377,-1.09517,-2.57718,2.22589,1.66511,8.84366,1.63189
-46.0926,0.95691,0.124626,5,63,0,46.4288,0.201709,-1.189,-0.345959,0.844024,0.83774,1.21588,-0.364722,0.433558,-2.18572,-3.69476,-11.88,-2.05418
-48.0603,0.79577,0.124626,2,3,0,48.467,0.183322,-1.27689,-0.366925,0.749473,0.690938,-1.02725,2.95751,-0.759846,-2.89713,-15.9276,-11.6034,-14.198
-46.8983,0.966887,0.124626,5,31,0,50.5568,0.10037,0.0791201,0.113707,-0.660556,-5.83646,-2.81737,-8.98104,1.0432,-3.06897,-17.6221,8.00995,-17.351
-44.3775,0.991009,0.124626,5,39,0,47.3511,0.292344,-0.497468,-0.24458,0.154218,-4.27251,-0.976758,-1.4089,-3.34921,-0.396215,-2.03043,-10.6397,-2.36386
-43.9541,0.998948,0.124626,4,15,0,44.5447,0.235685,-0.65508,-0.160386,0.37651,0.389304,0.147828,-7.39239,-0.539032,-0.859031,2.01176,-2.23308,3.28303
-44.813,0.99851,0.124626,5,31,0,45.9196,0.744465,-0.124572,-0.0803506,-0.217937,4.53757,-0.734076,-0.928212,1.19557,5.80028,1.12175,-1.02437,0.662518
-44.0357,0.987036,0.124626,5,31,0,45.4987,0.318827,-0.228863,0.0411915,-0.130294,-6.07581,0.788959,-1.75324,0.284328,0.251226,-2.49074,9.14889,-1.19376
-44.8693,0.76807,0.124626,3,15,0,47.2167,0.334483,0.135404,-0.0492559,-0.285044,0.375768,2.73038,-9.97901,-0.0341361,1.16701,15.701,1.10626,14.8982
-44.6231,0.908905,0.124626,4,23,0,47.2828,0.155174,-0.0572704,-0.21625,-0.232759,2.43178,2.99151,5.90384,1.54581,-1.78429,2.99806,-12.6363,1.23392
-45.4761,0.974171,0.124626,5,31,0,47.4976,0.00856681,0.567746,-0.0791343,-0.975976,-0.599117,0.843528,12.6992,-1.30659,-3.24292,-4.45239,-7.54567,-7.43944
-44.7312,0.953828,0.124626,5,31,0,47.7705,0.18327,-0.5482,0.00384273,0.303618,-7.0883,0.468472,-2.99353,-2.44785,-1.2789,5.783,11.4301,8.36002
-44.4209,0.997593,0.124626,4,23,0,46.4096,0.514674,-0.378089,-0.219843,0.070393,-3.96487,0.200899,10.1746,1.5042,2.69809,1.80249,-9.2758,1.14639
-45.6146,0.90557,0.124626,4,31,0,48.5525,0.390875,-0.0390804,0.172884,-0.304633,2.6934,0.159074,-12.2035,2.55752,1.14737,1.19642,18.405,3.04983
-47.1398,0.962662,0.124626,4,31,0,48.7915,0.518618,-0.237933,-0.371667,-0.0175008,-0.666994,-1.4035,-11.256,0.518093,2.3957,7.16724,-21.2277,4.6668
