# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1861130243
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_age_nointeraction_soccr_study2_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,p_gamma.1,p_z_beta.1,p_z_beta.2,g_gamma.1,g_z_beta.1,g_z_beta.2
-44.3401,0.975908,0.511291,3,7,0,45.1204,-0.0614154,-0.387759,0.0432386,-0.921264,-6.75431,-9.20713,-4.79863,-5.6838,10.2942
-44.2813,0.995343,0.511291,3,7,0,46.2718,0.595582,-0.234426,-0.226858,-5.55193,9.7419,-8.24451,4.10439,8.25564,-10.4825
-43.799,0.99783,0.511291,3,7,0,44.8174,0.0316235,-0.41708,0.00100739,-3.08882,0.057682,10.9417,-3.60337,-8.38636,6.70343
-43.8717,0.998903,0.511291,3,7,0,44.0159,0.539313,-0.212901,-0.1837,-0.601501,3.02873,-3.70306,3.61391,9.71888,-7.32506
-42.6941,0.997016,0.511291,2,7,0,44.2272,0.215082,-0.273899,-0.108593,4.79222,7.97244,-8.14801,-0.961868,3.33472,-1.71866
-44.1181,0.898241,0.511291,3,7,0,45.4884,0.691742,-0.409569,0.00388555,4.81146,5.9088,8.09411,4.63198,-4.49985,7.26427
-45.0706,0.969602,0.511291,3,7,0,46.4702,0.727535,-0.424111,-0.270725,-5.82644,4.41532,-4.68957,4.36298,-4.84756,-11.9798
-44.192,0.974108,0.511291,3,7,0,47.1781,0.182783,-0.149229,-0.00365957,-6.23002,8.66643,14.5792,-1.15168,15.1768,8.38746
-42.6311,0.998709,0.511291,2,7,0,44.4563,0.29129,-0.282408,-0.106426,-1.65731,14.6757,9.28038,0.0815059,2.81905,-1.4622
-43.9267,0.846901,0.511291,2,7,0,46.5314,0.326492,-0.150561,-0.0390204,-0.740815,-18.6704,-10.099,1.04007,15.0366,5.09737
-42.7299,1,0.511291,2,3,0,44.0174,0.3421,-0.269062,-0.120998,-0.797569,-14.131,-4.59764,0.814369,4.13025,-2.6123
-44.4956,0.911773,0.511291,2,3,0,44.8657,0.0833869,-0.176142,-0.227469,-2.70126,2.58335,-3.77557,-2.81123,11.8881,-12.0188
-43.0922,0.990212,0.511291,3,7,0,45.5282,0.415556,-0.228948,-0.0572624,4.30906,-9.42795,14.9496,2.09591,8.0714,3.06852
-42.8936,0.998404,0.511291,3,7,0,43.3784,0.210947,-0.3634,-0.0216902,1.84198,7.6764,2.32868,-1.20485,-3.96448,5.27188
-45.3435,0.888306,0.511291,3,7,0,45.8097,0.243928,-0.532599,-0.257191,1.62101,1.18104,-7.98256,-1.46196,-14.922,-10.573
-44.0399,0.944471,0.511291,3,7,0,49.4874,0.522438,-0.172187,-0.0529812,4.08826,3.37504,-28.8471,3.87242,13.5687,3.89264
-43.6807,1,0.511291,3,7,0,44.3199,0.169546,-0.450903,-0.167352,2.9602,7.29807,-2.44412,-2.01838,-10.6142,-5.65426
-44.5517,0.985826,0.511291,3,7,0,44.9683,0.687927,-0.298526,0.051969,-0.0458696,8.36434,1.65728,5.51373,4.52682,11.953
-51.0046,0.664136,0.511291,2,3,0,52.5339,1.2876,-0.295144,0.114764,3.86342,9.02446,9.77594,12.7112,10.5708,15.9343
-43.4439,0.975927,0.511291,3,7,0,53.2956,0.567408,-0.415959,-0.147375,15.0457,9.38425,16.6704,2.87978,-6.26502,-4.00304
-43.0634,0.990874,0.511291,3,7,0,44.0473,0.304203,-0.239874,-0.0162759,3.8089,-7.84826,-4.83372,0.477791,6.94224,6.55094
-42.889,1,0.511291,3,7,0,43.3058,0.145881,-0.298909,-0.0250033,-1.55232,-6.58011,-3.86746,-1.94359,1.27944,5.34142
-43.0688,0.946717,0.511291,2,7,0,44.5193,0.317393,-0.22521,-0.0360728,4.72469,10.4961,-3.12025,0.704911,8.1711,4.88078
-43.8801,0.95676,0.511291,3,7,0,44.6394,0.237956,-0.25824,-0.255187,0.262476,11.3258,-1.96773,-0.813263,5.2227,-13.6507
-43.4532,1,0.511291,3,7,0,44.5736,0.033434,-0.301149,0.0123692,-2.44124,5.54502,-11.3184,-3.52754,1.23356,8.55245
-42.9167,0.99741,0.511291,2,3,0,43.6999,0.192035,-0.371749,-0.0295284,3.49557,-1.44599,-7.81876,-1.47931,-4.73247,4.5904
-43.3148,0.980076,0.511291,2,7,0,43.5812,0.184287,-0.424816,-0.0245142,0.217689,-6.78991,-0.361101,-1.71827,-8.88665,4.73034
-43.0815,0.985306,0.511291,3,7,0,44.3936,0.400378,-0.237263,-0.148139,3.63944,4.75442,11.2353,1.69461,7.07486,-4.77956
-43.0278,0.983169,0.511291,3,7,0,44.1243,0.207462,-0.4125,-0.0962047,-1.8047,-1.24421,12.9952,-1.42591,-7.99852,-0.653258
-42.7689,0.999644,0.511291,3,7,0,43.2075,0.388041,-0.31734,-0.0321537,1.00188,8.30795,-1.24322,1.34286,0.466446,4.75187
-43.2563,0.977191,0.511291,3,7,0,43.6073,0.104158,-0.385986,-0.0137387,0.112869,-2.51653,7.37294,-2.6496,-5.97108,5.75502
-43.0364,0.96391,0.511291,2,7,0,44.7343,0.304648,-0.247875,-0.16871,-3.14507,-10.4032,11.3133,0.282595,5.86828,-6.67109
-43.2669,0.995847,0.511291,3,7,0,43.5295,0.101,-0.248992,-0.169261,-1.9201,-3.10859,3.74708,-2.57653,5.3752,-6.96273
-44.4489,0.967039,0.511291,3,7,0,45.0531,-0.023942,-0.173077,-0.00146221,2.38902,-5.43299,6.44212,-4.36974,12.8012,8.38321
-44.6606,1,0.511291,3,7,0,45.1053,0.56197,-0.524251,-0.177408,2.42902,4.5743,-4.61467,1.98045,-13.6355,-5.43452
-43.6174,1,0.511291,2,3,0,44.7891,0.431814,-0.436542,-0.197097,-2.5422,12.7157,2.0693,1.07226,-8.31756,-7.59832
-43.2208,0.957861,0.511291,2,7,0,45.971,0.141554,-0.309748,0.0208369,3.54356,-12.0104,-16.0797,-2.01581,0.682913,9.21504
-47.1198,0.791836,0.511291,3,7,0,49.7534,0.884049,-0.411845,0.151573,-8.05676,8.16451,-2.35892,6.88943,-1.2554,18.0723
-44.7209,0.969475,0.511291,3,7,0,49.5762,0.378378,-0.277276,-0.314692,-7.66226,5.92836,-21.3956,0.814133,4.53213,-17.5371
-44.7549,0.941645,0.511291,3,7,0,49.2583,0.500644,-0.389007,0.122167,11.2244,-1.73721,-5.54796,2.43744,-3.09093,16.5087
-44.3967,0.995047,0.511291,2,3,0,45.1292,0.386496,-0.400938,0.108748,-2.34262,1.22799,-9.63039,0.932222,-4.87124,15.3144
-42.9735,1,0.511291,2,3,0,44.5209,0.236594,-0.396121,-0.0356428,-1.05595,5.69066,-15.1322,-0.979474,-6.56169,4.01736
-43.1955,0.989859,0.511291,3,7,0,43.7402,0.578302,-0.337038,-0.140912,-1.79745,8.41244,-2.23853,3.57424,-0.218284,-3.70226
-43.0968,0.992612,0.511291,3,7,0,43.7127,0.111317,-0.340363,-0.16833,3.93056,-1.39411,-3.63714,-2.54144,-2.27333,-6.50267
-43.6549,0.949975,0.511291,3,7,0,44.9561,0.241899,-0.357923,0.068522,5.02111,7.3006,-4.81237,-0.76232,-2.59656,12.708
-43.1081,0.99303,0.511291,2,7,0,44.224,0.275849,-0.261578,-0.188135,-0.629525,-3.68438,13.3132,-0.18794,4.67732,-8.27362
-42.9993,0.996154,0.511291,3,7,0,43.6591,0.53797,-0.353863,-0.108708,0.978252,5.20987,-9.03175,3.0141,-1.82906,-1.29607
-43.7142,0.970974,0.511291,3,7,0,44.1902,0.469147,-0.209368,-0.00247468,-3.58544,2.11496,1.36442,2.99391,10.3814,8.08678
-43.6188,0.995853,0.511291,3,7,0,44.997,0.00403051,-0.326515,-0.194356,0.556668,-15.4488,-0.369477,-3.9493,-1.06378,-8.64857
-44.1023,0.985454,0.511291,2,3,0,44.2132,-0.0323808,-0.353392,-0.223046,-0.0871957,3.8326,2.14113,-4.41428,-2.96098,-10.6085
-44.0892,0.90602,0.511291,2,7,0,47.9663,0.263736,-0.376554,0.096911,5.09227,0.259383,22.7424,-0.538739,-3.64548,14.7629
-43.2037,0.992401,0.511291,3,7,0,44.7551,0.104876,-0.253933,-0.165157,0.178586,5.43179,-15.4578,-2.52437,4.94017,-6.60397
-42.8394,0.969641,0.511291,3,7,0,44.6681,0.463376,-0.336487,-0.132811,1.44627,-8.2621,15.3733,2.11712,-0.883275,-3.31296
-47.3763,0.844658,0.511291,2,7,0,47.7275,0.124291,0.0074502,-0.115576,2.88923,-1.62206,-2.96266,-2.03396,29.4775,-1.20804
-44.3419,1,0.511291,2,3,0,47.4457,0.333447,-0.118172,-0.118179,-2.82457,22.2223,-0.720335,1.11213,17.6277,-2.02396
-45.41,0.95002,0.511291,2,3,0,45.9886,0.323737,-0.0677825,-0.0557294,0.564845,-2.78615,-9.51365,1.12325,22.76,4.10804
-43.8669,0.997223,0.511291,3,7,0,46.8736,0.434667,-0.374179,-0.257774,-1.52916,-22.4624,2.53939,1.30453,-3.18365,-12.4085
-43.7074,0.996811,0.511291,3,7,0,44.8451,-0.0257176,-0.28273,0.0104444,2.76185,4.4803,11.4796,-4.36912,2.8282,8.54336
-45.3926,0.915396,0.511291,3,7,0,47.4783,0.613415,-0.42063,0.13265,3.28395,-4.52086,-16.6356,3.60715,-4.5519,16.7681
-44.3599,0.974212,0.511291,2,7,0,47.5169,0.310779,-0.195706,-0.255551,4.4543,-8.24415,19.0109,0.303092,10.5878,-13.8403
-43.7959,0.993164,0.511291,3,7,0,45.8702,0.249562,-0.336297,0.0820147,1.01091,18.8241,-1.32113,-0.592915,-0.604935,14.1127
-43.7466,1,0.511291,3,7,0,44.6191,0.285049,-0.29466,-0.257449,4.93075,2.49873,-0.964115,-0.282645,2.40148,-13.4549
-42.6544,0.995912,0.511291,2,7,0,44.0196,0.304821,-0.352119,-0.115867,-0.321041,4.07594,-14.801,0.00414396,-2.90818,-2.18283
-43.323,0.941084,0.511291,3,7,0,44.7949,0.390313,-0.258704,-0.203386,1.43721,4.64172,-14.868,1.34672,5.33364,-9.26431
-43.3957,0.996172,0.511291,3,7,0,43.8866,0.164976,-0.379089,0.0283005,0.0271127,-5.90155,-7.09889,-1.83844,-4.97715,9.18761
-44.0453,0.966454,0.511291,2,7,0,44.9457,0.407819,-0.219604,-0.242145,1.82333,5.40814,-10.3492,1.60253,8.78832,-12.4148
-45.291,0.951271,0.511291,3,7,0,46.9416,0.528741,-0.548417,0.0389479,5.64199,-8.365,-5.28444,1.61426,-15.3676,8.52398
-44.0069,0.993927,0.511291,3,7,0,45.8801,0.110746,-0.145395,-0.101319,2.29332,-13.3116,10.8337,-2.29955,14.8497,-0.84671
-43.417,1,0.511291,3,7,0,44.4903,0.18326,-0.443916,-0.129539,3.52413,-10.2655,2.79327,-1.82202,-10.3095,-3.01553
-45.4313,0.931415,0.511291,3,7,0,46.1575,0.468709,-0.204478,-0.316305,1.95424,10.0973,1.42281,2.17163,10.5227,-17.8292
-42.9634,1,0.511291,2,7,0,45.6622,0.52127,-0.354368,-0.067371,2.02499,10.6525,-18.1708,2.85927,-1.92774,1.89493
-43.5399,0.897639,0.511291,2,7,0,46.6572,0.525157,-0.208981,-0.108689,0.822723,-22.2472,6.70293,3.653,10.0898,-1.12036
-42.9711,0.988644,0.511291,3,7,0,44.4131,0.467264,-0.35699,-0.154549,-4.6226,-10.6856,3.14979,2.01343,-2.42238,-4.92445
-43.0288,0.931166,0.511291,3,7,0,45.4215,0.0414886,-0.305141,-0.0607822,5.52515,11.4223,10.2016,-3.42128,0.460601,2.22252
-43.1684,0.981159,0.511291,3,7,0,43.9004,0.220824,-0.430541,-0.0758125,3.56203,-6.95251,-1.92156,-1.30648,-9.33347,0.885371
-43.7432,0.955906,0.511291,3,7,0,45.3439,0.543559,-0.196209,-0.104909,-6.79368,1.5542,1.22194,3.97786,11.2918,-0.713264
-48.3179,0.857753,0.511291,3,7,0,49.4617,-0.149877,-0.00940104,-0.17878,-3.98498,-10.2241,0.605397,-6.30768,27.3442,-7.23417
-47.1987,0.995368,0.511291,3,7,0,51.663,-0.400536,-0.185707,0.0178637,-1.47117,24.1384,-13.4995,-10.0793,12.4351,10.1073
-47.7586,0.960914,0.511291,1,1,0,47.9046,-0.448876,-0.17953,0.0154567,1.38246,-2.30384,-2.94941,-10.8153,13.138,9.94439
-44.2326,1,0.511291,3,7,0,49.0512,0.513983,-0.494182,0.000563231,-10.273,7.64018,12.3069,1.83814,-12.1148,6.33478
-42.7778,0.971428,0.511291,3,7,0,45.9874,0.239363,-0.336398,-0.0239485,-1.34377,19.2624,-13.3025,-0.744655,-1.6699,5.24702
-42.6759,0.950328,0.511291,2,7,0,44.1724,0.415314,-0.312263,-0.087997,-4.60268,-3.9084,10.8827,1.67889,0.832965,0.189254
-43.1432,0.970462,0.511291,3,7,0,43.6935,0.160245,-0.412985,-0.117065,-0.673035,-9.40439,-2.21109,-2.02098,-8.1091,-2.23568
-43.3853,0.981399,0.511291,3,7,0,44.3137,0.476218,-0.213603,-0.0567934,-3.11447,8.48355,5.65003,3.0308,9.68085,3.26176
-46.5062,0.840073,0.511291,2,3,0,46.8014,0.740332,-0.0966388,-0.15067,-0.48702,-0.259656,7.04245,6.95221,20.4063,-3.50382
-44.3877,1,0.511291,3,7,0,46.9823,-0.1963,-0.378157,-0.0747595,4.10753,18.0985,-4.95297,-6.54067,-5.36199,0.97763
-43.9003,0.996487,0.511291,2,3,0,44.5818,-0.126022,-0.365428,-0.0710788,-4.20881,-3.62133,0.338635,-5.65552,-4.49298,1.25616
-43.1248,0.972236,0.511291,2,7,0,45.1152,0.111649,-0.399138,-0.0710154,-7.458,3.9182,0.301798,-2.58582,-7.19068,1.22247
-44.202,0.927845,0.511291,3,7,0,45.8076,0.583847,-0.47403,-0.191621,-6.0715,1.21415,7.63049,2.57063,-10.0143,-6.7008
-43.2554,0.999451,0.511291,3,7,0,44.4769,0.432204,-0.354126,-0.205682,3.01725,-10.8581,-6.37647,1.48426,-2.12038,-8.83606
-43.9294,0.984136,0.511291,3,7,0,44.3664,-0.0664024,-0.218343,-0.0389432,0.183146,-0.221148,8.68049,-4.99451,8.30848,4.55453
-44.0753,0.970785,0.511291,3,7,0,45.942,0.57999,-0.187356,-0.139992,-2.79343,16.2932,3.70989,4.43126,12.1121,-3.5593
-44.1856,0.99804,0.511291,2,3,0,44.2913,0.606893,-0.193221,-0.153859,0.440249,3.99307,1.16085,4.73167,11.7022,-4.63453
-43.8697,0.994369,0.511291,3,7,0,45.3259,0.0876284,-0.3395,-0.24382,-4.47671,-10.7668,4.30189,-2.88717,-1.63404,-12.2663
-43.7181,0.999153,0.511291,3,7,0,44.4726,0.352055,-0.328352,-0.257768,-4.01689,-1.17037,-5.80729,0.470326,-0.04064,-13.041
-44.0156,0.971976,0.511291,3,7,0,45.765,0.339534,-0.225835,0.0634829,4.14435,13.9298,-2.96582,1.03985,9.06166,13.8558
-44.341,0.934696,0.511291,3,7,0,46.7128,0.324057,-0.478543,-0.236224,-5.65655,-4.04185,-14.3115,-0.39661,-11.356,-9.9262
-43.519,0.983843,0.511291,3,7,0,45.3938,0.327466,-0.171385,-0.0732264,-0.462026,13.617,11.805,0.972335,12.9024,1.81889
-44.5253,0.909714,0.511291,3,7,0,46.2165,-0.101304,-0.261176,-0.224469,4.06349,11.2632,8.31885,-5.385,4.57738,-11.4156
-43.7614,0.996658,0.511291,3,7,0,45.6508,0.107401,-0.359606,0.0586067,-5.24191,4.61211,-11.9675,-2.56214,-3.16854,11.8713
-43.5403,0.997465,0.511291,3,7,0,44.3849,0.662234,-0.353251,-0.139751,-1.04321,-3.10287,11.4071,4.51734,-0.877878,-3.39276
-43.8114,0.98927,0.511291,3,7,0,44.8193,0.100641,-0.160928,-0.081976,4.91167,4.21473,-3.7472,-2.45702,13.4639,0.879184
-43.3942,0.999935,0.511291,3,7,0,44.3278,0.180568,-0.442713,-0.0514679,-3.67506,8.87748,1.8765,-1.81998,-10.3318,2.65456
-43.3826,0.981225,0.511291,3,7,0,44.8943,0.441269,-0.241627,0.00141551,-0.192469,4.27819,-15.5934,2.45619,7.43709,8.16532
-42.9127,0.990554,0.511291,2,3,0,43.7153,0.365477,-0.305394,-0.00516526,-2.24338,-7.25029,-7.54937,1.10497,1.5368,7.07954
-45.7423,0.846032,0.511291,2,3,0,46.2417,0.54437,-0.0859819,-0.0337202,1.63201,2.00793,8.16305,4.47936,21.5701,6.24481
-44.0191,1,0.511291,3,7,0,47.1618,0.150165,-0.361619,0.0855173,-3.92402,-20.8347,-4.74602,-1.99541,-2.90624,14.0636
-43.1723,0.992443,0.511291,3,7,0,44.9589,0.0108532,-0.329104,-0.120339,3.86832,4.68974,-14.0977,-3.85478,-1.60672,-2.75071
-42.9963,0.994063,0.511291,2,7,0,43.6042,0.518166,-0.290703,-0.119286,4.0862,0.933828,2.34911,3.12001,3.12611,-2.15772
-42.9352,0.896467,0.511291,3,7,0,46.9173,0.140388,-0.367158,-0.131358,-1.89846,-10.4932,23.6308,-2.18607,-4.54054,-3.48599
-43.6434,0.966504,0.511291,2,3,0,43.7426,-0.0476317,-0.392236,-0.0966267,-0.527102,1.22884,3.7439,-4.60576,-6.71767,-0.767408
-43.1313,0.941544,0.511291,3,7,0,46.5397,0.511476,-0.253321,-0.108728,8.5875,1.73801,12.2628,3.25078,6.22484,-1.26121
-44.3903,0.973346,0.511291,3,7,0,44.525,0.772876,-0.260374,-0.0931453,0.531759,-4.51262,1.20933,6.7482,7.30143,0.613734
-43.7925,1,0.511291,2,3,0,44.5848,0.715565,-0.308153,-0.0849523,3.088,8.95006,-1.1383,5.66808,3.09484,0.968591
-42.8877,1,0.511291,3,7,0,43.9886,0.298593,-0.377389,-0.0236327,5.60942,2.08564,-0.00236237,-0.108026,-4.79511,5.07787
-42.9576,0.942553,0.511291,3,7,0,45.1383,0.305572,-0.231769,-0.0482928,-1.47972,-6.75276,-17.8628,0.50327,7.47646,3.74232
-42.6856,0.987966,0.511291,3,7,0,43.3898,0.357812,-0.280805,-0.114311,-1.20159,-10.1779,-3.26303,0.997531,3.19116,-2.03345
-43.4703,0.971946,0.511291,3,7,0,43.5865,0.153874,-0.179928,-0.106794,1.27344,2.56997,-1.99061,-1.68275,11.6471,-1.44833
-44.07,0.862163,0.511291,2,5,0,47.5545,0.305411,-0.501415,-0.0224777,-2.57871,23.2193,-5.41735,-0.567733,-13.9953,4.58563
-45.0626,0.957037,0.511291,3,7,0,46.6851,-0.0897046,-0.138965,-0.0286476,-0.477844,15.8482,-5.52265,-5.40388,15.8761,6.06028
-43.3965,0.999699,0.511291,3,7,0,45.6803,0.0727207,-0.266838,-0.18665,-5.13312,14.6036,5.28502,-2.9962,3.87811,-8.35363
-43.1806,0.937416,0.511291,3,7,0,46.0448,0.424536,-0.40584,-0.0136919,6.53397,14.3602,6.21645,1.35711,-6.33723,5.76733
-42.6903,0.998815,0.511291,3,7,0,43.3067,0.324142,-0.269345,-0.0709646,1.79233,-7.14324,6.08975,0.624698,4.1258,1.61338
-45.1389,0.719371,0.511291,1,3,0,48.8655,0.488543,-0.101781,-0.0423843,-3.7808,-23.5183,-3.48574,3.60173,19.9308,5.2763
-46.2553,0.979622,0.511291,3,7,0,47.4934,0.144099,-0.0324333,-0.0761117,-4.80028,-7.52962,-4.65914,-1.70083,25.9163,2.2797
-45.9596,0.982201,0.511291,3,7,0,48.4283,0.643552,-0.556191,-0.262536,1.21401,-20.3269,3.00186,2.4837,-14.1908,-10.2296
-44.3894,0.952857,0.511291,3,7,0,49.006,0.685054,-0.237617,-0.1948,-1.89292,26.0056,10.3647,5.39462,8.41236,-7.62873
-44.0311,0.997825,0.511291,3,7,0,45.6322,-0.0200509,-0.443237,-0.0434821,-4.9302,4.9073,10.4556,-4.24249,-10.5891,3.21321
-43.9165,1,0.511291,3,7,0,44.5339,0.551326,-0.187635,-0.129289,2.67849,-3.97816,-6.97853,4.06085,11.9935,-2.74394
-42.6504,0.985928,0.511291,2,5,0,44.6276,0.228292,-0.324569,-0.0541393,4.86766,13.0999,-5.64414,-0.873916,-0.850108,2.78393
-42.8705,0.92135,0.511291,2,7,0,45.0999,0.49879,-0.333272,-0.112309,7.06287,-1.37318,-9.41899,2.63202,-0.44191,-1.64669
-42.8848,0.994073,0.511291,3,7,0,43.2407,0.1151,-0.358843,-0.0971634,0.616219,-6.78362,-3.70525,-2.48677,-3.98718,-0.824334
-44.7034,0.931617,0.511291,2,7,0,45.0631,0.781864,-0.341652,0.0262617,3.1548,1.33833,1.25238,6.37058,1.64526,9.53632
-43.3935,0.98693,0.511291,3,7,0,45.6256,-0.00902442,-0.284522,-0.15182,-6.51971,-5.31785,-10.3277,-4.12645,2.21832,-5.44212
-43.3769,0.99799,0.511291,3,7,0,44.038,0.594448,-0.402231,-0.0610407,-0.379788,8.71891,6.18067,3.44151,-5.08358,2.34986
-43.6033,0.953839,0.511291,3,7,0,46.0025,-0.0518371,-0.252948,-0.131919,-0.244986,12.6936,15.9698,-4.74144,4.93007,-3.81482
-46.8171,0.895521,0.511291,3,7,0,47.9062,0.426914,-0.218706,-0.394077,-5.10087,5.73066,-1.39509,1.27491,9.80886,-23.2696
-43.0614,0.994875,0.511291,3,7,0,47.2728,0.334959,-0.387505,-0.00340529,1.58494,9.07192,-25.1415,0.325844,-5.31707,6.63497
-43.1981,0.967355,0.511291,3,7,0,44.8597,0.202595,-0.24152,-0.179723,4.21763,-11.3949,-7.32003,-1.14629,6.19691,-7.75812
-45.2913,0.92229,0.511291,3,7,0,46.0729,0.638321,-0.291831,0.117634,-1.27772,8.02075,-7.86279,4.84917,5.48651,17.4148
-45.3223,0.996975,0.511291,3,7,0,47.2872,0.626085,-0.526404,-0.242943,-4.78886,-1.38769,-14.2237,2.55628,-12.6859,-9.42263
-43.66,0.999713,0.511291,3,7,0,45.8076,0.19669,-0.265963,0.0573412,-3.01863,17.5251,3.6519,-1.14546,5.01175,12.8794
-46.4877,0.879966,0.511291,3,7,0,47.6033,-0.0619111,-0.235111,-0.347871,0.950982,-3.99482,-13.1081,-4.80125,7.65402,-20.8853
-46.0114,1,0.511291,3,7,0,46.6577,0.0236509,-0.228954,-0.340088,3.39319,-1.00905,6.53299,-3.70153,8.05983,-20.4056
-47.2552,0.986585,0.511291,3,7,0,48.1332,0.833014,-0.518186,0.144685,-1.61854,8.94434,7.55765,5.23198,-9.24695,16.1154
-44.2788,0.999155,0.511291,3,7,0,47.5405,0.161858,-0.308127,-0.286259,-5.67063,16.8645,-9.60503,-1.9394,1.36001,-15.6448
-43.9966,1,0.511291,2,3,0,44.4143,0.240666,-0.320866,-0.275875,-2.4962,2.27792,-5.50063,-0.948404,0.40129,-14.6456
-43.8357,0.995977,0.511291,2,3,0,44.3486,0.371116,-0.32925,-0.265779,-1.73982,0.851131,-8.37298,0.687891,0.0319496,-13.5693
-43.4959,0.98186,0.511291,3,7,0,45.5476,0.426833,-0.385529,0.0395422,6.62697,-2.27802,-9.48668,1.52776,-4.32217,10.0722
-43.7521,0.997357,0.511291,3,7,0,43.9142,0.387488,-0.420076,0.0497414,-1.34045,-4.08101,-0.958081,0.841975,-7.11246,10.4964
-42.6947,0.998961,0.511291,2,7,0,43.8391,0.186227,-0.344901,-0.0962328,-1.22214,8.27436,-11.0136,-1.51888,-2.71379,-0.722261
