# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=133243476
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_interaction_soccr_study1_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3
-29.1172,1,0.139662,5,31,0,30.6122,-1.06584,-0.187382,-0.436931,-0.489747,-0.617801,2.48416,-2.64403,-0.215567,0.406811,-3.55829,-6.77724,-4.7893
-28.8494,0.979877,0.139662,5,31,0,31.8699,-0.896595,-0.0329298,-0.00807152,-0.482839,1.33269,2.19191,-11.6781,-0.560598,0.165501,-4.16883,9.37026,-4.73199
-31.1496,0.733764,0.139662,2,3,0,31.2764,-0.870197,0.206998,-0.0124686,-0.310506,-0.847136,-0.0250333,1.48568,0.425274,-2.00926,16.9784,5.60739,16.1019
-29.3961,0.859747,0.139662,3,15,0,34.7541,-0.817634,-0.182363,-0.145291,-0.518229,-0.809676,3.16456,13.1311,1.98828,2.09667,-11.0375,5.49759,-11.6476
-32.6639,0.982388,0.139662,5,31,0,36.3317,-0.801206,1.15722,0.00397091,-1.8155,3.55237,2.5191,9.86624,0.0744219,2.26211,-8.49475,8.23165,-11.9336
-30.7475,0.988705,0.139662,5,63,0,34.4411,-1.32771,-1.25146,-0.500584,0.894276,0.432533,-1.80464,-2.05371,3.60152,-3.56917,7.80111,-8.50827,9.04831
-28.6999,0.996277,0.139662,5,31,0,31.7404,-1.19631,-0.844544,-0.163485,0.474517,2.48812,0.065145,10.2827,-2.30284,-3.41709,4.78445,3.25739,5.91792
-30.5967,0.999499,0.139662,5,31,0,31.9959,-0.90608,-1.98924,-0.478728,1.51248,-3.24146,0.124914,3.20129,1.36445,-0.506223,-0.848422,-5.97504,2.1114
-28.1137,0.997949,0.139662,5,31,0,32.4165,-0.916869,0.132337,-0.120542,-0.563954,-2.42954,1.483,15.1616,-1.33587,-0.58016,1.47441,2.81584,0.246693
-29.0064,0.690354,0.139662,3,15,0,32.2419,-0.922499,-0.606377,-0.243126,-0.119679,0.35102,-0.117441,6.80022,-3.42777,1.428,-10.6787,2.67279,-10.482
-27.9139,1,0.139662,2,3,0,29.0649,-0.939846,-0.347947,-0.231811,-0.00690596,-0.319065,2.05242,1.65044,0.887993,-1.2685,5.55264,-1.81411,5.19472
-28.1018,0.999734,0.139662,4,23,0,28.7218,-1.10751,-0.67365,-0.188505,0.0884408,-1.60892,-0.482945,2.41892,1.12772,-0.94329,-4.63028,3.30307,-4.0824
-29.0874,0.986021,0.139662,4,15,0,29.3792,-1.26646,-0.417105,-0.412201,-0.312431,1.73817,0.410791,-0.884319,-0.0565425,-0.638151,-5.16399,-4.24588,-5.65506
-29.5723,0.997264,0.139662,4,31,0,30.401,-1.64022,-0.642328,-0.219292,-0.0581569,-0.282907,-0.390926,-6.11094,-1.1781,-3.29854,-3.46586,2.76758,-3.00813
-29.853,0.990485,0.139662,5,31,0,31.9354,-1.36172,-1.24402,-0.108879,0.60874,-3.70282,1.45423,-2.87357,-1.34132,-2.10428,-5.75376,7.40989,-3.81972
-29.7689,0.999338,0.139662,4,15,0,30.1752,-1.40504,-1.22142,-0.128853,0.747565,0.471119,-0.290238,3.67085,-0.938947,-4.04986,1.33526,5.82063,3.33568
-29.5083,0.999397,0.139662,5,31,0,30.3032,-1.47391,-1.11798,-0.162401,0.531867,-0.200976,0.593709,-4.18571,-1.47868,-3.43905,-2.12678,4.79998,-0.502266
-32.9481,0.861184,0.139662,4,31,0,37.297,-2.06476,-0.822673,-0.596293,0.213034,1.23531,0.426264,15.4321,2.25538,-5.75425,5.1247,-7.80546,5.51899
-33.082,0.991093,0.139662,3,7,0,33.5935,-2.13686,-0.86826,-0.589519,0.207925,-0.760483,-1.08837,1.97679,-0.82643,-5.81869,3.99401,-7.07699,4.53922
-33.722,0.704867,0.139662,3,7,0,38.5092,-1.9912,-0.84746,-0.548514,-0.291573,1.66179,4.08505,3.30059,1.81234,-1.23686,-10.7219,-3.14307,-10.3014
-31.9582,0.971191,0.139662,5,31,0,37.2221,-1.94327,0.58963,-0.2031,-1.32466,3.16172,3.77183,8.6212,1.26993,-4.59933,0.714789,2.10906,-1.47642
-29.6466,0.999999,0.139662,4,15,0,32.4033,-1.63707,0.0259214,-0.197832,-0.656446,-4.08157,1.52805,0.969832,-1.98717,-3.91582,0.140527,2.16699,-0.827736
-29.6451,0.929844,0.139662,2,7,0,30.4223,-1.59259,0.0164385,-0.206291,-0.50955,-1.79479,1.45649,0.945188,0.405832,-4.94771,4.97747,0.888619,4.03051
-29.0067,0.978738,0.139662,5,31,0,30.8304,-1.45365,-0.766389,-0.201892,0.11043,3.34014,-1.96295,-1.61545,0.413324,-2.59504,-4.13523,3.3296,-3.38198
-29.4824,0.988443,0.139662,5,31,0,31.3756,-1.47203,-1.10657,-0.299039,0.642921,-0.768004,1.08525,7.04945,-2.05919,-4.50212,3.43872,-0.750212,4.88899
-29.7768,0.840751,0.139662,5,31,0,32.9144,-1.28366,-0.623677,-0.188781,-0.17686,-2.1465,-3.39286,-3.80206,0.399933,-0.0400395,-10.9707,5.11841,-10.6013
-28.2286,0.969606,0.139662,3,15,0,31.0964,-1.13252,-0.519727,-0.267147,0.144999,-2.4768,-1.28838,7.54238,-2.38902,-2.64623,5.73812,-2.22296,5.7769
-28.3746,0.944009,0.139662,4,23,0,29.66,-0.65019,-1.16297,-0.320297,0.642884,1.94073,-1.96911,0.494541,-0.735589,1.74194,-4.22358,-1.77413,-2.9411
-27.8123,0.996346,0.139662,4,31,0,28.6842,-0.795518,-0.416544,-0.168899,-0.103909,1.56661,-1.32225,-3.22889,0.829006,0.87413,-4.02013,2.95101,-4.08948
-27.6026,0.997497,0.139662,4,19,0,28.9991,-0.81463,-0.408871,-0.239027,-0.057793,0.513075,-0.356444,9.84477,-0.692201,0.4144,-0.433325,-0.989862,-0.716391
-29.8086,0.99277,0.139662,4,15,0,30.1992,-1.44779,0.0803287,-0.444845,-0.737664,-1.84248,0.534474,-1.34128,-0.369108,-1.99389,0.458984,-7.21691,-1.23263
-35.3381,0.917525,0.139662,5,31,0,36.444,-1.84218,1.12409,0.00740348,-2.02072,2.7727,-0.22363,5.92576,-0.336646,-1.92062,-7.07598,10.6445,-10.2713
-30.58,0.9969,0.139662,5,31,0,36.2041,-0.250069,-0.759974,-0.447707,0.417017,1.93869,-2.07111,0.153837,4.41876,4.83045,6.48526,-12.2708,6.02522
-28.9487,1,0.139662,4,15,0,30.932,-1.12804,-1.19339,-0.123085,0.751888,-3.78773,0.824556,6.7625,0.635198,-2.32842,0.255782,6.1681,2.25386
-29.7355,0.986372,0.139662,4,31,0,32.4204,-0.176223,-0.40636,-0.290014,-0.0847547,3.5855,1.38662,-5.22729,-1.9744,5.68609,-2.96659,-3.77177,-3.75547
-29.6151,0.963438,0.139662,4,31,0,30.8706,-0.216812,-0.134838,-0.255483,-0.339261,1.99183,0.0652994,-4.08272,1.79468,5.4404,-2.08162,-3.36345,-3.42906
-30.0716,0.973602,0.139662,4,31,0,31.7786,-0.169703,0.0292862,-0.200802,-0.519236,-0.225167,-1.94858,-7.80913,0.609904,5.89567,-3.57318,-1.00667,-5.15965
-29.0308,0.99699,0.139662,4,31,0,31.4523,-0.684805,0.371203,-0.0339331,-0.835232,-5.11844,-0.956127,2.37399,-0.386379,1.53153,-2.22638,6.5411,-3.86647
-28.6664,0.92259,0.139662,5,31,0,30.4976,-0.655209,-0.426727,-0.266647,0.175611,-1.42254,-1.6341,-6.22228,1.61255,0.772973,9.84463,-4.9885,9.44416
-28.8711,0.955634,0.139662,5,31,0,30.458,-1.38088,-0.383212,-0.223756,-0.0230422,0.725037,-1.68514,7.57338,-0.904002,-4.30774,5.97466,0.0779092,5.87957
-28.6847,0.994982,0.139662,4,31,0,31.2202,-1.186,-0.299512,-0.324993,-0.402274,-3.18231,-1.07003,9.19351,1.3095,-0.357518,-5.8274,-1.64715,-6.43258
-27.9217,0.993372,0.139662,4,19,0,30.069,-0.651701,-0.75362,-0.15228,0.329966,-2.77947,-0.0304563,-5.359,-2.27245,1.32893,-1.29254,3.82303,-0.45859
-29.9887,0.966363,0.139662,4,15,0,31.6533,-1.27294,-1.21227,-0.0426823,0.75848,-3.7262,-1.51939,1.59309,0.0792967,-3.16655,0.551213,9.50058,2.72268
-29.6447,0.886594,0.139662,5,31,0,32.6742,-0.62252,-0.576431,0.00391191,0.345518,-3.25255,-0.313151,6.61221,2.66873,0.772932,7.71744,10.6096,8.89619
-29.0241,1,0.139662,4,31,0,30.7407,-0.893551,0.0887276,-0.374684,-0.711388,-2.03505,1.49236,-8.30126,-0.195099,1.28523,-2.81837,-6.22233,-4.67597
-30.0403,0.857585,0.139662,5,31,0,31.9559,-1.16657,-0.505438,-0.481363,-0.317479,-1.60412,0.103965,3.06078,2.66112,0.619797,-8.03162,-5.23824,-8.50928
-28.7518,0.996677,0.139662,5,31,0,31.4394,-1.22905,0.304918,-0.160044,-0.77509,1.50581,0.992279,10.3721,2.01665,-2.57719,3.03901,1.31497,1.39356
-28.9593,0.898184,0.139662,5,31,0,31.7493,-1.29154,-1.24266,-0.226975,0.65589,2.82503,0.201646,-5.57621,2.78696,-2.27739,-3.66778,2.70168,-1.86434
-28.8638,0.999691,0.139662,3,7,0,29.1696,-1.32592,-1.1729,-0.239585,0.629121,-1.16206,-0.116375,1.39269,0.868755,-2.90349,-1.44418,1.82149,0.207784
-31.1541,0.791751,0.139662,2,3,0,31.2259,-1.33267,-1.01888,-0.243019,0.818231,0.56557,-0.335856,-0.523038,-0.280173,-5.29891,13.0959,0.147606,14.5712
-30.2828,0.999813,0.139662,3,15,0,33.7714,-0.991434,-1.02611,-0.227171,0.2126,-5.12773,-1.47911,-0.815495,1.97651,1.63588,-14.1846,4.97923,-13.0208
-34.0666,0.965903,0.139662,4,31,0,35.5489,-0.362555,0.603868,0.0186037,-1.34146,-0.170422,0.520412,0.725914,-2.51231,5.21345,-14.9952,10.1247,-17.2362
-32.1263,0.983369,0.139662,2,7,0,34.4721,-0.382839,0.582983,0.0172123,-1.20279,1.22424,-0.410268,1.03799,-3.1158,4.6434,-10.7179,9.288,-12.8705
-28.5443,0.998005,0.139662,5,31,0,33.0176,-1.08027,-1.25252,-0.320913,0.808196,-3.25213,-0.410114,-9.72644,3.25503,-1.9339,1.28575,-1.99683,2.94466
-28.2094,0.999996,0.139662,5,31,0,29.1883,-0.860546,0.212685,-0.210023,-0.705165,1.86034,1.2098,5.08532,-0.449345,0.470453,-0.158006,-1.16523,-1.88204
-28.2196,0.940652,0.139662,5,31,0,29.9887,-1.17278,-0.871645,-0.186443,0.338354,-3.01695,1.64865,5.78368,0.160939,-1.89415,-2.31202,3.31973,-1.26687
-28.5656,0.9952,0.139662,5,31,0,29.2555,-0.7723,0.253942,-0.272966,-0.758481,-1.55089,0.620021,-5.66643,0.0216664,1.37826,0.0204064,-4.30377,-2.05682
-29.2025,0.897449,0.139662,2,7,0,29.8343,-0.780291,0.363506,-0.291034,-0.707497,0.394258,-1.2028,4.5119,-0.417298,0.568254,8.18172,-7.79663,5.69724
-29.6456,0.987161,0.139662,2,7,0,30.3405,-0.72977,0.346556,-0.307623,-0.986255,0.82915,0.11069,-1.60489,-1.64209,2.59567,-4.94736,-4.02105,-7.33315
-30.2884,0.993762,0.139662,4,31,0,33.8052,-0.185284,-1.21925,-0.213093,0.947305,-1.77492,-3.2226,4.30137,1.80533,5.00867,5.37964,1.36012,7.28613
-29.9214,0.983272,0.139662,4,31,0,39.5339,-1.39842,-1.20872,-0.0822925,0.646003,10.531,-1.09398,-4.941,0.623641,-3.06672,-2.59029,7.99343,-0.635134
-28.9234,0.951824,0.139662,4,31,0,31.6631,-1.17896,-1.37263,-0.354628,0.783687,2.5463,1.13057,-11.7819,0.84054,-1.56217,-3.70441,-1.71191,-1.85377
-28.4573,0.991992,0.139662,5,31,0,29.5896,-0.939104,-0.734678,-0.417506,0.122917,1.64476,1.75204,1.5635,-0.954744,0.492742,-3.71073,-5.61741,-3.63994
-28.5262,0.99459,0.139662,5,31,0,29.7357,-0.866736,-1.2919,-0.180422,0.801057,0.700256,0.10451,8.0771,-1.21929,-0.0239541,-3.70378,4.43363,-1.64679
-29.9574,0.857506,0.139662,4,31,0,32.1247,-0.142719,-0.273151,-0.237327,-0.0201589,0.00533544,3.0837,-2.21623,-0.0953146,5.68612,6.45481,-4.55078,5.54301
-29.1266,0.852271,0.139662,2,7,0,31.5908,-0.305045,-0.275833,-0.237198,-0.234528,3.41661,1.32898,-0.940658,2.23692,4.73414,-4.33802,-1.21525,-5.19301
-28.9747,0.994899,0.139662,5,31,0,29.7398,-1.26204,-1.25587,-0.217932,0.788723,-2.53468,0.302553,-1.57744,0.932165,-3.14245,0.80441,2.38806,2.72906
-28.2534,0.986809,0.139662,4,31,0,29.5016,-1.26981,-0.780023,-0.231895,0.233906,1.70973,0.823345,-1.56043,-1.9267,-2.44217,-1.37698,1.40555,-0.622773
-30.4853,0.913194,0.139662,5,31,0,32.576,-0.826754,-1.31041,-0.507056,1.01319,3.99351,1.32445,5.11493,-0.602467,-0.123868,8.76608,-11.3826,9.8398
-29.0879,0.997645,0.139662,5,31,0,31.1969,-0.855543,-0.561839,-0.063997,0.32628,-0.119048,2.80403,-1.72046,-1.21698,-1.43438,8.9851,6.5683,9.82307
-30.2768,0.996804,0.139662,5,31,0,31.1986,-1.3511,-0.286726,-0.505038,-0.531621,-2.64203,-0.980993,1.33609,-0.740879,-0.333316,-5.73352,-6.5351,-6.69856
-31.9935,0.829535,0.139662,5,31,0,37.5319,-1.73822,-1.3028,-0.028623,0.593169,3.62255,-4.09733,7.4345,-0.521032,-3.53056,-4.83325,10.0811,-2.80686
-32.7629,0.924669,0.139662,5,31,0,35.218,-0.134047,-1.23298,-0.587457,0.583311,2.29307,0.194173,0.557306,-3.00245,5.90373,-5.2128,-11.1097,-4.94377
-32.1321,1,0.139662,3,7,0,33.1479,-0.257733,-1.26961,-0.592815,0.854743,-2.86167,-0.814003,3.75958,0.352003,4.8219,4.44801,-15.2639,4.78559
-29.9465,0.999948,0.139662,5,31,0,34.3787,-1.67072,0.0706502,-0.260275,-0.601245,3.57828,-0.760967,-15.1221,1.24224,-4.98128,4.79283,-0.857348,3.63488
-28.1553,0.958978,0.139662,4,15,0,30.7473,-1.26727,-0.355715,-0.245809,-0.138783,3.72853,0.2959,0.147997,2.54529,-2.74167,1.74348,-0.490625,1.4825
-29.0152,0.937659,0.139662,5,31,0,29.6664,-0.816556,-1.02164,-0.0939009,0.439394,-1.68322,1.26716,2.18679,-0.169264,1.15778,-8.45772,8.31179,-6.92701
-28.9661,0.990341,0.139662,5,31,0,30.0723,-0.433076,-1.05828,-0.290955,0.754402,0.0473314,-0.829521,-6.66576,-1.31218,2.75519,5.312,-3.45109,6.4177
-30.7042,0.84342,0.139662,3,7,0,33.0358,-0.055885,-1.22171,-0.236013,0.89883,-2.59776,-1.51198,-3.10966,-2.27405,6.27113,2.72464,0.549243,4.44732
-29.1496,0.964302,0.139662,4,31,0,32.3434,-0.261728,-0.540492,-0.162784,0.249642,3.8517,-1.25939,-2.64569,2.6365,4.40085,4.96077,1.09705,5.19088
-28.9367,0.883649,0.139662,5,31,0,31.6706,-0.68292,-0.63901,-0.410235,-0.000477118,-5.25725,0.933117,-0.651836,1.16866,2.41787,-5.89864,-5.45731,-6.17909
-27.7686,1,0.139662,3,11,0,28.9895,-0.778153,-0.578506,-0.311925,0.112426,-1.14047,-1.00657,7.80528,-0.708865,0.725612,0.110831,-3.88928,0.00219329
-28.313,0.960224,0.139662,3,15,0,29.7775,-0.941064,-0.585644,-0.114755,0.268614,-1.2759,-0.111687,10.1473,0.242278,-1.73409,5.62906,4.41225,6.27487
-28.6037,0.998426,0.139662,4,15,0,29.3863,-0.431989,-0.582712,-0.223786,0.296248,2.27463,-0.145806,-5.15669,-0.300547,2.79721,6.35705,-2.11591,6.46971
-28.6135,0.991928,0.139662,5,31,0,30.1221,-1.27602,-1.05789,-0.345687,0.535127,2.3996,0.291,-3.11438,-2.0061,-2.63992,0.135148,-2.52716,1.3083
-29.2028,0.996895,0.139662,5,31,0,29.6983,-1.17254,-1.41693,-0.429531,0.872894,2.34431,-0.060644,1.14542,-0.391757,-1.78649,-1.29964,-4.68629,0.492766
-28.1889,0.997857,0.139662,5,31,0,30.6026,-0.507692,-0.131942,-0.148591,-0.248926,2.06171,-0.883266,-11.8154,0.708353,2.52008,1.46537,1.24265,0.676999
-29.2917,0.991943,0.139662,4,15,0,29.6367,-0.675001,-0.033084,0.0522826,-0.383271,-2.02229,0.244656,0.147244,0.0806367,1.22945,-1.59387,11.7664,-1.91798
-30.4112,0.947497,0.139662,5,31,0,31.7513,-0.883997,-1.51461,-0.581636,1.02939,-2.64256,-0.0975016,-3.74273,1.6305,0.187056,1.47428,-11.1984,2.9038
-30.6495,0.973964,0.139662,5,31,0,31.7864,-0.836793,0.472941,0.124492,-0.928428,1.17558,-0.356808,-0.0955635,2.11028,0.210858,-2.11476,13.8492,-3.52623
-33.9002,0.997087,0.139662,4,15,0,35.0278,-0.674669,1.60175,-0.235793,-2.17765,1.90633,0.639349,6.8041,-0.823323,3.35808,-0.231368,-5.88659,-5.5929
-28.3857,0.996346,0.139662,4,15,0,34.5529,-0.824678,0.226183,-0.136096,-0.743601,2.48897,3.70195,-5.72848,-3.14702,0.833927,-2.6676,2.65198,-4.21364
-32.5704,0.990586,0.139662,5,31,0,33.629,-0.965491,-2.55192,-0.462964,1.9946,-1.78831,-0.813552,7.14566,-0.0681625,-0.640888,-5.03819,-3.17554,-0.682499
-32.3464,0.981867,0.139662,3,7,0,32.9512,-0.991065,-2.47892,-0.46901,1.88278,-0.504361,1.52488,-0.428592,-0.550475,-0.560127,-6.12889,-3.21489,-1.97551
-30.9668,0.996652,0.139662,5,31,0,36.8171,-1.92704,-0.641869,-0.247386,-0.188693,3.53174,3.70042,2.95284,-2.75928,-3.5906,-4.63436,2.4971,-4.24532
-31.3803,0.812604,0.139662,2,3,0,33.3126,-1.96781,-0.462303,-0.251979,-0.0808438,-1.33256,2.50055,-1.35592,1.308,-6.81768,5.83019,1.0123,5.96172
-30.2206,0.99987,0.139662,2,7,0,31.6429,-1.83486,-0.550087,-0.2579,-0.151928,-3.68288,0.897563,0.991828,0.782841,-4.45723,-1.0212,1.35262,-0.786474
-29.0746,0.963941,0.139662,5,31,0,32.211,-1.16399,-0.160848,-0.426438,-0.51683,-5.32822,-1.55506,4.87643,-0.173991,-0.22302,-3.0945,-6.27382,-4.30377
-28.6428,0.997574,0.139662,4,19,0,29.4286,-0.836672,-0.751163,-0.0488335,0.241194,2.1782,-0.299496,3.90847,0.915658,0.519675,-5.1536,9.22866,-4.09275
-27.8008,0.999882,0.139662,4,23,0,29.2174,-0.952085,-0.741757,-0.236858,0.195732,-0.507915,-0.244844,-9.99191,-0.685706,-0.187903,-3.80291,1.04764,-3.22517
-29.9127,0.842108,0.139662,4,23,0,32.1805,-1.67985,-0.611466,-0.432112,0.00234038,-2.84579,2.02318,-5.59475,1.17458,-4.14928,1.8793,-4.90533,1.96251
-28.6402,0.988488,0.139662,4,31,0,30.9129,-1.31524,0.0258061,-0.265563,-0.50215,-3.5872,-1.59443,-7.11767,0.329151,-3.03418,4.0085,-2.31775,2.80021
-31.7346,0.838052,0.139662,3,7,0,32.1646,-1.34432,0.575534,-0.369692,-0.875565,-0.547703,-0.632048,2.88139,0.971399,-3.53874,14.1977,-9.61752,11.2599
-30.9442,1,0.139662,5,31,0,34.8894,-1.19823,-0.560793,-0.0167731,-0.219342,-5.66656,0.532537,7.18454,-1.67903,0.543567,-12.5527,11.1832,-12.1192
-27.9692,0.996798,0.139662,4,31,0,31.4097,-0.887812,-0.974104,-0.194524,0.56374,-2.02934,-1.23886,9.76598,-2.62992,-0.725205,0.822154,2.328,2.12404
-28.4558,0.967593,0.139662,4,31,0,33.2291,-0.810146,0.307825,-0.133099,-0.661298,0.591033,2.77148,2.08621,-3.65488,-0.121934,5.21101,0.581554,3.45982
-28.3157,0.971956,0.139662,4,23,0,30.1726,-0.956956,-0.662527,-0.409663,0.0802349,0.730405,2.58192,4.03932,-0.765551,0.220833,-2.40793,-5.90744,-2.49062
-28.8868,0.995495,0.139662,4,31,0,31.3608,-1.33554,-0.741544,-0.114029,0.161576,1.74691,0.339483,-13.1077,0.139171,-2.52221,-3.07476,6.24893,-2.21864
-30.799,0.962699,0.139662,5,31,0,33.0742,-0.741439,-2.17167,-0.31086,1.69128,3.17018,1.0061,-8.92476,0.994468,0.660966,-4.07293,1.21498,-0.207575
-28.5936,0.999401,0.139662,5,31,0,32.0595,-0.730546,-0.0186151,-0.344264,-0.522594,2.23851,-2.60269,-6.51129,2.13586,1.87229,-1.22177,-6.18806,-2.85678
-28.4882,0.964502,0.139662,5,31,0,29.7986,-0.582288,0.190274,-0.105216,-0.546843,-1.18857,0.4967,7.62666,1.33288,1.80776,3.17094,2.16632,1.73576
-30.3181,0.823358,0.139662,5,31,0,31.5758,-0.966283,0.148544,-0.0147024,-0.838662,-3.6549,0.594492,2.63642,0.238126,1.17579,-10.343,9.94756,-11.4311
-32.053,0.999871,0.139662,4,15,0,34.2377,0.0327448,-0.559685,-0.0922488,-0.0133005,1.37626,2.09694,9.09825,-0.0565635,7.24607,-10.5842,7.62817,-10.2728
-28.2004,0.998074,0.139662,4,17,0,33.2483,-1.23719,-0.321682,-0.241509,-0.121603,7.04319,-1.39885,5.91161,-0.859811,-2.92981,3.68164,-0.875927,3.34253
-28.0769,0.998361,0.139662,5,31,0,28.7031,-0.640326,-0.231379,-0.133694,-0.0876514,1.33265,0.912299,0.732523,-1.14207,0.994804,4.84158,1.94442,4.44007
-28.1364,0.973423,0.139662,5,31,0,28.6954,-1.13765,-0.417242,-0.247748,0.0286388,1.03182,-1.3942,0.703499,0.406319,-2.60474,5.19752,-1.55388,5.04062
-28.3665,0.973463,0.139662,3,15,0,29.4756,-1.09523,-0.513736,-0.305395,-0.15696,1.04026,-0.266101,-7.91981,-0.953903,-0.110446,-6.18329,-0.817882,-6.27561
-27.9031,0.999085,0.139662,4,23,0,28.7259,-0.614404,-0.540143,-0.252097,0.173484,1.78816,0.580463,3.04009,1.28907,1.4933,3.23842,-2.65348,3.16674
-29.4058,0.802585,0.139662,4,23,0,30.849,-1.21177,-0.668696,-0.456646,-0.0936976,2.16331,1.60287,-0.343099,1.48843,-0.150501,-6.59714,-4.83461,-6.61672
-29.7086,0.991399,0.139662,4,15,0,30.896,-0.99241,-0.33659,-0.541193,-0.266266,2.11846,-0.609334,-0.470619,-1.81841,0.614034,0.250281,-11.5232,-1.00723
