# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=133243476
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_interaction_soccr_study1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3
-27.9898,0.969389,0.13016,4,23,0,30.0675,-0.717611,-0.429321,-0.219889,0.115363,-1.85285,2.00818,-7.46126,0.534533,0.344397,6.14223,-1.8055,5.95393
-30.4742,0.995828,0.13016,4,15,0,31.3068,-0.0953402,0.200044,-0.100748,-0.553351,0.161921,0.0912692,2.70007,-1.85425,6.27033,1.89311,1.73292,0.269401
-30.0651,0.931765,0.13016,5,31,0,31.3965,-1.49316,-1.28637,-0.385505,0.512895,3.95913,0.305285,0.0876738,0.294805,-1.87557,-7.05846,-1.24059,-5.4431
-29.2463,0.909917,0.13016,3,11,0,32.3398,-1.2567,-1.19823,-0.383038,0.486547,-3.73593,-2.5913,-0.2624,-1.59068,-1.01399,-6.83646,-1.80796,-5.45135
-29.1196,0.999489,0.13016,4,15,0,29.7418,-1.45705,-1.04794,-0.359355,0.466517,0.0952355,0.554683,-2.27316,1.51275,-3.31743,-0.506029,-2.32979,0.658018
-28.4575,0.983981,0.13016,3,15,0,30.4535,-1.20921,-0.856913,-0.360302,0.397893,4.44714,0.53997,0.691109,-1.19269,-2.53613,2.8231,-4.22546,3.45764
-28.1021,0.999494,0.13016,4,31,0,29.1078,-1.06611,-0.276212,-0.117055,-0.254935,2.37559,1.35765,2.42235,-0.529132,-1.03347,-2.75184,5.06946,-2.96923
-29.4691,0.991008,0.13016,4,15,0,30.4289,-1.18958,0.218893,0.012735,-0.655554,1.71926,-0.15255,-5.65494,-0.988953,-2.71463,2.12401,9.10418,1.08877
-30.6793,0.923443,0.13016,5,31,0,33.5467,-1.67176,-0.17396,-0.46406,-0.332275,3.71806,-0.0129621,-8.52841,1.65901,-4.51761,6.75565,-7.66676,5.69954
-30.8703,0.84999,0.13016,3,15,0,34.2528,-1.64281,-0.407773,-0.337325,0.0542192,-1.02529,-1.46249,-5.52963,-3.373,-6.03587,10.4607,-3.51445,10.2472
-29.4192,0.805328,0.13016,2,3,0,33.6804,-1.53365,-0.439313,-0.332195,-0.0205736,2.84847,-2.82402,1.22323,-3.01614,-4.6451,5.72578,-3.21727,5.55936
-29.6832,0.98645,0.13016,4,15,0,30.4975,-1.677,-0.705861,-0.262083,0.149025,-0.119323,-0.627912,-2.47881,-1.74641,-4.97607,2.28823,0.574791,2.89399
-29.2679,0.999205,0.13016,5,31,0,32.9919,-0.697157,-0.0793274,0.05465,-0.278749,6.0039,0.733738,3.28916,-1.49573,0.700269,1.39753,11.7962,1.26489
-28.7135,0.98159,0.13016,5,31,0,29.6989,-0.997628,-0.735207,-0.442732,0.0892995,-0.560409,-0.738082,-7.13289,0.417297,0.34914,-4.23398,-6.01868,-4.19229
-28.9737,0.996216,0.13016,5,31,0,30.5952,-1.43777,0.0828845,-0.19854,-0.673917,-1.69618,-1.15061,-7.8444,-0.782551,-2.97903,-0.169916,1.56029,-1.31239
-28.1252,0.998036,0.13016,4,31,0,30.4812,-0.951968,-0.18955,-0.343019,-0.345793,4.25281,-1.16455,-4.45992,1.12274,0.100656,-0.342387,-5.22953,-1.41408
-29.5085,0.941,0.13016,4,31,0,30.9849,-0.919368,0.458006,-0.279232,-1.10656,0.182866,-2.33693,-4.29546,0.37204,1.35897,-4.46178,-2.70123,-6.91824
-30.3533,0.935932,0.13016,5,31,0,31.7545,-0.800266,0.667815,0.02268,-0.903947,0.20639,0.648523,5.56589,1.98469,-0.808927,10.0181,6.55953,7.93424
-28.7661,0.978105,0.13016,5,31,0,31.7252,-0.693315,-0.484587,-0.300053,-0.175953,-3.00879,-2.55169,-6.46695,0.917028,2.49211,-8.42632,-0.841578,-8.74607
-29.6716,0.956532,0.13016,4,23,0,30.8822,-0.94543,0.0959328,-0.250788,-0.307757,2.34809,-0.840643,-3.55469,1.39883,-1.72445,13.9306,-5.57966,12.3475
-28.6215,1,0.13016,3,11,0,29.9334,-0.918247,-0.228317,-0.15664,-0.02454,-0.0715247,-0.577451,-2.18224,-2.3709,-1.7679,9.86091,0.606683,9.47304
-32.0258,0.986103,0.13016,4,31,0,33.5118,-0.189515,0.707313,-0.0962236,-0.882497,-2.1777,-1.16894,-1.04099,1.9511,5.20096,13.4535,-2.19229,10.5563
-30.7774,1,0.13016,5,31,0,32.8886,-0.220358,0.151314,-0.144341,-0.73813,1.88276,1.19034,3.44248,-2.5343,5.73271,-8.5388,2.85168,-10.197
-28.9363,0.99819,0.13016,5,31,0,32.8526,-1.07712,-0.953731,-0.202526,0.661208,-4.5304,-1.65686,-2.9512,2.69447,-2.96978,7.65227,1.37054,8.98484
-28.125,0.949603,0.13016,5,31,0,31.1162,-1.25167,-0.630627,-0.288712,0.0979148,-1.38034,3.42422,-4.75291,-0.103675,-2.34388,-0.0862196,-1.27802,0.19689
-29.5204,0.895054,0.13016,2,7,0,29.7514,-1.25886,-0.848384,-0.287338,0.0511658,0.105309,0.84161,0.0112975,-0.624199,-0.11765,-10.2893,1.90132,-9.55901
-29.4055,0.992491,0.13016,3,15,0,32.3129,-1.48575,-0.823637,-0.281759,0.0683516,-5.14376,1.39266,0.423476,1.22686,-1.85048,-6.746,1.35723,-6.00928
-29.9144,0.947386,0.13016,3,7,0,30.5589,-1.30405,-0.684929,-0.289527,-0.160095,2.50431,0.607936,-0.107842,-0.485086,0.0833561,-11.1373,2.08115,-10.7805
-28.8391,1,0.13016,2,3,0,30.0017,-1.32907,-0.605475,-0.287337,-0.114685,-1.08679,1.87009,0.490974,1.24978,-1.19415,-6.49619,0.5913,-6.27541
-31.3419,0.9749,0.13016,5,31,0,35.6397,-1.60275,0.505921,0.0163792,-1.06202,-0.376747,-0.999381,-7.82496,3.86836,-4.42147,1.70281,9.40121,-0.00679227
-30.3585,0.976194,0.13016,5,31,0,33.3971,-1.67098,-0.341051,-0.0589307,-0.31636,2.5747,-2.51072,-7.61431,1.07764,-3.83567,-2.21809,8.02441,-2.22095
-32.3102,0.852481,0.13016,4,31,0,34.1626,-1.79473,-0.572769,-0.0269993,0.177995,-0.0025185,-0.436288,1.63551,-2.92172,-7.27846,8.32769,8.12819,9.06932
-29.3074,1,0.13016,4,15,0,32.8948,-1.32907,-0.877565,-0.418692,0.127624,-4.9848,0.925862,8.35672,1.08976,-1.03403,-6.40529,-3.18847,-5.80667
-28.3559,0.997635,0.13016,4,31,0,29.7249,-0.840833,-0.649375,-0.326007,0.00729067,-3.17267,-0.498464,-5.42642,0.294554,1.31439,-6.82678,-1.75747,-6.75074
-30.4162,0.99664,0.13016,5,31,0,31.478,-0.713529,-1.90161,-0.402337,1.27399,-1.37735,-0.678463,6.86005,0.539114,1.58468,-8.60277,-1.66809,-5.74398
-28.9269,0.96249,0.13016,5,31,0,32.7778,-1.24618,-0.292045,-0.050698,-0.275283,-0.299307,-4.1369,2.03573,0.901875,-1.95386,-3.25712,8.15037,-3.31043
-28.6465,0.97773,0.13016,4,31,0,30.3436,-1.16507,-0.0164361,-0.243671,-0.650229,1.52421,0.380513,-8.4725,-1.26942,-0.434966,-5.22023,0.533844,-6.3186
-28.9799,0.973012,0.13016,5,63,0,30.2117,-0.828712,-0.99211,-0.196674,0.751358,2.04447,-1.76288,-0.758624,1.03573,-1.13872,8.94631,1.25212,10.4045
-29.4436,0.99711,0.13016,5,31,0,31.0468,-1.11656,-0.307436,-0.489399,-0.389293,-0.889247,0.00372242,-1.12222,-2.70587,0.22795,-3.38126,-8.02716,-4.42893
-28.1073,0.997724,0.13016,4,23,0,30.316,-0.778773,-0.152279,-0.318672,-0.284255,2.46279,-0.640154,10.0564,-0.265751,0.810479,2.75577,-6.04739,1.53254
-28.1582,0.983588,0.13016,5,31,0,28.4676,-0.853972,-0.187986,-0.337493,-0.354349,1.20128,-0.615737,-0.00769511,-0.729624,0.849778,-1.27436,-5.08942,-2.38663
-29.0923,0.919498,0.13016,5,31,0,29.5473,-0.845779,-0.850125,-0.0958822,0.222779,1.41217,-0.287255,2.47146,-0.921062,1.29905,-9.80824,8.14351,-8.72205
-29.7622,0.999862,0.13016,4,23,0,32.0672,-0.863754,-1.61794,-0.345622,0.942013,0.0311584,-1.87343,-8.95957,1.18074,1.05304,-9.80439,0.254182,-7.4653
-29.756,0.992216,0.13016,5,31,0,31.0443,-0.965023,-1.46208,-0.508124,0.810251,-0.521026,-0.669706,-3.57487,-2.16103,0.29586,-5.45497,-6.37218,-3.83969
-28.8226,0.999612,0.13016,5,31,0,30.1637,-0.642662,0.397072,-0.0656282,-0.774637,-1.17371,-1.91327,5.11747,0.434913,1.4058,2.29951,3.8577,0.491366
-29.3502,0.998402,0.13016,4,15,0,29.8145,-0.648833,0.272304,0.0357813,-0.677475,0.444398,0.620837,-3.97176,-0.748046,1.39718,-0.560531,9.89866,-1.70353
-29.5024,0.972023,0.13016,3,7,0,29.6398,-0.634233,0.212516,0.0290728,-0.691571,0.0890144,-0.00312091,-2.15443,0.550952,1.95897,-4.26204,10.211,-5.33034
-28.8833,0.972252,0.13016,5,31,0,31.1551,-1.31672,-0.144313,-0.148469,-0.513177,0.559227,1.5784,10.3891,0.160271,-1.56468,-4.96155,4.5679,-5.53957
-29.9151,0.998721,0.13016,4,31,0,31.6682,-1.22125,-0.0733121,-0.503455,-0.634664,1.44299,-0.837714,-9.1878,-0.665275,-0.180086,-2.26782,-8.8185,-3.85782
-30.0879,0.999934,0.13016,5,31,0,31.3582,-1.55851,0.373414,-0.115535,-0.887994,1.50316,-0.153909,8.14729,0.339776,-4.55989,3.80874,3.92574,2.19826
-28.4136,0.975114,0.13016,4,15,0,31.0023,-1.11773,-0.0459373,-0.106058,-0.511455,-4.30058,1.81974,4.71236,-0.232599,-1.12671,-3.07961,5.29557,-3.81275
-28.3193,0.969695,0.13016,5,31,0,29.3689,-1.30527,-0.270176,-0.257369,-0.325453,0.867566,0.527855,-4.89649,1.62541,-2.08957,-1.67212,-0.178181,-2.15508
-27.8994,0.999962,0.13016,5,31,0,28.4114,-0.719587,-0.74666,-0.145084,0.292928,-2.18361,-0.330695,-2.18808,0.30612,0.954272,-2.42398,4.39531,-1.5938
-29.1712,0.887801,0.13016,4,15,0,31.3791,-1.05188,-0.40195,-0.0350753,-0.219698,-0.530973,1.92194,-9.40069,0.077251,-0.0644427,-7.66243,9.52916,-7.48504
-27.822,0.920891,0.13016,4,31,0,31.0923,-0.671156,-0.711365,-0.1735,0.259594,1.80538,1.36955,-7.51722,2.87005,1.33391,-2.1933,2.88701,-1.54916
-29.3664,0.986094,0.13016,4,15,0,30.5651,-0.254857,-0.277385,-0.088008,-0.16608,2.90395,-0.846515,4.2289,0.570397,4.87134,-3.79164,5.60922,-4.05595
-30.1834,0.874862,0.13016,4,15,0,31.5837,-0.465049,-0.667189,-0.0460058,0.057366,-3.32232,-1.24555,-3.17278,-0.105047,3.84209,-11.6674,10.1162,-10.8994
-28.8079,0.925665,0.13016,2,3,0,31.3079,-0.473043,-0.583136,-0.045533,0.230484,0.54199,-1.48808,0.43485,-3.11039,2.60969,0.660943,8.43781,1.49385
-30.7693,0.955728,0.13016,5,31,0,32.1966,-1.61073,0.502339,-0.395261,-1.17043,1.26931,0.985866,-8.07253,0.509388,-2.84861,1.75847,-5.92321,-0.729715
-31.6595,0.982849,0.13016,2,7,0,32.2782,-1.68304,0.642587,-0.430771,-1.25674,-1.23503,0.677572,-3.31712,-1.03262,-3.51746,5.00487,-7.8116,2.10704
-31.2723,0.998268,0.13016,4,15,0,32.3025,-1.71869,0.596407,-0.378452,-1.23872,0.33452,1.00337,-7.12978,0.0617024,-3.74042,3.5628,-5.43749,0.938871
-33.4002,0.996159,0.13016,4,15,0,33.64,-2.03455,0.534959,-0.497575,-1.459,-1.17087,-0.168753,-2.4122,0.368846,-2.90843,-2.01214,-6.0154,-4.56491
-34.2363,0.968826,0.13016,4,15,0,36.1279,-2.00438,0.544303,-0.53294,-1.57715,-1.52131,-0.49784,8.15551,1.68889,-1.79282,-5.03417,-6.03462,-7.68735
-37.7412,0.999257,0.13016,4,15,0,39.6209,-2.48929,1.41681,-0.256752,-2.16045,-3.0933,0.765291,-7.08848,-0.900335,-7.37998,7.97085,0.101201,3.98973
-34.4846,0.978156,0.13016,3,7,0,38.2085,-2.16785,1.10072,-0.269295,-1.84775,-3.88732,-0.17655,1.06037,-3.4393,-5.59189,4.17691,-0.607613,0.796325
-31.7995,0.995045,0.13016,5,31,0,36.0855,-1.54648,0.505525,-0.530832,-1.13567,-4.78925,1.52757,2.8842,-2.92092,-2.23228,4.41618,-11.3028,1.50408
-30.0655,0.99586,0.13016,4,15,0,32.1587,-1.61296,0.314006,-0.32664,-0.901573,1.40608,-1.5534,9.1565,0.654396,-3.83029,3.41373,-3.63438,1.52165
-29.6126,0.988104,0.13016,3,11,0,30.308,-1.51351,0.268914,-0.322733,-0.866537,2.26477,-1.07482,1.09984,-0.211826,-3.12896,2.08227,-3.57224,0.26275
-29.7297,0.990321,0.13016,5,31,0,31.2208,-0.342463,-1.34881,-0.216251,1.05412,-1.81324,1.53483,-3.71401,-1.55877,3.50444,4.09482,1.8977,6.33831
-31.4714,0.79904,0.13016,5,31,0,34.7601,-1.53606,-1.9608,-0.268169,1.37307,-3.24822,-1.84213,-3.7432,-2.6716,-3.88511,-2.18495,2.08541,1.16398
-30.8152,0.991252,0.13016,5,31,0,33.4461,-0.173313,-1.5366,-0.414866,1.06402,-1.34922,-2.89544,-2.12453,1.75831,5.16581,-2.48609,-5.59974,-0.780471
-29.5291,0.932601,0.13016,4,15,0,32.7251,-0.566208,-1.23617,-0.0892508,0.937427,4.75932,-2.32139,-3.38955,0.193418,1.54527,3.54619,8.32034,6.0208
-31.0022,0.987077,0.13016,4,15,0,31.6357,-0.312554,-1.22753,-0.0151551,0.7507,-2.00118,-0.586899,-1.35955,0.984622,4.57094,-7.21979,13.0367,-4.73883
-34.4594,0.977985,0.13016,5,31,0,38.6335,-1.47565,-1.15719,-0.886508,0.262485,2.45891,3.56755,-2.6728,-2.05748,-0.325674,-3.6552,-14.2172,-3.41511
-32.5104,0.980722,0.13016,3,15,0,36.1123,-1.49938,-1.03376,-0.748581,0.183615,-0.275324,1.82129,13.3712,0.514149,-0.924738,-4.07312,-11.3942,-3.77321
-31.1584,0.967871,0.13016,4,15,0,33.8596,-1.61967,-0.85161,-0.63302,0.137564,1.0563,-2.18501,-9.30898,-1.04214,-2.56556,-0.475484,-9.77938,-0.294935
-29.9614,0.999663,0.13016,5,31,0,31.7113,-0.503853,-0.0252167,0.0853267,-0.333494,4.33193,0.828379,1.54477,-0.300037,2.414,0.24859,13.3319,0.0992122
-28.785,0.955727,0.13016,4,31,0,34.6964,-1.16665,-0.0411906,-0.398849,-0.50079,4.18834,1.14379,15.8381,0.98555,-1.14896,1.974,-7.3338,0.495777
-28.9401,0.977893,0.13016,2,7,0,29.1189,-1.15999,-0.0151118,-0.394261,-0.447611,0.414121,0.140792,1.64143,0.75329,-1.59656,5.13605,-8.17948,3.56564
-29.005,0.964063,0.13016,4,31,0,31.4716,-1.00311,-0.32157,-0.396349,-0.390722,3.60923,-2.29981,0.442783,1.1478,0.912536,-6.32493,-4.34496,-7.13902
-29.6344,0.999002,0.13016,5,31,0,31.3188,-1.56211,-1.03683,-0.306783,0.306022,-2.79353,-0.628837,-5.8494,-1.41184,-2.59832,-5.28848,0.529816,-4.09394
-29.3069,0.996649,0.13016,2,3,0,29.7345,-1.54579,-0.992152,-0.310104,0.346429,-0.976142,-0.966435,0.786203,-0.828313,-3.32284,-2.34472,-0.255067,-1.22362
-28.174,0.999456,0.13016,4,31,0,30.1947,-0.892775,-0.408654,-0.0637332,0.0265221,-4.43909,-0.904415,-0.55036,1.02349,-0.882199,1.93447,6.80632,2.23683
-27.8754,0.96906,0.13016,2,7,0,28.6016,-0.910222,-0.384435,-0.109502,-0.0236903,0.0279053,0.686406,4.6493,1.16889,-0.84059,1.29946,4.66182,1.39201
-28.2487,0.999529,0.13016,4,15,0,28.5045,-1.02189,-0.287183,-0.0649728,-0.190249,-1.0053,0.536438,1.00833,-0.678901,-1.15708,-1.32181,7.02913,-1.3749
-30.2313,0.901756,0.13016,4,31,0,30.8982,-1.08978,0.0823443,-0.44255,-0.425218,-0.158293,0.036938,6.34289,0.347824,-1.40085,10.786,-11.9872,8.70541
-33.5821,0.997738,0.13016,4,31,0,36.0803,-1.23514,-2.48049,-0.200698,1.74457,-1.48982,1.57473,-3.3891,-2.78634,-0.367095,-11.6622,6.36297,-7.20966
-34.2583,0.997266,0.13016,5,31,0,37.3907,0.100605,-1.74403,-0.364663,1.53723,-2.4039,-1.47212,5.23832,2.91559,7.75447,10.6065,-5.08516,13.2565
