# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1831671311
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_interaction_soccr_study2_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3
-45.5089,0.996293,0.112932,5,31,0,46.3411,0.0579461,-0.650119,-0.301786,0.374622,-2.38904,-1.27011,4.38485,0.919052,-3.51257,2.62345,-13.9133,2.5828
-45.4271,0.808185,0.112932,5,31,0,48.9214,0.0818975,-1.09247,-0.0905243,0.765701,-3.90689,2.21317,-6.21297,3.12253,-2.90747,-2.98224,6.94219,0.727242
-45.3807,0.990207,0.112932,5,47,0,46.2619,0.682252,0.148663,-0.162217,-0.434172,-0.694427,1.60542,2.83495,-1.43913,5.23457,5.44648,-9.34963,3.14408
-46.4917,0.995318,0.112932,5,31,0,49.6658,-0.240313,0.0322227,-0.213829,-0.376838,4.61517,0.755721,-12.7132,-1.96294,-6.75322,-0.435057,-12.8066,-2.20276
-47.3514,0.997531,0.112932,4,15,0,48.1927,-0.255357,0.109629,-0.25613,-0.439288,0.0327755,-0.926916,8.12122,0.654845,-6.8239,1.53221,-16.4847,-0.848846
-46.1573,0.963638,0.112932,5,63,0,48.536,-0.0833403,-0.147379,-0.26867,-0.0993271,4.93895,-2.4224,5.91408,0.603004,-5.05066,6.4518,-15.815,4.77403
-46.8244,0.870567,0.112932,5,31,0,48.5728,0.702652,-0.752158,-0.0687017,0.173471,-1.04626,-1.06467,7.27293,2.42337,3.01413,-16.6416,3.33082,-14.747
-46.0298,0.996711,0.112932,5,31,0,48.0193,0.523808,0.0570398,-0.156341,-0.588227,5.65406,-1.81063,-3.16544,-0.381869,1.99879,-12.4518,-9.23875,-14.5186
-46.0901,0.995086,0.112932,4,31,0,46.9301,0.281271,0.167243,-0.163882,-0.694357,-3.73661,-0.15948,4.94295,0.383036,-0.391273,-12.8239,-10.388,-15.1472
-45.4908,0.995397,0.112932,5,39,0,46.8998,0.190645,-0.774016,-0.0620844,0.601129,-1.18747,-0.0477461,-4.73761,-2.56675,-1.09236,11.2509,9.13863,14.3141
-45.633,0.997687,0.112932,5,31,0,46.713,0.0700362,-0.581522,-0.237106,0.110773,-3.79255,-1.48566,-0.0215371,0.825095,-3.30882,-11.8657,-9.3558,-11.6867
-45.366,0.939093,0.112932,3,7,0,47.1066,-0.0420176,-0.429191,-0.230145,0.0268948,1.18869,1.50081,-3.75986,2.60827,-4.53342,-6.7231,-10.3947,-6.99034
-46.1821,0.872111,0.112932,2,7,0,47.6387,-0.0549102,-0.228976,-0.191267,0.102799,-0.362672,1.03289,-7.55126,2.06206,-4.85501,16.0517,-7.9645,15.4876
-43.8282,0.996251,0.112932,4,31,0,47.4424,0.464108,-0.0749903,-0.0975934,-0.296785,6.11913,-1.42415,7.60732,-2.61088,2.08719,-2.89579,-3.52389,-3.71827
-47.4659,0.999094,0.112932,5,63,0,48.0685,0.182039,1.16592,0.252268,-1.57462,1.50938,-1.49156,-1.88575,0.781943,-2.05366,-1.0334,12.0488,-3.69315
-47.7127,0.981326,0.112932,2,3,0,47.7719,0.175274,1.15674,0.25364,-1.61001,0.595171,-0.00461738,-0.00422665,0.507656,-2.2523,-4.41854,11.2826,-7.082
-46.2782,0.997786,0.112932,4,31,0,48.2452,0.277144,1.06452,0.077179,-1.49884,1.67053,-1.12446,-12.1312,1.19754,-0.0958164,-4.42533,-1.36097,-8.31684
-48.8494,0.960462,0.112932,5,31,0,49.6275,-0.277224,0.927507,0.175561,-1.14608,-0.772792,-1.1333,-2.18984,1.69303,-8.24281,13.1297,13.3672,11.1518
-46.2614,0.999994,0.112932,6,63,0,51.9556,0.692523,0.741219,0.0431832,-1.18778,6.64415,0.116831,-17.693,2.27829,4.64846,-4.16978,-2.2213,-7.29698
-44.6027,0.898133,0.112932,5,31,0,49.0321,0.150947,0.64946,0.0390999,-0.972363,7.51565,-1.11343,0.117712,-3.30094,-1.69499,2.24278,1.19699,-0.132542
-44.066,0.990221,0.112932,5,31,0,45.4739,0.0819983,-0.0959075,0.0149856,-0.191598,1.4503,-1.39337,-4.90823,2.11252,-2.8217,2.89597,7.01128,3.52947
-44.468,0.984045,0.112932,4,15,0,44.8358,0.0466481,-0.0642919,0.0416577,-0.336299,1.6949,0.77524,-3.91877,-0.143608,-3.40399,-6.07389,7.07277,-5.52635
-44.5404,0.891306,0.112932,4,31,0,47.5293,0.0711714,-0.58157,-0.0126741,0.223458,-1.67611,3.71189,7.65636,0.431799,-3.0419,-4.17638,8.06805,-1.92478
-45.1652,0.993203,0.112932,5,31,0,47.4945,0.183758,0.709574,-0.0742319,-0.99888,2.38858,2.9105,-0.636242,-1.99058,-0.981202,5.06961,-8.27723,1.43317
-47.4456,0.94841,0.112932,5,31,0,48.2982,0.390143,0.901849,0.25895,-1.15918,-0.814997,1.77228,0.715492,-1.31672,1.27245,11.6626,18.35,10.4839
-44.574,0.99968,0.112932,5,31,0,48.6119,0.44223,0.122504,-0.157371,-0.361456,3.08728,0.472923,16.0736,-2.59017,2.31727,7.96993,-9.01817,5.94463
-43.7612,0.869009,0.112932,3,11,0,46.8139,0.325613,-0.0355027,-0.08531,-0.358001,-3.18837,1.51265,9.57747,2.8301,0.279164,-5.077,-3.1929,-5.90984
-45.0132,0.983791,0.112932,5,31,0,45.5947,0.234862,-0.210751,-0.257575,-0.0243245,-0.587447,-1.78917,0.580052,0.43811,-0.803963,7.21982,-14.2101,5.71115
-47.304,0.989593,0.112932,5,39,0,49.0609,0.0985296,0.901766,0.23491,-1.37589,2.56803,-0.256103,12.1669,-0.638521,-3.22757,-7.06091,12.0497,-8.85019
-44.8479,0.999987,0.112932,5,31,0,48.5948,0.598943,0.190747,-0.12804,-0.460087,-3.3669,-1.8674,-8.84953,3.36651,4.36082,6.3378,-7.28694,4.22495
-43.7803,0.994453,0.112932,4,15,0,45.5787,0.336781,-0.119072,-0.0833927,-0.117798,4.73695,1.67998,-4.42592,-1.11413,0.923681,7.26113,-0.584584,7.04071
-44.4902,0.906476,0.112932,3,15,0,46.3234,0.312723,-0.00447092,-0.126872,-0.173885,-1.37762,-0.0665776,-9.76614,-2.21923,0.681647,12.4444,-4.84682,11.3913
-44.4968,0.997909,0.112932,4,23,0,45.4924,0.552863,-0.0377686,-0.0336118,-0.187661,2.74841,0.79195,6.49383,1.01799,4.10467,9.52962,3.27313,9.47724
-44.715,0.990186,0.112932,5,31,0,45.2314,0.395448,0.00317067,0.0538436,-0.483796,3.01279,-0.851546,1.38283,0.0977209,0.636484,-10.5705,5.61793,-10.4009
-44.9636,0.980984,0.112932,4,31,0,45.3834,0.277481,0.0532299,0.0562175,-0.553898,2.22884,0.327199,2.57084,0.879276,-0.807854,-12.3879,5.20729,-12.4016
-44.0328,1,0.112932,2,3,0,45.0102,0.291987,0.109854,0.0546086,-0.392967,0.787613,0.871582,-1.20429,2.16857,0.179687,4.53183,8.3264,4.66125
-44.4128,0.886555,0.112932,3,11,0,45.6368,0.311944,0.0158201,0.0605449,-0.461943,2.14195,-2.03233,2.39757,-1.30547,-0.197198,-8.46758,6.68009,-8.20505
-44.7744,0.997432,0.112932,5,31,0,45.5066,0.293851,0.618994,0.0524369,-1.03642,-0.149316,1.31675,-6.58136,0.440175,-0.0515654,-4.77897,0.899008,-7.06657
-45.0564,0.971702,0.112932,5,31,0,45.5913,0.452658,0.384712,0.0841556,-0.607197,-0.337138,0.948896,2.85474,-1.32628,2.70481,11.2803,9.11906,10.6196
-44.5949,0.978832,0.112932,5,31,0,46.7423,-0.011784,-0.0530299,0.046008,-0.32043,3.64054,2.41633,7.51328,0.741021,-4.16846,-3.90828,7.84837,-3.3134
-45.4508,0.988429,0.112932,5,31,0,46.1244,0.639901,-1.06457,-0.204931,0.65427,2.17665,0.753911,-6.34017,-0.111061,3.41686,-6.71265,-1.30804,-4.46983
-45.554,0.989095,0.112932,5,31,0,45.8637,0.605727,-0.968444,-0.231104,0.737096,1.92259,-0.0847353,3.65181,0.409089,4.17688,7.0513,-3.13659,8.99753
-49.3551,0.956073,0.112932,3,15,0,51.8134,1.09166,-0.830848,-0.349411,0.569065,-6.41676,-1.51755,6.24079,0.00947557,9.34928,8.9039,-10.7906,8.97225
-49.7607,0.985023,0.112932,5,31,0,51.421,1.23379,-0.921975,-0.229426,0.374343,0.371262,-1.40943,-11.3344,-0.79211,8.36099,-8.54703,-3.41338,-7.65686
-48.8691,1,0.112932,2,3,0,49.7839,1.19523,-0.810973,-0.213722,0.445862,-2.97474,1.42277,2.87934,0.879624,10.3403,2.67798,-1.97457,3.7293
-49.0522,0.90869,0.112932,5,31,0,52.911,-0.403936,-0.528547,-0.241387,0.00931833,-6.7608,2.95362,-2.40335,-1.63556,-8.29148,-13.6714,-9.62045,-13.3021
-46.6441,0.999798,0.112932,4,15,0,50.7814,0.0365857,-0.834559,-0.293159,0.692389,8.57815,-1.90244,7.14743,-0.0999614,-3.74797,12.9232,-10.8169,13.8979
-47.3534,0.918429,0.112932,5,63,0,48.7329,0.605137,0.184052,0.119371,-0.805008,-3.55204,0.692647,2.76984,-2.01942,1.87324,-17.1477,5.67157,-17.4359
-45.4597,0.990082,0.112932,3,7,0,47.5907,0.549179,0.28369,0.106827,-0.517875,-2.50683,1.3287,-3.47624,2.91109,4.00008,10.7635,11.8221,10.7676
-46.0611,0.997952,0.112932,4,31,0,50.4194,0.70407,0.499756,-0.101079,-0.900658,2.09908,2.44369,-18.3382,-0.00658224,5.03386,-1.86241,-9.15714,-5.24704
-45.3292,0.98085,0.112932,5,31,0,49.0296,0.107132,0.366721,-0.144249,-0.787136,5.25682,2.24095,-11.5208,-1.64016,-2.07784,-5.62038,-10.8108,-8.43134
-45.9885,0.999097,0.112932,3,7,0,46.2504,0.111536,0.461104,-0.20428,-0.730554,-0.688089,1.11969,1.33015,0.319605,-2.02912,6.36349,-16.0604,2.68567
-47.5402,0.937463,0.112932,3,11,0,48.4434,0.110298,0.597721,-0.237983,-0.794613,-0.172804,-0.34766,5.76209,1.81287,-2.09498,12.6539,-19.4367,8.23044
-46.0963,0.999005,0.112932,4,31,0,48.5712,-0.0850738,0.27519,-0.206867,-0.542341,-2.22278,-0.499834,7.86509,3.0845,-4.77075,6.07766,-14.6049,3.24547
-46.156,0.999343,0.112932,5,31,0,47.8728,-0.190687,0.587369,-0.081834,-0.932185,1.79272,-0.433414,12.2715,-0.854299,-5.95057,0.763516,-7.19816,-2.16567
-47.7868,0.94845,0.112932,3,15,0,49.2262,-0.291698,0.67589,-0.119238,-0.900099,4.56738,-0.0691623,7.66512,0.313898,-7.66205,11.3124,-10.2184,7.7754
-47.9382,1,0.112932,4,15,0,49.4147,-0.312014,0.708879,-0.134149,-0.982509,1.73946,-0.448731,6.30735,2.33439,-7.60873,7.65042,-11.7336,3.91621
-45.2523,0.999688,0.112932,5,31,0,48.9608,0.185764,0.835118,0.11225,-1.15065,-7.20179,0.262718,-10.7317,-1.62403,-1.34158,3.93033,5.58135,1.45969
-44.7668,0.994785,0.112932,4,15,0,45.5632,0.270605,0.736999,0.0290556,-1.02749,-1.16404,1.08115,3.566,-1.57071,0.05893,5.32524,-0.291459,2.46913
-43.9788,0.999987,0.112932,5,31,0,45.2867,0.0868158,-0.157373,0.00328751,-0.197577,1.59175,-1.85863,-6.56218,1.13427,-2.81875,-2.92486,5.49726,-2.27105
-46.4353,0.77646,0.112932,3,15,0,49.054,0.231426,-0.0285171,-0.000868605,-0.047596,-7.82338,0.428783,1.92006,0.296572,-0.308456,22.4147,8.77098,23.0332
-43.695,0.989423,0.112932,2,7,0,47.2909,0.216165,-0.0915575,-0.0164543,-0.181437,-1.58042,-1.91844,-7.53362,-3.68491,-0.866302,4.16934,4.40075,4.47677
-46.012,0.787959,0.112932,3,15,0,46.8068,0.34809,-0.0110091,-0.119243,-0.0714459,2.28331,-0.468442,-7.49486,-0.242197,1.38478,21.1163,-2.65376,20.3798
-44.9071,0.931378,0.112932,4,23,0,48.1005,0.264799,0.419612,-0.0875246,-0.6078,-1.14023,-1.55621,4.34789,-3.84969,0.0822888,12.6644,-5.79323,10.1804
-44.6635,0.960272,0.112932,4,15,0,46.1558,0.319087,0.436532,-0.10066,-0.817773,1.84356,-1.11135,-0.754155,-2.57092,0.531204,-2.55486,-8.53174,-5.4551
-44.8804,0.999262,0.112932,4,15,0,46.0532,0.310034,0.452396,-0.124806,-0.822957,-0.992843,0.514903,-10.7014,0.136775,0.465906,-1.6179,-10.3588,-4.77645
-45.2732,0.9426,0.112932,4,15,0,45.8667,0.202486,0.404282,-0.0818038,-0.877829,-1.76767,-0.422792,6.30493,0.578466,-1.0694,-9.4827,-6.96462,-12.0135
-45.1704,0.995627,0.112932,5,31,0,45.8368,0.382208,0.0893444,0.100802,-0.58504,0.491183,-0.174556,-5.72275,1.40558,0.346815,-11.1079,7.93849,-10.8844
-44.2916,0.981027,0.112932,3,7,0,45.4748,0.322846,0.181917,0.0874848,-0.579241,-1.52211,-1.36935,-4.37204,-1.85657,0.137158,-4.14511,8.04639,-4.23425
-46.4859,0.974211,0.112932,4,15,0,47.3036,0.28789,0.350294,0.225959,-0.625297,0.689929,-0.484008,-8.22227,0.829046,-0.154568,8.0869,21.0907,8.96374
-47.0819,0.856185,0.112932,5,31,0,51.6177,-0.376985,0.262782,0.0460403,-0.544603,3.07048,2.40009,16.0821,2.06995,-9.37112,5.28516,7.16118,4.81196
-45.3939,0.912598,0.112932,5,31,0,48.5098,0.338842,0.559014,0.00223834,-0.720194,8.43423,0.282054,-3.62013,0.407259,1.25077,15.9717,1.20667,13.8228
-45.472,0.999436,0.112932,5,31,0,47.9385,0.734177,0.340386,-0.0156264,-0.607662,5.7536,0.408776,-0.891381,2.47604,6.35791,8.01514,0.264033,6.37765
-48.0524,0.998112,0.112932,5,31,0,48.892,-0.120051,1.14661,0.191136,-1.41116,1.72443,1.47673,3.3678,-1.19665,-5.85823,9.72415,11.4394,6.86504
-49.0469,0.991561,0.112932,5,31,0,49.7142,-0.0446005,1.50121,0.186444,-1.74609,-3.4107,-0.423265,4.00768,0.133689,-4.61274,12.4769,7.7585,8.07061
-45.2955,0.821449,0.112932,5,31,0,53.6591,0.242834,-0.252519,0.0725749,-0.245713,5.14709,-4.8758,-18.7106,0.193342,-1.26203,-12.8736,9.11577,-11.507
-45.2724,0.999734,0.112932,4,31,0,47.1724,0.138169,0.21167,0.091537,-0.40841,2.42722,-1.66421,0.551089,2.62916,-1.93419,12.4532,12.5908,12.7202
-46.2156,1,0.112932,3,7,0,46.4007,0.0920764,0.0381356,0.151781,-0.541917,0.589571,-0.076556,-4.13581,-0.211476,-3.14063,-12.1701,12.453,-11.3043
-44.6682,0.999069,0.112932,5,31,0,47.0918,0.455781,-0.126353,-0.135262,-0.0521029,2.84415,-2.49091,8.75278,1.38983,2.72378,12.528,-4.02933,11.9058
-46.3373,0.992476,0.112932,5,31,0,47.3404,-0.00754772,-0.921632,-0.155019,0.776779,1.91587,1.22028,-7.5285,-0.622973,-4.22259,12.7441,2.22157,15.5335
-50.6203,0.999922,0.112932,4,31,0,53.6226,1.15813,-0.910877,-0.37285,0.33164,8.11643,0.332293,-3.00251,-0.983147,6.77907,-10.4893,-12.2105,-11.0515
-47.4833,0.9988,0.112932,5,31,0,51.5097,-0.398627,-0.264768,-0.0394884,0.0575618,6.21566,-3.49624,3.28828,1.30657,-9.95602,9.9027,5.25383,10.9088
-50.0906,0.993099,0.112932,5,63,0,50.99,1.07156,1.03653,0.0144511,-1.34106,0.891499,-0.609618,-7.3586,-1.30022,10.0936,8.84897,-4.26301,4.55834
-46.8138,0.912815,0.112932,4,15,0,52.6819,0.609663,0.720584,0.202439,-0.992593,8.59472,-0.238951,-8.95976,-3.43311,4.45876,10.2079,14.2766,9.18549
-45.0506,0.997872,0.112932,5,31,0,47.1548,0.0819668,0.56585,-0.0556203,-0.788122,-3.56816,-2.12707,-9.08382,0.506564,-2.53711,10.1474,-4.75057,7.3652
-46.3526,0.883311,0.112932,2,3,0,46.8307,0.0443993,0.466786,-0.062334,-0.993778,-1.69269,-0.355743,-0.922096,-1.38304,-2.8405,-13.0101,-5.71449,-15.454
-45.148,0.973237,0.112932,5,63,0,47.8176,0.225877,-0.576845,0.0272732,0.112752,-3.53901,-0.440938,3.36746,-3.41247,-1.30689,-11.5084,9.32677,-9.15996
-44.3158,0.999748,0.112932,4,31,0,46.8977,0.576129,-0.502964,-0.0530923,0.118149,-5.36591,0.78011,8.99656,1.736,3.33755,-4.13089,4.2188,-2.69303
-44.3394,0.997168,0.112932,5,31,0,45.3399,0.45793,-0.810295,-0.130565,0.521571,3.39091,0.17908,6.93134,0.605237,2.20885,1.76859,2.327,3.98061
-44.3136,0.998408,0.112932,4,23,0,48.1288,0.500105,-0.738239,-0.103734,0.434023,4.34672,1.86957,12.334,-2.41993,2.76639,0.958438,3.67541,3.09777
-43.8697,0.996046,0.112932,5,31,0,44.6169,0.12451,-0.473587,-0.136874,0.133201,-1.9098,0.895756,-2.33976,-1.543,-2.40689,-2.79517,-2.7681,-2.12864
-43.6757,0.964328,0.112932,5,31,0,45.245,0.15918,0.0836365,-0.0583053,-0.408229,-3.56291,-1.38272,-8.1343,-0.757584,-1.68394,0.113602,-1.54521,-0.808768
-43.918,0.9961,0.112932,4,31,0,46.019,0.249689,-0.595706,-0.183259,0.297171,-1.73843,2.02837,5.38405,-2.42916,-0.752628,0.628012,-4.84989,1.37472
-46.5714,0.889096,0.112932,3,15,0,48.1804,0.0553658,-0.872487,-0.0388831,0.713566,2.59161,1.79812,-9.09862,-0.242052,-3.08828,12.4527,12.3856,16.2
-47.2933,0.947911,0.112932,4,15,0,49.3002,-0.0944506,-0.909136,0.0661494,0.514287,-1.1529,3.13058,3.52535,1.09961,-4.9589,-6.34146,16.1924,-2.30761
-47.0547,0.90043,0.112932,4,15,0,49.8952,-0.105985,-0.572438,0.121288,0.212437,2.00847,0.173904,-4.77931,-3.7684,-5.29446,-2.43032,18.8056,0.877938
-45.1489,0.884028,0.112932,4,31,0,48.9881,0.456605,-0.518663,-0.28424,0.2777,-5.00118,1.1775,13.4636,2.22539,1.96477,6.71315,-12.7403,6.15031
-45.1826,0.986342,0.112932,4,15,0,45.852,0.534091,-0.550191,-0.292359,0.198676,-2.33595,0.983605,-0.9644,1.25948,2.41321,-1.27444,-12.9522,-1.97203
-46.84,0.981279,0.112932,5,31,0,48.0933,0.309925,-0.736224,-0.405408,0.484526,-4.11333,-1.49086,-2.52316,0.843314,-0.487587,5.72212,-20.1571,4.97226
-45.8766,0.994791,0.112932,4,15,0,47.2595,0.324572,-0.946721,-0.360839,0.654095,-0.531006,-0.207727,-9.78991,-1.62571,-0.387738,1.58806,-14.9398,2.06354
-46.1107,0.991669,0.112932,4,15,0,46.5176,0.32923,-0.967861,-0.367838,0.710018,-0.510797,0.805378,2.41092,-1.16279,-0.238691,4.2678,-15.239,4.80418
-44.574,0.97033,0.112932,5,31,0,49.6482,0.252108,0.195971,-0.109909,-0.633627,6.77662,-3.21312,5.7005,2.5808,-0.567501,-7.56055,-7.20026,-9.54156
-44.4774,0.949604,0.112932,4,23,0,47.3499,0.304141,-0.304564,0.0566666,-0.110806,0.752938,-3.59013,8.66349,0.0559686,-0.182219,-6.90042,10.0094,-5.2661
