# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1238074989
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_age_nointeraction_soccr_study1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,p_gamma.1,p_z_beta.1,p_z_beta.2,g_gamma.1,g_z_beta.1,g_z_beta.2
-26.9236,0.890234,0.540994,2,3,0,27.6631,-0.890344,-0.361733,-0.241134,-1.04589,5.54508,-2.05918,-0.80649,5.04626,-2.26563
-27.8254,0.853198,0.540994,3,7,0,29.1643,-0.67746,-0.648147,-0.23023,2.13955,-0.213418,-7.52543,2.47624,-9.66624,2.44304
-26.7458,1,0.540994,2,3,0,27.8459,-0.889723,-0.489401,-0.175867,-1.58442,6.85261,-0.196009,-0.0890488,-2.04705,2.51633
-28.3289,0.894235,0.540994,2,3,0,28.469,-0.964896,-0.317562,0.0239108,-0.483459,-2.46401,-0.613968,-1.85619,5.05899,10.5325
-29.4947,0.973247,0.540994,3,7,0,29.5792,-0.99616,-0.230463,0.0651111,-0.377191,-1.76882,0.909598,-2.57705,9.47381,11.9857
-27.2569,1,0.540994,2,3,0,29.8319,-0.657776,-0.567748,-0.210712,-0.475858,3.08136,12.0694,2.16335,-6.64003,2.01872
-27.1624,0.985235,0.540994,2,7,0,27.8634,-1.07392,-0.607195,-0.212044,-2.36546,2.82912,-1.69347,-0.513991,-5.39219,2.42309
-27.1624,0.831964,0.540994,1,3,0,29.9839,-1.07392,-0.607195,-0.212044,4.74851,1.09814,-6.83398,-0.513991,-5.39219,2.42309
-26.8516,0.861911,0.540994,3,7,0,29.59,-0.915568,-0.402622,-0.140116,4.85084,-3.58487,-4.78758,-0.914572,1.89987,3.18099
-28.1746,0.873993,0.540994,2,3,0,28.4538,-1.05757,-0.65762,-0.0882824,0.699209,2.41623,2.78348,0.157362,-8.97504,8.04091
-27.6471,1,0.540994,1,1,0,28.1343,-1.04308,-0.630287,-0.13109,0.160218,3.40544,-4.06195,-0.0441056,-7.56429,6.05714
-26.8171,0.938876,0.540994,2,3,0,28.8512,-0.945287,-0.518804,-0.300708,1.05577,5.88563,-8.88804,-0.203705,-1.26264,-2.64218
-28.0671,0.872641,0.540994,2,7,0,29.2414,-0.662131,-0.596498,-0.44111,-2.24096,2.9052,5.877,2.42652,-3.54379,-7.65869
-28.6284,0.912124,0.540994,3,7,0,29.9219,-1.22021,-0.575726,0.00641471,-0.838095,2.03017,-8.40553,-1.61344,-4.69211,11.0381
-30.0262,0.938482,0.540994,2,3,0,30.1443,-1.22678,-0.570437,0.11356,-0.345239,-1.58644,-1.92532,-1.52492,-4.8925,15.3074
-30.3375,0.910489,0.540994,2,3,0,32.0311,-1.11047,-0.670037,0.0900039,-0.560525,-2.83117,9.63736,0.176303,-10.003,14.8692
-27.6679,1,0.540994,2,3,0,30.7006,-1.38669,-0.48347,-0.28497,1.1311,5.1062,-12.2068,-3.63032,3.22121,-1.60945
-27.8605,0.980747,0.540994,2,7,0,28.2156,-1.34246,-0.40075,-0.267223,-1.5259,-2.41959,-1.48547,-3.96813,6.26284,-1.77733
-27.2687,0.996309,0.540994,2,7,0,28.0781,-1.2168,-0.616297,-0.266529,1.96078,-4.98291,0.206558,-1.41003,-3.88818,0.329954
-26.9936,0.967314,0.540994,3,7,0,27.8398,-0.741637,-0.419662,-0.315542,0.033333,6.36453,2.39072,0.862827,2.55157,-5.28358
-28.1148,0.918045,0.540994,2,7,0,28.4821,-1.35323,-0.482327,-0.0705827,-0.781409,3.88237,-1.39957,-3.57654,1.1981,7.02653
-28.3569,0.986729,0.540994,2,3,0,29.0638,-1.48371,-0.622182,-0.120577,-1.25656,2.64582,5.15673,-3.07668,-2.95222,5.95968
-29.3462,0.952746,0.540994,3,7,0,29.9927,-1.57778,-0.473482,-0.0407711,-2.30537,-2.21957,2.14184,-5.18898,3.5671,7.99762
-30.7818,0.900708,0.540994,3,7,0,33.3334,-1.97915,-0.515528,-0.218868,-2.15872,-3.88727,-10.645,-7.20202,6.64076,2.07855
-26.821,0.996281,0.540994,2,7,0,31.1799,-0.809822,-0.532175,-0.260568,6.92852,-0.264482,-1.1513,0.84065,-3.33512,-0.791976
-27.261,0.948872,0.540994,3,7,0,28.432,-0.913125,-0.320602,-0.110964,-2.98638,-4.33292,-1.00555,-1.4391,5.7387,3.74263
-30.4754,0.723044,0.540994,3,7,0,31.3139,-0.663909,-0.215973,-0.469224,0.946027,-5.50569,-3.4504,1.50404,14.9448,-15.3787
-29.1051,0.996428,0.540994,3,7,0,32.0382,-1.00276,-0.649466,0.0104649,1.70575,-0.163935,12.7883,0.57978,-9.86879,11.9429
-27.4803,0.99865,0.540994,3,7,0,29.2399,-0.842456,-0.274003,-0.230881,-0.980958,-5.10729,8.53022,-0.837421,9.22251,-3.02523
-27.4675,0.998535,0.540994,3,7,0,27.8755,-0.62824,-0.543496,-0.127973,-1.60246,-2.41608,-2.03327,2.2679,-6.9079,5.49865
-26.9175,0.983104,0.540994,3,7,0,28.6764,-1.10812,-0.527156,-0.284006,-0.867809,-9.51622,-0.69263,-1.34986,-0.762701,-1.5872
-26.8414,0.991019,0.540994,3,7,0,27.2876,-0.853448,-0.53295,-0.292922,-0.795341,-1.27614,-4.68842,0.549991,-2.5861,-2.19156
-26.7319,1,0.540994,2,3,0,26.8727,-0.996666,-0.483103,-0.249293,0.199732,-1.85959,-2.11486,-0.890617,-0.0378929,-0.823585
-26.7715,0.970024,0.540994,2,7,0,27.4246,-0.717806,-0.445655,-0.26052,-2.56293,-1.79407,0.0175068,1.0737,0.252176,-2.28495
-27.4223,0.939592,0.540994,2,3,0,27.4732,-0.521429,-0.536991,-0.206868,0.553691,-0.538767,-1.04524,3.02594,-5.99128,1.69819
-28.1096,0.932224,0.540994,2,3,0,28.5226,-1.18214,-0.34609,-0.35909,-1.25818,-2.59457,2.97909,-2.76494,8.71457,-6.72029
-27.1065,0.979549,0.540994,2,7,0,28.7094,-0.77343,-0.315367,-0.226028,2.67636,-4.11196,6.26955,-0.07716,6.67462,-2.42129
-27.7246,0.94532,0.540994,2,3,0,27.9234,-0.412106,-0.4996,-0.151657,0.200296,-3.12729,0.904221,3.71911,-5.5515,3.79667
-28.6994,0.85267,0.540994,3,7,0,30.4053,-1.57795,-0.572841,-0.10845,2.98755,-3.60102,6.35235,-4.21776,-0.0391984,6.00493
-28.2924,1,0.540994,3,7,0,29.0872,-0.468421,-0.508292,-0.421894,-0.66376,-3.1143,-5.93351,3.52973,-0.626366,-8.99273
-27.3849,0.994925,0.540994,3,7,0,29.1101,-0.820674,-0.472185,-0.050025,-3.23806,5.68756,3.29267,0.358316,-3.12174,8.2674
-27.4647,0.994814,0.540994,2,7,0,28.0953,-0.635864,-0.381124,-0.0414729,-1.53773,-4.4713,1.66888,1.30608,0.211402,7.95958
-26.6906,0.991519,0.540994,2,3,0,27.6426,-0.876635,-0.475854,-0.261054,1.50874,-0.195985,6.75836,-0.00860754,-0.31122,-1.61595
-27.1054,0.949796,0.540994,3,7,0,27.578,-0.935415,-0.507443,-0.105086,1.78203,1.05327,3.18084,-0.291841,-3.3658,5.97762
-28.1739,0.967175,0.540994,3,7,0,28.5956,-1.50211,-0.590842,-0.392629,0.744019,-1.83228,-4.35343,-3.30668,0.851278,-4.23603
-27.8111,0.965609,0.540994,3,7,0,30.215,-0.860712,-0.694678,-0.298462,1.26881,5.38126,10.2655,1.52061,-9.27092,0.262195
-26.9909,1,0.540994,2,3,0,27.8821,-1.08299,-0.576682,-0.233297,-1.15956,6.35606,1.0782,-0.829335,-3.75425,1.15335
-28.8451,0.899096,0.540994,2,7,0,29.7944,-0.164078,-0.404323,-0.308472,2.44277,4.69472,0.205952,5.65456,1.60149,-6.17317
-28.436,1,0.540994,3,7,0,29.3822,-1.2833,-0.742731,-0.174845,2.2586,-1.12602,-5.31911,-0.597289,-9.29064,5.22277
-27.1509,0.994022,0.540994,3,7,0,28.6948,-0.587348,-0.4183,-0.105006,-0.480103,1.79856,-9.46643,1.90745,-1.30456,5.05517
-27.7702,0.889541,0.540994,3,7,0,28.5549,-1.05049,-0.71057,-0.322749,1.68179,-5.06822,1.78238,0.415926,-8.17369,-0.530658
-28.4901,0.888546,0.540994,2,7,0,31.7895,-0.628096,-0.649394,-0.121724,3.53821,6.16809,9.46201,2.89784,-11.5556,7.09367
-27.1461,1,0.540994,2,3,0,28.5506,-0.626297,-0.515785,-0.163306,0.553452,-8.03644,3.28821,2.11411,-5.14617,3.4533
-28.5826,0.922985,0.540994,2,3,0,28.9125,-0.526467,-0.170133,-0.116848,-0.462097,4.07967,0.275265,1.53678,12.7479,1.29664
-29.1969,0.884033,0.540994,3,7,0,31.1025,-0.379157,-0.68151,-0.251313,-3.94044,-1.6114,-5.27837,4.58806,-11.99,2.25843
-27.7604,0.992858,0.540994,3,7,0,29.865,-1.07257,-0.28886,-0.136243,-0.7021,10.2869,2.39189,-2.92603,8.5442,2.36027
-27.2162,1,0.540994,3,7,0,27.9672,-0.880606,-0.60351,-0.194593,1.42473,-3.77547,-4.30611,0.806345,-6.99073,3.19467
-27.5163,0.984818,0.540994,3,7,0,28.0738,-0.441776,-0.475575,-0.291717,-1.25839,3.54584,-3.32771,3.46375,-1.7979,-3.61413
-28.6683,0.958328,0.540994,3,7,0,29.3315,-0.14596,-0.33998,-0.14708,-1.58276,2.8434,4.1906,5.63868,2.20559,1.50604
-27.5408,1,0.540994,2,3,0,28.9423,-0.611666,-0.298527,-0.0645426,-3.88399,-1.35977,-0.523788,1.10646,4.85882,5.86906
-27.6036,0.921701,0.540994,2,7,0,28.5154,-0.525239,-0.453532,-0.0692556,-0.177241,6.66962,2.24464,2.61407,-3.84035,7.31178
-28.5768,0.903584,0.540994,2,3,0,29.5867,-0.651598,-0.381454,-0.459043,2.92409,3.42941,-1.07996,1.87734,6.57614,-12.5416
-28.0939,0.955348,0.540994,3,7,0,30.3935,-1.44518,-0.477565,-0.141474,-0.302768,7.89339,-8.33201,-4.27613,2.78823,4.07511
-27.9597,0.992451,0.540994,3,7,0,28.8054,-0.840958,-0.705143,-0.340532,-1.82508,-2.72384,4.99231,1.69531,-9.0684,-1.25146
-28.6817,0.913662,0.540994,2,7,0,31.0757,-0.404069,-0.636937,-0.212904,3.31191,6.30835,6.37621,4.28266,-10.7817,3.1398
-29.6659,0.959321,0.540994,3,7,0,30.0336,-0.457705,-0.733755,-0.214387,0.853679,1.41844,-4.02542,4.30817,-14.3376,4.66212
-26.8956,1,0.540994,2,3,0,29.6519,-0.870811,-0.523074,-0.160631,-3.14561,9.94849,-1.18944,0.29652,-3.9422,3.64504
-27.2456,0.960235,0.540994,2,3,0,27.6727,-0.971354,-0.358504,-0.093398,0.75728,1.77928,-4.40311,-1.69318,3.99772,5.03113
-27.8025,0.974706,0.540994,2,7,0,28.2299,-0.530338,-0.292394,-0.0467634,1.82006,-1.08601,-2.55224,1.84115,4.67949,6.81328
-28.4544,0.915288,0.540994,3,7,0,29.5056,-1.21248,-0.284011,-0.0914602,-1.82213,-4.87744,-4.35229,-4.12462,9.23342,4.60215
-29.1437,0.989171,0.540994,3,7,0,30.6899,-1.41159,-0.855441,-0.35058,1.38948,-6.23141,-6.31058,-0.551636,-10.04,0.213926
-29.0391,0.919999,0.540994,2,7,0,31.4828,-1.69138,-0.724855,-0.192215,1.96065,-7.61197,-7.90302,-3.33566,-4.13262,3.92842
-28.9691,0.974818,0.540994,3,7,0,30.7331,-0.706058,-0.525463,-0.543567,-3.20431,0.105103,-7.15797,2.11343,1.69349,-13.0382
-29.4276,0.997909,0.540994,3,7,0,30.0863,-1.49505,-0.682242,-0.024188,2.0849,2.11904,3.3442,-2.35478,-5.90097,10.0548
-27.369,0.953611,0.540994,3,7,0,30.5819,-0.535923,-0.480603,-0.323966,-1.64532,-9.89689,8.38616,2.76811,-1.09915,-4.96092
-27.1307,0.990874,0.540994,2,3,0,27.5967,-0.584295,-0.496183,-0.288307,1.80291,-0.822254,-3.12984,2.40358,-2.3372,-2.90579
-28.0626,0.781494,0.540994,3,7,0,30.2825,-0.576003,-0.210774,-0.188606,-2.07044,-6.11012,8.35235,1.27608,11.3229,-2.28313
-27.3737,0.933265,0.540994,2,3,0,29.4489,-0.538623,-0.539377,-0.272235,2.72455,8.19971,-3.08236,2.9254,-4.86432,-1.37214
-27.8847,0.906178,0.540994,2,7,0,29.0843,-1.42888,-0.614105,-0.180396,-2.75204,4.92284,-1.99673,-2.8359,-2.71221,3.63177
-31.5037,0.919276,0.540994,3,7,0,32.0234,-1.67741,-0.990062,-0.626134,-0.195294,-0.78681,5.56041,-1.04905,-8.51114,-6.29217
-30.7753,0.997065,0.540994,3,7,0,31.8708,-1.61635,-0.965966,-0.540673,-0.744908,-5.85849,-4.99574,-0.906401,-9.3775,-4.28152
-28.7334,1,0.540994,3,7,0,31.0193,-1.26979,-0.715035,-0.530042,2.17208,9.24551,4.07555,-0.747476,-3.60058,-7.79984
-26.9339,0.981818,0.540994,2,7,0,29.1217,-0.789606,-0.526479,-0.168075,-0.924289,-8.45095,-6.92706,0.931305,-4.57238,3.35905
-27.3649,0.988821,0.540994,3,7,0,27.6792,-0.825194,-0.300716,-0.0903005,0.0813346,2.01882,-3.81738,-0.805391,6.07436,4.55067
-27.6168,0.887094,0.540994,3,7,0,28.9914,-1.36705,-0.637297,-0.26932,-2.54046,6.1211,-2.41664,-2.21345,-3.37768,0.496934
-26.8491,0.997874,0.540994,2,3,0,27.7008,-0.962265,-0.556768,-0.257238,-2.43971,-4.10552,-0.221875,-0.115107,-3.48093,-0.177265
-28.3545,0.863665,0.540994,2,3,0,28.4589,-1.0074,-0.723607,-0.162834,0.761511,-1.6654,0.171982,0.955949,-11.2304,5.88246
-28.185,0.998,0.540994,3,7,0,28.9724,-0.63205,-0.644557,-0.159968,-2.19637,-4.13244,-1.44795,2.81006,-10.8427,5.4249
-29.3292,0.917601,0.540994,3,7,0,31.6506,-0.322505,-0.659244,-0.377442,1.55163,-9.15656,-5.78153,4.90314,-8.61061,-3.80868
-28.5892,0.992261,0.540994,3,7,0,30.1537,-1.5891,-0.538653,-0.144534,-3.03078,3.96444,-5.20743,-4.65421,1.68651,4.40988
-30.6934,0.770383,0.540994,2,3,0,32.9955,-1.29922,-0.589818,0.142102,3.81505,0.721543,-7.73913,-1.76622,-5.05128,16.3161
-27.3193,0.906849,0.540994,1,3,0,32.642,-1.19731,-0.468731,-0.126888,-1.74264,-5.79823,16.4612,-2.58756,0.826143,4.55686
-26.9891,0.947446,0.540994,2,7,0,28.0747,-0.991872,-0.444941,-0.325267,-2.93143,3.6854,1.86783,-0.942214,2.74844,-4.70732
-26.8654,0.997889,0.540994,3,7,0,27.3054,-0.933555,-0.541609,-0.191744,-1.2336,-4.00801,0.500325,-0.0346664,-3.91932,2.4771
-27.2439,0.972235,0.540994,3,7,0,27.6259,-0.783719,-0.293529,-0.216521,1.64961,2.66883,-0.487695,-0.283535,7.7551,-2.20379
-29.5163,0.574062,0.540994,3,7,0,35.0103,-0.641203,-0.77541,-0.225109,3.25919,-4.97885,-15.7971,3.41632,-14.8034,4.71704
-27.8599,0.987143,0.540994,2,3,0,30.025,-0.691582,-0.657609,-0.341275,-1.97393,9.25081,-3.69357,2.40691,-7.98301,-2.16266
-28.1578,0.996863,0.540994,3,7,0,28.6953,-0.853082,-0.645254,-0.47561,1.88018,-3.41797,0.254452,1.39008,-4.08148,-7.77659
-28.1826,0.98247,0.540994,3,7,0,28.9677,-0.903501,-0.739259,-0.309425,1.21379,-3.03074,-5.43016,1.53877,-10.5128,0.544804
-28.8984,0.966506,0.540994,3,7,0,31.3592,-1.62246,-0.633546,-0.461738,1.34984,1.45205,11.7584,-3.54376,0.840692,-5.79256
-27.7733,0.920779,0.540994,2,7,0,30.7702,-1.26647,-0.702339,-0.285543,-3.91023,1.62741,-9.79603,-0.989348,-6.63113,0.66192
-28.8807,0.810203,0.540994,3,7,0,34.7169,-0.133769,-0.297751,-0.173919,4.13873,6.02909,-14.8775,5.72389,5.08302,-0.734898
-28.0697,1,0.540994,2,3,0,28.8157,-0.286959,-0.30923,-0.146595,-2.71658,-1.71119,1.23863,4.24809,4.21563,1.13979
-27.0134,0.997823,0.540994,3,7,0,28.4831,-0.92437,-0.43907,-0.0982892,-3.39947,-1.77017,-4.74515,-0.73348,-0.279657,5.59337
-27.3867,0.914955,0.540994,3,7,0,28.5514,-1.04854,-0.426979,-0.371819,2.1404,6.31716,-0.753007,-1.32095,4.53247,-6.76976
-26.8073,1,0.540994,2,3,0,27.4357,-0.780738,-0.473322,-0.294019,-1.26875,2.09398,-4.95894,0.768223,-0.214929,-3.31511
-26.9723,0.914955,0.540994,1,3,0,28.02,-1.06047,-0.397859,-0.201916,2.31225,-2.72081,-5.11551,-2.03354,3.81511,0.365125
-27.9413,0.829433,0.540994,3,7,0,29.3961,-1.26357,-0.480371,-0.425634,-0.0114772,8.1912,-3.56805,-2.37429,4.06321,-7.41567
-29.4521,0.934671,0.540994,3,7,0,30.1888,-1.47597,-0.786721,-0.109105,1.13975,5.47259,-1.96137,-1.2035,-9.52145,7.69361
-27.0017,0.99077,0.540994,3,7,0,30.5345,-0.763136,-0.443667,-0.329918,-1.79301,-0.751033,-14.0702,0.831326,1.71914,-5.4973
-28.5095,0.961155,0.540994,3,7,0,28.6731,-0.758362,-0.284406,0.044359,-0.359208,2.55645,-1.36607,-0.235378,5.43559,11.6545
-28.2416,0.966806,0.540994,2,3,0,29.5652,-1.09661,-0.359406,0.00457996,0.451177,4.66519,7.42785,-2.65424,4.0556,9.7149
-29.144,0.965164,0.540994,3,7,0,31.3894,-1.73231,-0.772279,-0.354073,-4.93819,0.903499,-1.29869,-3.14811,-4.12713,-1.02298
-27.5821,0.946186,0.540994,3,7,0,31.3948,-0.785393,-0.592945,-0.407802,1.35461,5.67755,13.6637,1.50363,-3.53861,-6.15725
-30.4977,0.813533,0.540994,3,7,0,31.5889,-1.37826,-0.490914,0.133299,2.60941,3.38359,4.01678,-3.31063,-0.109598,15.4628
-27.5878,1,0.540994,2,3,0,30.6338,-1.14848,-0.628067,-0.146604,-1.97345,0.5554,12.8329,-0.794906,-6.3499,5.29358
-28.024,0.960381,0.540994,2,7,0,28.9714,-1.21667,-0.515753,-0.0335701,0.0923537,-6.08838,-3.9734,-2.23805,-1.85935,8.96821
-27.8406,0.963285,0.540994,2,7,0,29.5745,-1.3148,-0.608732,-0.424387,0.728683,-1.70041,-9.99907,-1.9173,-0.827796,-5.57709
-28.4266,0.951121,0.540994,2,3,0,28.9054,-1.33234,-0.763355,-0.22865,-0.700139,-4.22245,-2.51378,-0.775089,-8.99732,3.40558
-27.4261,0.996861,0.540994,2,3,0,28.6481,-1.33231,-0.493984,-0.226605,-1.48736,-7.37247,0.857909,-3.27414,1.79589,0.696542
-29.297,0.930005,0.540994,2,7,0,30.1414,-1.73218,-0.673937,-0.46414,0.210647,-5.22041,-4.52295,-3.87161,0.252922,-5.21405
-27.6681,0.998883,0.540994,3,7,0,29.8336,-1.06616,-0.663994,-0.177484,-3.9241,-6.09052,-2.28575,0.0490995,-8.2189,4.52929
-27.1051,1,0.540994,3,7,0,28.0465,-1.05983,-0.415423,-0.121493,-0.823492,-6.80227,1.11247,-1.98092,2.1236,4.26935
-28.8081,0.848859,0.540994,3,7,0,29.4066,-1.54736,-0.404484,-0.27982,-0.308381,3.8885,4.35057,-5.30728,7.61144,-1.59728
-28.4154,0.942006,0.540994,3,7,0,31.1928,-0.29477,-0.292368,-0.0601288,-4.65816,6.33218,-2.10418,4.10365,4.08433,6.03064
-27.5839,0.961317,0.540994,3,7,0,29.6721,-1.19844,-0.354592,-0.18683,1.3291,9.32406,4.37829,-3.41895,6.63268,0.858655
-26.9471,0.993593,0.540994,2,3,0,27.7936,-1.07111,-0.432968,-0.273927,-2.07622,4.76447,1.47006,-1.74129,3.08906,-2.42878
-27.5176,0.945575,0.540994,3,7,0,28.2396,-0.830573,-0.368733,-0.0263618,-2.4921,2.93845,0.180034,-0.431785,1.90878,8.51879
-26.7669,0.952478,0.540994,3,7,0,28.7867,-0.999942,-0.446267,-0.190786,1.39762,4.1161,9.6761,-1.23997,0.962404,1.35829
-27.0432,0.957068,0.540994,3,7,0,27.5303,-0.700929,-0.529543,-0.308517,0.544383,1.77494,-4.9612,1.6835,-2.99671,-3.11466
-28.7857,0.881672,0.540994,2,3,0,28.8561,-0.520173,-0.544229,-0.486779,0.859868,-0.340405,-0.298084,3.35402,-0.754589,-10.8893
-29.3318,0.995245,0.540994,3,7,0,30.4319,-1.65297,-0.527647,-0.0733472,-2.85456,-3.41269,-3.00754,-5.16237,2.34166,7.00835
-26.8175,0.949075,0.540994,2,3,0,30.2668,-0.978361,-0.475103,-0.158251,-5.47829,1.45772,6.54393,-0.88002,-0.937948,3.17969
-27.1929,0.972702,0.540994,2,3,0,27.2739,-1.05255,-0.393887,-0.11075,-0.715986,-0.779026,1.19891,-2.09034,3.00003,4.56111
-27.4311,0.964163,0.540994,3,7,0,28.0233,-0.723087,-0.322792,-0.307265,1.88797,-2.0913,-3.40218,0.610515,7.26091,-6.48402
-27.624,0.970962,0.540994,2,7,0,28.8936,-1.1728,-0.534772,-0.425815,1.71946,7.28406,-1.007,-1.44348,1.27763,-7.00496
-28.5339,0.887971,0.540994,2,7,0,29.9791,-1.11231,-0.231234,-0.241442,-2.02648,-1.50726,-7.95109,-3.23155,12.6103,-3.07237
-27.9373,0.954539,0.540994,2,3,0,29.5246,-0.798432,-0.683461,-0.223052,-1.36632,8.73558,0.174907,1.90293,-10.4511,3.21084
-28.562,0.977983,0.540994,3,7,0,30.2001,-1.24223,-0.463307,0.0182491,1.82213,8.32643,-1.74463,-2.8543,0.372622,10.8131
-27.4278,0.946315,0.540994,3,7,0,29.8609,-0.887249,-0.652571,-0.272001,-0.587656,-4.58495,11.0997,1.07751,-7.84438,0.647119
-27.5695,0.990283,0.540994,3,7,0,27.8542,-0.974647,-0.66278,-0.207396,1.06021,-1.8069,-2.73889,0.613429,-8.55683,3.39621
-27.6422,0.976933,0.540994,2,7,0,28.9909,-0.834799,-0.390481,-0.00962275,0.66214,8.35777,0.818014,-0.306561,0.685842,9.53505
-28.8305,0.745386,0.540994,2,7,0,31.1701,-0.469503,-0.66624,-0.399638,-2.23648,4.81493,-9.447,3.94351,-8.01029,-4.57132
-29.3204,0.869941,0.540994,2,7,0,32.6233,-1.64511,-0.666186,-0.0783871,-5.22015,3.60487,6.06262,-3.58837,-3.19681,7.68356
-29.5694,0.986703,0.540994,3,7,0,30.3903,-1.83422,-0.638748,-0.172484,-1.84362,-0.495909,5.58579,-5.15505,0.553177,3.9978
-28.7525,0.982812,0.540994,3,7,0,30.4116,-0.791663,-0.72356,-0.481118,3.41402,4.60261,-3.60904,2.13749,-7.29838,-6.50007
-29.5333,0.946662,0.540994,3,7,0,29.962,-1.16783,-0.174755,-0.0952766,1.50221,3.47275,0.217233,-4.32108,14.318,3.50221
-28.6617,1,0.540994,3,7,0,29.9845,-0.326933,-0.608025,-0.252924,0.935808,0.913954,8.67384,4.72064,-9.06804,0.800976
-27.8885,1,0.540994,3,7,0,29.6838,-1.05734,-0.504001,-0.466072,4.05396,-3.31795,-2.55067,-0.67949,2.56714,-9.36861
-29.2197,0.912135,0.540994,2,3,0,29.8054,-0.876335,-0.824169,-0.38322,1.01817,-2.82935,-4.58556,2.16354,-12.4321,-0.761202
