# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1831671311
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_interaction_soccr_study2_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3
-47.6744,0.977343,0.107004,5,31,0,48.9554,1.02353,-0.548735,-0.211719,0.292211,-0.393897,2.02771,7.94142,0.471683,9.44176,8.87373,-4.2794,9.11723
-44.5558,0.999145,0.107004,5,31,0,48.728,0.213569,0.0015882,0.0704769,-0.242512,9.22853,-2.36648,-3.26411,0.492805,-0.862638,7.9178,11.8259,8.79032
-44.125,0.886159,0.107004,3,7,0,46.0523,0.25201,-0.0870587,0.0594145,-0.213267,-1.67912,2.7558,3.81456,1.75327,-0.456321,2.56689,10.4689,3.57396
-44.6491,0.978804,0.107004,4,31,0,45.3269,0.446847,-0.263349,0.051352,-0.00422424,1.7876,-0.51056,-7.24635,-0.369693,2.41955,5.67269,12.2366,7.45316
-45.0152,0.987075,0.107004,5,31,0,46.1065,0.647609,-0.0661509,-0.188187,-0.223109,-4.02537,-0.944441,-4.01845,-1.1073,4.66568,4.56044,-9.38215,2.89899
-44.2227,0.985772,0.107004,5,63,0,46.845,0.276607,0.24653,-0.0957414,-0.640638,-4.67668,0.207936,13.0371,1.10541,-0.155811,-4.30989,-6.52703,-6.37471
-45.1681,0.917484,0.107004,2,3,0,45.4333,0.260044,0.362371,-0.0870987,-0.516738,1.04733,-0.535704,-2.70665,-0.825577,0.0307237,15.4879,-4.75845,13.31
-44.7483,0.997939,0.107004,3,7,0,45.7925,0.152834,0.310604,-0.105033,-0.732262,1.8441,-1.72284,-0.855604,-1.6616,-1.64432,-6.24188,-7.66454,-8.55529
-45.0046,0.996213,0.107004,2,7,0,45.5158,0.138942,0.338397,-0.113217,-0.77123,1.65629,-1.1977,3.59248,0.6246,-1.77647,-6.86077,-8.45247,-9.33768
-46.7637,0.999737,0.107004,5,31,0,48.2678,0.239808,-1.53391,-0.165687,1.1164,4.25108,-0.51724,-9.12642,-0.175158,-1.29136,-10.5267,4.49386,-5.92661
-46.4603,0.999648,0.107004,3,7,0,46.8025,0.255691,-1.46021,-0.171931,1.207,0.801211,1.21011,-1.8493,0.593719,-0.545749,2.5708,5.44956,7.27871
-45.7954,0.917736,0.107004,5,31,0,48.2713,0.177308,-1.12444,-0.311961,0.871793,-1.49109,-3.899,0.947767,0.224301,-2.1248,3.26598,-9.86771,5.08829
-45.2595,0.994685,0.107004,5,31,0,47.1472,0.774578,-0.629826,-0.099073,0.289804,-1.91262,2.47015,8.3391,-0.93156,6.07851,0.478443,3.07181,2.0657
-46.1115,0.852705,0.107004,3,7,0,47.628,0.774917,-0.535411,-0.100662,0.00488671,1.69667,0.423237,0.73403,2.91539,4.26542,-12.4672,-0.21928,-11.7337
-46.5349,0.938119,0.107004,5,63,0,48.9945,-0.116474,0.805593,-0.00428312,-1.01044,2.61787,-3.06324,6.15982,-1.53125,-5.46593,12.8159,-1.86264,9.61884
-43.8499,0.999991,0.107004,5,31,0,47.4237,0.271161,-0.0513117,-0.13268,-0.318172,-5.25737,1.21246,-1.56284,-3.76534,-0.345861,-3.36343,-6.47498,-4.51925
-45.0501,0.897312,0.107004,4,23,0,47.7396,0.645755,-0.289109,-0.134547,0.0813379,5.47081,-3.14525,1.29302,-0.330606,5.2587,10.5539,-2.09329,10.5787
-45.1974,0.926265,0.107004,5,43,0,47.7037,0.505202,0.346043,-0.00536182,-0.523658,5.90749,1.39616,-6.19468,1.83484,3.65291,14.4188,2.47817,13.0826
-44.4247,0.999756,0.107004,5,63,0,45.8435,0.26937,-0.569908,-0.141673,0.378366,2.7352,2.54399,3.59232,-0.216224,-0.087753,9.7954,-0.467089,11.0548
-44.7626,0.98695,0.107004,3,15,0,45.1754,0.263867,-0.558812,-0.15448,0.394997,0.686988,0.323626,6.25501,0.23603,-0.125652,12.2468,-1.38809,13.3792
-44.6872,0.998925,0.107004,5,47,0,46.3088,-0.108975,-0.0639634,-0.0118067,-0.226345,1.90721,-0.216213,0.485696,-3.01999,-5.52391,2.60591,4.45031,2.87277
-45.3328,0.749661,0.107004,3,7,0,48.0908,-0.109343,0.0585526,-0.0502698,-0.244585,-0.907192,1.90119,6.90363,3.25086,-5.61697,11.9394,1.27541,11.4706
-46.3267,0.905365,0.107004,3,15,0,48.0099,0.0131803,-0.195018,-0.0167748,-0.369332,5.82702,-0.359061,5.26828,0.936855,-3.77292,-17.9584,2.04401,-17.5708
-44.4537,0.999413,0.107004,3,7,0,46.8755,0.00467203,-0.00345106,0.011594,-0.246046,0.120156,-3.02843,-6.46871,-1.91127,-3.91939,6.36392,6.49513,6.64853
-44.8146,0.999998,0.107004,5,31,0,46.8719,0.176277,0.645141,0.0754576,-0.911043,3.75123,1.99357,1.67009,-2.34153,-1.37013,7.26052,5.18766,5.31756
-45.3881,0.96889,0.107004,5,47,0,48.1591,0.39281,-0.206838,0.0884228,-0.0152509,-2.91379,2.55884,4.89555,-2.72869,1.81172,9.90264,15.9396,11.9391
-45.5898,0.99259,0.107004,5,31,0,47.3799,0.617102,0.615693,-0.0187074,-1.0375,0.303143,-3.08066,5.63048,0.139731,3.9657,-3.56203,-4.88743,-6.67274
-45.0856,0.986803,0.107004,4,15,0,45.9802,0.565605,0.408888,0.0448197,-0.868435,-2.76002,-1.5817,3.62883,0.772184,2.92891,-6.9583,1.11468,-8.62359
-44.901,0.995254,0.107004,5,63,0,46.6722,-0.0616063,-0.744705,-0.158503,0.429503,0.00669242,-3.15203,4.07889,0.611643,-4.99847,-1.61415,-2.01465,0.0628506
-45.1241,0.996323,0.107004,5,31,0,46.8824,0.326735,-0.789065,0.0175698,0.449342,-4.664,-1.36809,5.01447,1.61362,0.493121,-2.0423,13.207,1.46748
-44.4354,0.997914,0.107004,5,47,0,46.6345,0.00602792,-0.453808,-0.0245321,0.153138,-1.20836,1.97074,-10.8529,-1.6181,-3.91903,0.669868,6.80803,2.40887
-43.7894,0.999511,0.107004,5,63,0,45.5572,0.393658,0.180028,-0.0460813,-0.535738,-4.704,-1.71872,1.91489,1.66892,1.38128,-1.31604,-1.93893,-2.66946
-44.8063,0.981298,0.107004,4,15,0,44.8832,0.543155,0.181224,0.0830966,-0.622024,1.03955,0.438126,-0.350376,0.187978,2.65134,-6.13014,6.51535,-6.39413
-47.0972,0.96234,0.107004,5,31,0,48.4331,0.042538,-1.08854,-0.343473,0.911501,0.818945,0.867852,-2.08998,-2.66678,-3.87749,9.36399,-12.656,10.8741
-45.1768,0.997818,0.107004,5,31,0,47.9162,-0.0565678,-0.78332,-0.158191,0.541252,1.50283,0.201246,12.1394,-2.7847,-4.96908,4.37562,-0.890247,6.33519
-44.254,0.998855,0.107004,5,31,0,45.5626,0.146169,-0.567082,-0.177689,0.330918,5.03137,1.10346,2.90544,-0.78652,-2.04061,5.61351,-4.37311,6.42186
-44.9033,0.890763,0.107004,3,15,0,46.6332,0.187118,-0.652958,-0.251209,0.241494,1.76787,1.91921,-7.38291,1.79656,-1.96151,-7.75025,-9.82012,-7.48242
-46.1569,0.966857,0.107004,4,31,0,47.3079,-0.060308,-0.708455,-0.0294962,0.520331,-0.913224,0.980711,9.57426,0.797555,-4.87618,10.1473,10.8636,13.1789
-45.9494,0.985007,0.107004,5,31,0,48.8675,0.142646,-1.07135,-0.337441,0.734679,-6.8963,1.0242,1.79691,2.43561,-2.81689,-2.95695,-12.5223,-1.68317
-45.1961,0.999306,0.107004,4,15,0,46.9441,0.335346,-0.876534,-0.312742,0.588031,-2.86262,-0.367001,-11.9047,0.717007,-0.0393529,1.70742,-11.9849,2.35159
-46.5827,0.966862,0.107004,5,31,0,47.8159,0.24406,-1.38126,-0.32689,0.958232,1.52877,1.67705,-2.11277,-2.02577,-1.93029,-9.92228,-8.48167,-7.41945
-45.354,0.977618,0.107004,5,63,0,48.5762,0.233243,0.459823,0.106739,-0.946254,-2.00205,-1.97558,-3.60764,3.80113,-1.25274,-10.145,5.5778,-11.3259
-45.1382,0.989475,0.107004,3,7,0,46.0742,0.226026,0.564966,0.159934,-0.900209,-0.0355878,1.62738,-2.01099,1.72811,-1.04888,2.18292,11.778,1.30364
-43.8535,0.948278,0.107004,5,31,0,46.5668,0.352335,0.214093,-0.0723379,-0.499547,-1.06839,-1.29012,-1.43951,3.84223,1.09003,4.14568,-3.60931,2.50556
-44.8506,0.687297,0.107004,3,7,0,48.3621,0.375841,0.175368,-0.0506359,-0.332911,-0.703146,4.17996,-3.45477,2.00117,1.77021,15.1546,0.465377,14.1423
-43.8064,0.96542,0.107004,4,23,0,46.5593,0.0999226,-0.130509,-0.0201968,-0.169734,-4.3759,1.32548,1.4929,3.28457,-2.5684,1.52864,4.07225,1.93731
-44.8227,0.865855,0.107004,5,31,0,46.0214,0.554191,-0.102081,-0.108394,-0.374412,-0.32457,-1.92313,5.56753,-1.41323,2.52541,-9.70979,-4.69177,-10.6965
-48.4757,0.958091,0.107004,4,31,0,52.0901,1.13847,0.227297,0.0327329,-0.720473,-5.41297,1.22345,-8.15002,3.20757,8.91294,-3.71497,1.309,-4.97
-44.9727,0.98129,0.107004,5,31,0,50.5957,0.276016,0.261552,-0.156301,-0.680507,-10.9341,-0.721317,4.58543,2.37263,-0.157857,-5.57576,-10.9756,-8.22544
-45.027,0.992234,0.107004,4,31,0,47.605,0.497627,-0.557694,-0.247242,0.343217,1.0637,-2.25104,5.92789,2.95206,2.76672,8.77255,-9.12738,8.78821
-45.3354,0.965286,0.107004,5,63,0,47.9554,0.705625,-0.0638476,-0.0904857,-0.14865,1.28719,0.672301,11.4364,-2.77941,6.17017,11.0514,-0.729299,10.5404
-45.8149,0.933957,0.107004,2,3,0,46.7005,0.729511,-0.0851094,-0.106065,-0.0998053,0.793487,-1.96097,-3.76061,-0.88644,6.59689,13.315,-1.30061,12.8103
-45.2389,0.998776,0.107004,5,31,0,46.6566,-0.0609499,-0.436811,-0.0187134,0.217706,-2.51181,-1.91424,6.93288,-0.982987,-4.90925,7.90673,8.56871,9.80985
-46.3289,0.962631,0.107004,5,31,0,47.7074,0.0828187,0.308286,-0.211637,-0.47719,5.29905,0.903833,4.71163,0.0235727,-2.62335,13.9525,-15.0247,10.8802
-46.2379,0.99999,0.107004,4,31,0,47.7227,-0.145594,-0.0400776,-0.189318,-0.13117,1.51272,1.09126,-6.6718,-2.21264,-6.06598,12.7711,-9.97383,11.422
-45.2839,0.865922,0.107004,3,15,0,49.1995,-0.0991372,-0.129641,-0.18967,-0.249328,-6.12739,2.45148,-0.355982,3.12645,-5.05329,-4.2102,-9.90386,-5.27509
-45.8722,0.958374,0.107004,5,31,0,46.8563,0.710623,0.259911,0.024594,-0.771317,-2.73751,0.305865,7.94695,0.763997,4.11593,-9.69105,0.276142,-11.0638
-46.6843,0.956832,0.107004,5,31,0,49.3795,0.544313,0.0753764,-0.277256,-0.266662,-4.52455,-0.130021,-2.53081,3.40074,3.36883,12.1594,-16.9849,9.33437
-45.2592,1,0.107004,5,35,0,48.1483,0.0204654,0.368919,0.0699424,-0.578173,-3.01193,0.216573,15.9118,0.967764,-3.69652,11.3673,8.81619,10.6995
-44.31,0.999964,0.107004,5,31,0,45.434,0.269733,0.437956,-0.0292032,-0.677275,-3.70155,1.55644,4.72358,0.40445,0.100512,8.50983,-1.60786,6.43256
-48.4687,0.995968,0.107004,5,31,0,49.7682,-0.468431,-0.773978,-0.112425,0.534935,-1.84478,2.22448,3.99963,-1.23854,-10.7978,5.84015,2.73016,8.18414
-47.4859,0.989856,0.107004,4,15,0,49.4215,-0.349873,-0.668116,-0.0275139,0.423635,5.9926,1.86353,2.54073,-0.062486,-9.06418,5.80039,9.20772,8.45274
-49.0612,1,0.107004,5,31,0,51.54,1.02041,0.984915,0.134927,-1.38869,1.56521,1.98559,-13.6782,-0.127546,8.72856,3.07044,2.13266,-0.184561
-46.1159,0.988327,0.107004,5,31,0,50.1746,0.185692,0.876895,0.202468,-1.24361,-8.73488,-2.0954,-7.28569,0.512382,-1.76491,0.833466,11.6954,-1.01516
-47.1487,0.988815,0.107004,5,31,0,47.9157,-0.0975401,1.09708,0.0938656,-1.50942,-1.25479,-0.104109,-8.623,0.156805,-4.83159,-2.86383,1.71512,-6.44486
-44.7344,0.911974,0.107004,5,31,0,50.8217,0.191177,-0.412782,0.0636606,0.0278253,5.7594,-0.403864,-12.8944,4.4865,-1.50291,-5.03454,12.2328,-2.81902
-45.0074,0.994425,0.107004,4,31,0,47.8258,-0.145663,-0.535924,-0.112001,0.218566,4.29082,1.05891,14.3182,0.371308,-6.05388,-1.13961,-0.141057,0.121241
-43.9479,0.796745,0.107004,4,23,0,49.1869,0.0808009,-0.420055,-0.123671,0.0689401,7.97338,3.89831,-1.05283,1.7503,-2.9654,-3.56933,-2.32197,-2.99859
-46.1134,0.98897,0.107004,5,31,0,47.1079,-0.300594,0.0237847,-0.0694455,-0.426396,-2.08921,1.31983,4.00029,-1.58922,-7.60289,-5.56202,-1.72104,-6.12937
-46.6705,0.999899,0.107004,5,31,0,47.8362,-0.33328,0.410065,-0.0699599,-0.703025,1.43215,1.12496,0.860632,-2.33732,-8.30263,4.57482,-4.15146,2.53571
-46.1687,1,0.107004,5,31,0,46.9666,0.906733,-0.254107,0.0084908,-0.114695,2.0353,0.330384,6.22493,-1.26932,7.64698,0.881246,6.81122,1.86492
-45.4967,0.990549,0.107004,5,31,0,47.6561,0.841117,-0.311481,-0.0595396,-0.0176794,-3.97265,-1.20221,-11.9186,0.18321,7.12909,2.6493,2.91369,3.25975
-44.0753,0.995221,0.107004,5,31,0,46.0663,0.0706945,-0.280911,-0.126952,-0.0992068,6.65561,0.282313,-5.73677,-0.397426,-3.04721,-5.3578,-4.00717,-5.4099
-44.21,0.994121,0.107004,5,31,0,45.7222,0.490978,0.107404,-0.127604,-0.406183,1.87088,1.84561,-9.45117,-0.181661,2.80605,3.3428,-6.95371,1.553
-45.6913,0.998784,0.107004,5,31,0,46.6178,0.597202,0.452846,0.167812,-0.870297,-1.38806,0.785619,8.66584,-0.547472,3.37328,-2.45741,10.5855,-2.99884
-44.9672,0.98931,0.107004,3,11,0,45.9137,0.522207,0.467789,0.104736,-0.76029,-2.65108,-0.583198,-8.16487,0.125546,3.34007,6.1,8.35968,5.12108
-46.8512,0.973741,0.107004,5,31,0,48.7788,-0.31183,0.402737,0.0817752,-0.689158,1.60283,1.29563,12.3778,0.865661,-8.47392,5.25405,8.86278,4.50533
-44.4527,0.983283,0.107004,5,31,0,47.6512,-0.0316789,0.00883433,-0.0579768,-0.245811,6.88938,-2.05947,-8.69794,0.613181,-4.40691,7.16699,0.316888,6.74296
-44.906,0.9824,0.107004,5,31,0,45.2221,-0.0140794,0.259597,-0.0446929,-0.459279,2.39085,0.495647,1.19648,-0.568302,-4.10751,11.2452,-0.474674,9.92281
-44.2138,0.922591,0.107004,5,31,0,46.8179,0.415571,-0.638774,-0.0531463,0.244977,3.79978,-2.90965,-6.422,-1.48109,1.25026,-6.15599,5.24851,-4.13011
-44.8483,0.954048,0.107004,4,23,0,47.0674,0.0803422,-0.910443,-0.1896,0.533812,4.60876,1.98122,8.68826,0.802968,-3.24659,-6.70005,-3.14449,-4.75361
-44.0199,0.993061,0.107004,5,31,0,45.7567,0.263303,0.117989,-0.0289728,-0.542926,3.08119,1.89817,6.30405,-1.6591,-0.553836,-7.18899,-0.621336,-8.13592
-46.9518,0.999732,0.107004,5,31,0,47.284,0.375817,-1.37723,-0.366132,1.15889,0.0695487,0.419356,-4.19803,-0.922447,0.42909,6.51398,-10.6547,8.88358
-45.2746,0.945159,0.107004,5,31,0,49.4888,0.0631788,0.255364,0.0943455,-0.470202,3.7456,1.01209,11.4758,-3.75911,-3.09314,10.851,12.0892,10.9166
-44.6869,0.926195,0.107004,4,23,0,47.2649,0.382308,0.434001,-0.00889793,-0.638344,-5.20459,-2.16708,7.5917,-1.34921,1.7943,11.885,0.725839,10.0718
-44.9595,0.914063,0.107004,4,31,0,47.5074,-0.102725,-0.132807,0.032553,-0.167637,2.18139,-1.35995,2.9948,-3.51175,-5.46396,1.87331,8.78673,2.81379
-46.6632,0.998302,0.107004,5,31,0,47.0189,0.954358,-0.107411,-0.170863,-0.234964,-1.13726,0.194021,-5.58369,0.209855,8.04383,2.84831,-7.04261,1.38048
-46.0393,0.99887,0.107004,5,31,0,47.4773,-0.178742,-0.688626,-0.0049011,0.35808,-5.55731,-0.715371,4.58616,-0.299505,-6.39098,-1.83294,9.89827,0.927765
-45.1891,0.911854,0.107004,5,31,0,48.5299,0.529526,0.512181,-0.0873092,-0.762737,-7.12146,-1.48292,-9.09517,-1.43854,3.64738,8.28582,-7.10156,5.2679
-47.4058,0.89407,0.107004,5,31,0,48.0591,0.0411059,-0.507827,0.0380575,0.397085,-0.152152,-1.35226,2.52283,1.37515,-3.307,18.4041,16.9449,21.4821
-44.5066,1,0.107004,5,31,0,48.5375,-0.0436059,-0.527033,-0.130488,0.242979,-0.383501,3.02473,-14.7842,1.80607,-4.69281,1.50768,-1.3967,2.58643
-45.3516,0.966563,0.107004,5,31,0,46.8486,0.646931,-0.885128,-0.0708442,0.554783,-3.92855,0.253387,6.04366,1.87525,4.58464,-0.259387,7.86818,2.813
-47.1715,0.720106,0.107004,3,7,0,50.0839,0.646703,-0.906825,-0.104279,0.768519,-0.9543,-3.50464,-6.98028,-1.75264,5.65683,15.1982,8.06032,18.4663
-44.798,0.860836,0.107004,4,23,0,50.9914,0.450304,-0.270434,-0.192086,0.0835685,3.91957,-5.86832,4.20525,-0.669417,2.44678,11.4211,-7.47265,10.8224
-43.6954,0.999718,0.107004,5,39,0,45.0288,0.375761,-0.0308274,0.00979952,-0.298898,-2.58747,-1.13453,6.31824,-1.76844,1.1736,0.305535,5.05256,0.478047
-45.4339,0.913423,0.107004,4,23,0,47.1219,0.441998,0.165532,-0.171185,-0.332357,-0.834853,-0.568762,13.0482,0.107216,2.46639,14.008,-9.83575,11.8136
-45.4443,0.9984,0.107004,5,31,0,47.6807,0.741844,-0.148876,0.0536614,-0.289664,5.12954,2.31826,-5.47285,0.921937,5.0129,-5.21864,7.65436,-4.371
-45.2447,0.990931,0.107004,5,31,0,47.2958,0.61246,0.51769,0.0157793,-0.947794,-6.64188,0.0370767,-4.56597,-1.16201,3.77555,-4.37259,-1.66701,-6.76006
-49.6893,0.954325,0.107004,4,15,0,50.3158,1.10143,0.0158769,0.150302,-0.313497,-1.865,-0.572865,-2.92055,1.5024,10.6123,9.75595,15.6834,11.1892
-45.9497,1,0.107004,4,15,0,50.5742,0.731238,-0.378246,0.0352438,-0.124411,8.64397,0.642485,13.5694,0.554518,4.23121,-10.3171,7.55249,-8.81337
-46.285,0.934909,0.107004,5,31,0,49.5075,0.192506,0.129976,-0.293953,-0.43752,5.30119,-1.68195,-5.90932,-2.94886,-1.24714,3.15333,-19.7253,-0.0170732
-50.2841,0.700748,0.107004,4,19,0,53.281,-0.0194108,-0.340128,0.0373932,-0.385392,0.316163,-0.207858,-15.9549,-1.89166,-4.14776,-26.9374,4.71024,-25.8626
-49.6833,0.99207,0.107004,5,31,0,52.7954,0.734034,0.540662,-0.0309026,-0.567367,-1.98875,0.725343,13.549,2.66167,7.17102,27.9648,1.73035,26.0305
-45.6197,1,0.107004,2,3,0,49.5172,0.749946,0.452654,-0.027391,-0.761416,0.280336,-2.80355,0.963262,-4.05011,6.27277,5.06936,-2.43938,2.72943
