# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=133243476
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_interaction_soccr_study1_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,z_beta.3,p_gamma.1,p_z_beta.1,p_z_beta.2,p_z_beta.3,g_gamma.1,g_z_beta.1,g_z_beta.2,g_z_beta.3
-29.4994,0.843379,0.0992107,3,15,0,32.8896,-0.830232,-1.2636,-0.31937,0.545453,-4.15077,-1.54156,-1.72219,-2.51819,1.66841,-11.2228,1.08669,-9.6783
-31.9389,0.871756,0.0992107,2,3,0,32.7996,-0.830471,-1.39374,-0.320984,0.498879,-0.154862,-1.86018,-0.893884,-0.225555,2.7923,-17.1147,3.7035,-15.3358
-29.0941,0.996705,0.0992107,3,15,0,34.5371,-0.655251,-1.2222,-0.391205,0.890432,3.74246,1.85982,-9.86433,3.21312,1.00201,5.44335,-7.02162,6.64709
-30.0426,0.909163,0.0992107,4,21,0,31.6077,-0.86444,-1.27529,-0.297266,0.505835,2.61619,-0.31071,-7.53837,1.27274,1.84865,-13.1277,2.5687,-11.5206
-32.4371,0.994183,0.0992107,4,19,0,33.1542,-1.30468,-1.77725,-0.139346,0.936347,1.9264,0.865354,-4.73249,0.148921,0.341666,-14.2717,8.26028,-11.3948
-30.268,1,0.0992107,2,3,0,32.6599,-1.33095,-1.5771,-0.12511,1.04501,0.70817,-2.69749,-2.41075,-1.4877,-2.93685,-2.23593,6.82931,0.524557
-32.8518,0.927861,0.0992107,5,31,0,33.7493,-0.342897,-1.23632,-0.586657,0.970213,-1.02499,-1.11296,1.86477,1.42046,4.09013,11.253,-16.9184,11.5557
-32.8866,0.96135,0.0992107,5,31,0,35.6148,-1.3546,-1.92259,-0.485532,0.976723,4.83808,0.276022,-8.82004,0.617224,0.0684482,-13.3967,-1.29602,-10.6009
-30.9528,0.998536,0.0992107,5,31,0,33.2955,-1.10621,-1.67237,-0.511342,1.32003,-3.34396,1.51768,-1.12687,1.99272,-2.22788,6.15801,-8.60837,8.31204
-29.3812,0.972059,0.0992107,4,23,0,32.8936,-1.17963,-0.653975,-0.27121,0.393086,0.747201,1.56619,10.4146,-2.62104,-3.68728,10.7666,-2.54028,11.1614
-27.7356,0.926669,0.0992107,4,23,0,32.1655,-0.790678,-0.72137,-0.290838,0.225455,-4.00277,-2.84677,1.93572,-2.28463,0.705999,-1.85524,-2.06956,-1.52882
-29.2187,0.957743,0.0992107,5,31,0,30.8327,-1.41603,0.145706,-0.121393,-0.736518,-1.75768,2.27401,3.42148,-0.00553695,-2.86159,-1.04365,4.59921,-2.19461
-28.1896,1,0.0992107,5,31,0,29.5342,-0.738533,0.00734385,-0.288447,-0.453544,-2.93234,0.96076,1.12109,-1.40822,1.20292,2.05697,-5.14549,0.51063
-28.6649,0.967364,0.0992107,6,63,0,29.3073,-1.0209,0.0908969,-0.2911,-0.450247,-2.81358,0.13242,1.18838,0.397432,-1.48653,7.74738,-5.76676,6.11376
-30.9049,0.914217,0.0992107,5,31,0,32.4088,-1.53038,-1.1298,-0.416802,0.22316,-2.36009,-0.626276,-3.03872,-1.936,-0.880312,-10.2666,-1.07837,-9.07543
-30.6037,0.965724,0.0992107,5,31,0,33.7899,-0.326797,-0.848973,-0.0465687,0.659358,2.18555,-0.849166,-2.98339,-3.27793,3.58652,9.38265,9.12969,11.2016
-29.4575,0.994063,0.0992107,3,15,0,31.2635,-0.404447,-0.920366,-0.0526053,0.472244,-3.00182,-0.632884,-2.28467,-2.03352,3.59999,-4.96409,9.85631,-3.38923
-29.6784,0.915887,0.0992107,5,63,0,32.7577,-1.12457,-0.291266,-0.11897,-0.459039,-4.43834,1.43273,-6.2963,-1.68299,0.58448,-10.8945,6.99931,-11.1633
-31.8781,0.945183,0.0992107,4,19,0,32.7299,-0.582863,-0.370479,-0.0588824,-0.410262,2.83604,0.458909,-1.27121,0.89002,4.00265,-16.6004,10.0377,-16.6827
-31.9078,0.998335,0.0992107,6,63,0,32.6912,-0.924235,0.20476,-0.217153,-1.09515,-2.50188,-0.440718,-4.76104,-0.248484,2.89791,-14.7683,4.31229,-16.4168
-30.6962,0.998368,0.0992107,5,51,0,33.1746,-1.57407,-0.254511,-0.23035,-0.0597637,1.64652,0.547757,-2.79663,2.98186,-6.21165,11.237,-0.364675,10.8955
-29.2859,1,0.0992107,3,7,0,30.8383,-1.60029,-0.409325,-0.234983,-0.134182,0.378355,2.14924,1.06512,1.31343,-4.59437,2.46834,0.891287,2.43723
-28.6758,0.998609,0.0992107,5,31,0,31.304,-0.953681,0.340438,-0.279202,-0.787703,-5.20716,-0.875727,0.695746,1.35252,-0.322694,3.95549,-5.2421,1.72479
-28.6668,0.984655,0.0992107,4,31,0,33.7546,-1.20558,-0.809982,-0.176204,0.441536,1.42154,3.06453,-5.15199,-3.14971,-3.48546,5.07327,2.61803,6.09353
-27.7012,0.976605,0.0992107,4,19,0,29.2879,-0.981241,-0.552696,-0.222201,0.0257714,2.38448,-0.534703,-2.59365,-2.07094,-0.495318,-2.55995,1.01303,-2.38725
-29.7571,0.98794,0.0992107,4,31,0,31.3713,-1.65405,-0.033175,-0.310182,-0.683176,-3.25959,1.54428,-3.46022,-0.696047,-3.07854,-1.87638,-1.16586,-2.90481
-30.5747,0.993748,0.0992107,5,31,0,31.1661,-1.68777,-0.201617,-0.46642,-0.618589,1.26519,-0.493261,-5.48638,0.540793,-2.2247,-3.69315,-5.06037,-4.61851
-29.0781,0.973144,0.0992107,4,31,0,32.2331,-1.23931,-0.307106,-0.36538,-0.0628873,4.90644,-1.5707,7.94404,0.492182,-3.00599,8.16384,-6.65114,7.42282
-31.2824,0.976032,0.0992107,4,31,0,31.8231,-1.4254,0.173588,-0.508827,-0.60094,-0.392653,-0.0262661,-2.13197,-1.41588,-2.94076,9.82616,-12.0926,7.59478
-28.7205,0.997307,0.0992107,5,63,0,32.2345,-1.01771,-1.10462,-0.129645,0.72935,-3.12753,-0.359281,-8.74173,-2.81457,-1.9944,2.61086,5.49425,4.45524
-27.666,0.998442,0.0992107,4,31,0,30.3521,-0.951808,-0.564681,-0.239258,0.0442295,0.887477,2.37798,-7.69795,-1.56134,-0.32165,-2.29271,0.206222,-2.14393
-29.9459,0.970556,0.0992107,5,47,0,32.1923,-0.372496,0.368667,-0.109573,-0.892555,2.72516,1.04162,5.61047,-2.1253,4.44055,-5.41793,3.0708,-7.4383
-32.5676,0.994398,0.0992107,5,31,0,33.8181,-0.573986,0.573096,0.195679,-1.08305,-2.79384,0.28934,7.3993,0.336193,2.51813,-6.38721,16.6642,-7.90555
-31.8924,0.992373,0.0992107,4,15,0,33.5647,-0.622363,0.605351,0.158333,-1.11257,-1.88762,1.0186,-9.75552,0.53383,2.1741,-5.83623,15.0531,-7.53344
-30.8826,0.941657,0.0992107,5,31,0,33.6188,-0.705665,0.429014,0.151942,-0.799037,1.20784,3.09311,4.11339,0.705577,0.723762,0.891795,15.0289,-0.234476
-29.2585,0.999968,0.0992107,5,31,0,31.5878,-0.898359,-1.19299,-0.512033,0.667822,-1.16474,-1.0551,-12.46,0.872534,0.241274,-0.232004,-9.14438,0.637777
-30.77,0.928283,0.0992107,5,63,0,31.9554,-1.18137,-1.60285,-0.457031,1.27171,0.411909,1.26423,-6.5103,1.12355,-3.03819,6.97477,-6.6547,9.16215
-29.5331,0.99252,0.0992107,5,31,0,32.3242,-1.30832,-0.689552,-0.171312,0.389451,2.98346,2.5143,4.13907,-1.30818,-4.70994,8.94154,2.36408,9.73886
-29.2101,0.979696,0.0992107,5,31,0,30.5969,-0.621498,-0.721515,-0.193627,0.532218,-2.56653,-1.49986,5.085,-0.501139,0.648066,11.5957,-0.288117,12.34
-28.8162,0.997042,0.0992107,5,31,0,30.5868,-1.30867,0.0469515,-0.242744,-0.46612,-1.52216,-2.00781,6.48801,-0.770705,-3.48002,6.12961,-1.91806,4.92007
-29.4441,0.982977,0.0992107,5,31,0,29.8318,-1.46117,-0.129937,-0.190487,-0.261282,-0.179545,-0.0514879,2.09552,1.18538,-4.98759,7.46588,0.934474,6.87257
-31.1212,0.923795,0.0992107,5,31,0,31.9172,-1.44517,-0.145964,-0.184624,-0.0732634,1.13649,-1.54082,1.26119,0.672654,-5.97703,14.2495,0.333478,13.7411
-29.6234,0.995528,0.0992107,5,63,0,32.859,-0.395551,-1.24968,-0.165966,0.712402,-2.326,2.12491,7.37061,2.17018,3.85068,-8.53609,6.05369,-6.60666
-28.5564,0.998594,0.0992107,5,31,0,30.9226,-0.409122,-0.520685,-0.109426,0.17924,-3.28797,0.18659,-3.14774,-2.46515,3.13211,1.81966,4.56368,2.22723
-28.0536,0.997682,0.0992107,5,47,0,29.5258,-1.02391,0.00394899,-0.231585,-0.551012,-3.6063,0.795946,-4.51344,-0.725624,-0.435489,-1.6342,-0.601015,-2.81852
-28.2664,0.999466,0.0992107,5,63,0,28.7718,-0.541901,-0.866109,-0.147382,0.428512,-0.77111,1.15834,0.0931896,-0.757458,2.30397,-2.80296,4.62782,-1.69006
-30.0635,0.920101,0.0992107,3,11,0,30.9101,-0.443318,-0.981159,-0.126512,0.354052,-3.00054,0.117219,-3.8756,-0.165929,3.96385,-12.148,7.72804,-10.8458
-30.1901,0.985912,0.0992107,3,15,0,30.913,-0.440803,-0.583815,-0.15274,0.452646,0.461335,-0.15358,3.35948,1.55056,2.30436,14.545,0.886245,15.1274
-28.7848,1,0.0992107,2,3,0,30.4203,-0.461407,-0.653056,-0.160753,0.401346,-1.52284,-1.80821,-3.60052,-1.48422,2.34223,7.39437,1.51539,8.02014
-27.9494,0.971517,0.0992107,3,15,0,29.6345,-0.65393,-0.801144,-0.200564,0.446637,-2.89945,1.14444,-3.9664,1.54386,0.949333,2.69391,0.911273,3.52133
-28.7341,0.992819,0.0992107,5,39,0,28.909,-1.28755,-0.161348,-0.358482,-0.312864,0.784704,-0.321644,-0.537696,0.651835,-2.65093,4.51227,-5.70632,3.49108
-29.4936,0.968452,0.0992107,3,7,0,29.6822,-1.29889,-0.277635,-0.33926,-0.521771,-0.138718,0.00199494,3.13541,-0.559521,-0.228756,-8.10038,-0.953985,-8.74201
-32.3961,0.991905,0.0992107,6,63,0,34.7873,-1.97897,0.60611,-0.3135,-1.45175,-3.13741,-0.900313,-2.91571,-2.40012,-3.53971,-1.74757,-0.971888,-4.14734
-29.2299,0.998513,0.0992107,5,31,0,34.4458,-1.00128,0.249935,0.0237189,-0.660472,-6.7974,0.608013,-6.30957,-2.30054,-1.4691,1.69165,9.41817,0.606121
-29.2299,0.872401,0.0992107,2,3,0,30.8919,-1.00128,0.249935,0.0237189,-0.660472,-0.224739,1.23812,0.515963,2.32293,-1.4691,1.69165,9.41817,0.606121
-28.3283,0.959935,0.0992107,4,15,0,30.2352,-0.982524,-0.150531,-0.0535563,-0.33162,1.19805,-1.89869,-8.82391,-0.390358,-0.795806,-1.73005,7.2823,-2.08969
-28.6159,0.922793,0.0992107,5,31,0,30.6471,-0.489822,-0.559938,-0.357286,0.159169,2.34572,-0.834946,2.78228,-2.39718,2.86405,2.90788,-7.54822,2.4187
-31.135,0.979264,0.0992107,5,31,0,32.5184,-1.05769,-1.93,-0.545865,1.47493,2.98083,-0.201458,-5.25164,-1.29932,-1.46526,1.60703,-8.38577,4.28362
-29.1172,0.960777,0.0992107,5,31,0,33.4652,-1.54935,-0.788443,-0.271157,0.204596,-1.84654,-3.68998,-7.58994,0.767182,-3.92189,0.0202864,0.384739,0.765458
-28.2355,0.99404,0.0992107,5,31,0,29.4926,-0.681052,-0.653304,-0.358889,0.105036,-3.95986,-0.548842,-1.44975,-0.104151,1.92009,-3.29275,-4.7108,-3.40218
-29.087,0.951543,0.0992107,5,63,0,29.7134,-1.14379,-0.801156,-0.316258,0.0443617,-2.4353,0.185139,3.77853,0.265251,0.189291,-9.38502,0.433803,-8.82537
-30.8972,0.97118,0.0992107,5,31,0,33.6423,-0.616837,0.504547,-0.380587,-1.14954,-1.36136,-3.19507,-2.26712,-0.572285,3.61111,-3.5865,-7.79954,-6.66906
-30.5668,0.997989,0.0992107,5,63,0,32.807,-1.6485,0.244223,-0.0580815,-0.857953,0.740904,0.834339,-5.85948,-2.6234,-4.1564,0.133423,7.15878,-1.11812
-28.4164,0.984483,0.0992107,4,19,0,30.9499,-1.10385,0.0834001,-0.19858,-0.45784,-4.71275,1.01128,6.87527,-0.66391,-2.35929,6.2928,-1.02888,5.0251
-29.3309,0.999206,0.0992107,5,31,0,29.7404,-0.696541,-1.64609,-0.311915,1.09265,1.64578,0.067815,-2.31945,0.785433,1.44629,-6.56465,0.415407,-4.05705
-28.8076,0.998532,0.0992107,4,31,0,30.1047,-0.655697,-1.19086,-0.328152,0.875867,-0.289698,-1.76164,0.795968,1.49563,0.817274,5.49292,-4.33178,6.86953
-28.3073,0.996634,0.0992107,5,63,0,30.3715,-0.65165,0.118433,-0.243398,-0.561277,-2.2147,2.31486,5.64411,-0.409738,1.85913,1.31096,-3.57803,-0.412698
-29.6075,0.982078,0.0992107,5,63,0,31.2319,-1.24995,-1.01742,-0.528824,0.334137,-2.32462,-1.99187,-0.871177,1.03786,-0.99548,-3.4783,-7.41485,-2.84044
-32.1672,0.999128,0.0992107,5,31,0,34.0555,-1.48899,-2.16854,-0.470788,1.50175,-0.0455613,-1.98995,5.26842,1.60293,-2.93972,-4.45105,-3.30441,-0.955054
-33.82,0.954556,0.0992107,3,15,0,34.2958,-1.504,-2.36192,-0.488999,1.48481,-0.356504,-1.03166,-3.79008,0.431047,-1.29003,-10.9441,-1.939,-7.14873
-31.1432,0.997276,0.0992107,5,31,0,35.9155,-1.67483,-1.18331,-0.568901,0.583948,3.52932,0.74431,4.12435,-3.84801,-3.99454,1.93174,-7.87107,3.05797
-29.0719,0.993814,0.0992107,5,31,0,32.5413,-1.18541,0.356198,-0.290763,-0.796303,4.19707,0.676571,12.3236,-1.15667,-2.09629,5.87516,-5.12436,3.70401
-29.8921,0.958143,0.0992107,5,31,0,32.6972,-0.291178,-1.37043,-0.275007,0.830476,1.17808,-0.629495,2.57324,3.26112,4.4849,-7.61838,1.46717,-5.77548
-30.3738,0.995371,0.0992107,4,15,0,30.6615,-0.282419,-1.3877,-0.283151,1.13558,0.670016,0.951755,0.600015,-0.361388,4.00818,7.20325,-2.02004,9.26583
-31.0833,0.946875,0.0992107,5,31,0,32.3642,-0.321396,-1.47485,-0.291488,1.28114,-1.69652,-2.06685,-1.5741,0.157556,3.57898,10.562,-2.4239,12.8975
-33.201,0.828616,0.0992107,3,7,0,34.6455,-0.391912,-1.99069,-0.329393,1.21278,-1.89672,-1.93909,-3.31006,-0.77561,4.35872,-16.6749,4.00699,-13.5674
-31.0675,0.976604,0.0992107,2,7,0,34.0409,-0.38162,-1.91324,-0.339059,1.32336,0.516365,2.08449,-4.29811,2.66497,3.75446,-9.51876,0.921195,-6.51431
-29.8639,0.997689,0.0992107,3,11,0,31.3235,-0.477054,-1.73808,-0.328329,1.34798,2.61362,-1.9055,-1.62983,-0.438837,2.42756,0.0499236,-1.59441,2.79275
-29.8511,0.952543,0.0992107,4,31,0,31.6554,-0.577483,-1.64916,-0.314134,1.04489,-2.68009,1.86897,1.96153,-1.27087,2.54709,-9.22447,1.0822,-6.76697
-29.6862,0.973055,0.0992107,5,63,0,33.1592,-0.411193,0.197383,-0.248809,-0.466971,2.59815,-0.627619,-5.45769,3.26573,3.32843,9.60535,-7.11348,7.48721
-28.3,0.999949,0.0992107,4,15,0,29.8976,-0.614248,0.143757,-0.158742,-0.590501,-2.82616,-1.59706,4.81763,-0.723668,2.0622,-0.481835,0.628776,-1.98772
-28.3955,0.9898,0.0992107,2,7,0,28.472,-0.618668,0.114065,-0.157727,-0.608216,-0.414738,-0.479423,0.376169,-0.165877,2.27809,-2.796,1.42347,-4.21849
-28.8141,0.996096,0.0992107,5,63,0,30.0899,-1.00839,-0.657822,-0.0395709,0.30951,0.723848,0.810934,9.66289,-0.187458,-2.05455,3.84122,8.45741,4.86439
-29.0297,0.984139,0.0992107,5,63,0,30.3669,-1.33714,-0.242226,-0.112443,-0.148266,-1.17757,0.449251,-6.5238,-1.71313,-4.25959,5.67369,4.25044,5.49521
-29.103,0.988223,0.0992107,5,31,0,30.869,-1.42133,-0.350251,-0.410049,-0.328764,-1.4175,1.18901,9.51291,1.00167,-1.95925,-2.11117,-4.72881,-2.69379
-28.2439,1,0.0992107,4,15,0,29.2,-1.2016,-0.573585,-0.347768,-0.0340088,2.5409,-0.482426,5.00029,0.757974,-1.30567,-2.52554,-3.02716,-2.53537
-28.337,0.932036,0.0992107,4,31,0,32.6967,-1.14115,-0.917242,-0.238191,0.298094,1.05382,-0.00908459,11.6777,3.37791,-0.942995,-5.59301,2.06971,-4.58572
-29.7937,0.97181,0.0992107,5,47,0,31.5034,-1.10804,0.15025,-0.0223191,-0.802974,-3.03388,-1.67941,5.49818,0.0668841,-0.0999657,-7.56042,9.31464,-8.62866
-31.5949,0.996374,0.0992107,5,31,0,32.7714,-0.142983,0.628801,-0.128,-0.865777,2.67215,0.467373,-5.27808,1.07964,5.80676,10.003,-3.1281,7.1306
-30.9678,1,0.0992107,3,7,0,31.7962,-0.172277,0.592233,-0.125859,-0.896599,2.27985,1.06278,-1.04047,0.816826,5.64313,6.07855,-1.9872,3.30831
-30.2311,0.990826,0.0992107,5,47,0,33.541,-0.123584,-0.093566,-0.282497,-0.316812,-2.19555,-1.20633,-7.22846,2.90124,6.15042,1.56351,-6.06684,-0.0593409
-28.0656,0.998321,0.0992107,4,31,0,31.745,-1.01503,-0.023116,-0.285209,-0.448498,6.98846,0.130878,-2.32219,-0.185536,-0.828997,2.29196,-3.88016,0.997922
-28.0072,0.968698,0.0992107,6,63,0,29.7801,-0.629747,-0.92197,-0.29744,0.489096,0.658569,0.0801142,6.68372,-2.27113,1.56101,-0.15818,-2.65539,0.593545
-27.5957,0.999924,0.0992107,5,31,0,28.3788,-0.781695,-0.53385,-0.19958,0.101335,-1.47036,0.862346,4.48123,-0.946982,0.377654,0.0885114,0.87897,0.237743
-27.714,0.942915,0.0992107,4,31,0,29.4885,-0.930748,-0.268498,-0.16315,-0.154274,2.17047,-2.36361,-2.39464,-0.190048,-0.840194,1.6155,1.86033,1.26237
-27.9514,0.9972,0.0992107,5,31,0,28.0604,-0.974336,-0.14494,-0.298686,-0.324005,0.174921,0.14885,-2.1478,0.451185,-0.569025,2.02939,-4.23988,0.974939
-27.9879,0.99961,0.0992107,5,63,0,29.115,-0.940963,-0.616174,-0.367859,0.124707,0.361704,-1.17455,-2.70387,1.71468,-0.267274,0.644102,-5.56993,0.539147
-29.2417,0.996585,0.0992107,4,15,0,29.4676,-0.876705,-0.177679,-0.469126,-0.410614,0.402022,-0.430778,-3.78669,0.141764,1.23408,-0.533385,-9.84462,-2.05047
-29.2395,0.981789,0.0992107,4,31,0,32.1864,-1.05443,0.363915,-0.263383,-1.02708,1.63222,-1.33154,-13.6816,0.861839,0.465211,-4.66615,-1.36181,-6.77
-28.3462,0.997493,0.0992107,5,31,0,29.8407,-0.87455,-0.535586,-0.114469,-0.0453727,-2.5645,1.24262,2.78152,-1.5154,0.738495,-6.97259,6.28789,-6.6276
-28.345,0.999445,0.0992107,5,31,0,29.8769,-1.22948,-0.404189,-0.185324,0.0028263,3.27746,0.66972,5.92821,0.978245,-3.32659,4.67602,1.42189,4.68408
-29.9002,0.985568,0.0992107,5,31,0,30.7593,-0.548751,0.199799,0.0282682,-0.421161,-2.08521,-0.042871,6.0169,0.718822,1.43032,8.86893,8.63162,8.04421
-29.4158,0.970982,0.0992107,5,63,0,33.0933,-0.338693,-0.92693,-0.388102,0.553652,-3.41641,0.0329609,-10.0137,2.64659,3.92712,3.51275,-8.22477,3.78627
-28.2331,0.991935,0.0992107,5,31,0,30.0926,-0.848216,-0.906663,-0.141449,0.371771,3.69036,-0.772576,-7.82526,0.184883,0.506646,-5.5602,5.583,-4.36972
-28.9665,0.932199,0.0992107,3,7,0,29.8865,-0.887545,-1.01438,-0.15098,0.373075,-1.1102,0.953109,-2.41145,1.50971,1.03553,-9.73696,6.26155,-8.38549
-28.2516,0.973225,0.0992107,4,31,0,30.8117,-1.31925,-0.427521,-0.257785,-0.112835,-1.9281,2.7829,-5.55453,0.490803,-2.72197,0.277911,-0.347296,0.171878
-28.2721,0.998204,0.0992107,4,31,0,31.2782,-0.99405,-1.03307,-0.153434,0.603335,3.81837,-1.59695,5.50951,2.01334,-1.42395,0.178155,4.49035,1.73357
-29.9109,0.909777,0.0992107,5,35,0,32.2703,-0.961813,-0.676988,0.00947219,0.427082,-0.477859,-2.4228,-8.94925,-0.129604,-2.19971,8.17154,10.7619,9.53956
-30.0295,0.888768,0.0992107,6,63,0,34.3892,-1.15845,-0.884917,-0.532968,0.0995896,2.09168,0.719755,-11.252,3.21572,0.260738,-6.96558,-6.64276,-6.67833
-29.8288,0.994034,0.0992107,5,63,0,31.2865,-1.242,-1.06781,-0.161578,0.776329,-1.63429,-0.196094,-10.3941,-0.239342,-4.3108,8.23167,3.68944,9.98082
-30.2048,0.998422,0.0992107,5,31,0,31.9363,-0.708638,-1.6714,-0.178209,1.39032,3.61326,-1.40161,-3.90375,-0.702836,0.110613,5.21053,4.98788,8.49886
-29.0416,0.99976,0.0992107,5,31,0,32.0611,-1.35943,-0.8149,-0.370402,0.0907301,-1.93722,-2.16919,5.01119,2.35124,-1.4157,-5.77865,-1.95159,-5.22005
-29.7533,0.996168,0.0992107,4,15,0,29.8889,-1.51285,-1.05668,-0.359173,0.284283,-0.360324,0.608897,-1.76881,-0.0433644,-1.93991,-6.69083,-0.752427,-5.54403
-30.862,0.987504,0.0992107,5,55,0,32.7419,-1.63107,0.221709,-0.366818,-1.07575,-4.12399,-0.00557358,-3.78849,1.39017,-1.51878,-5.56295,-2.2487,-7.29016
-30.5208,0.999844,0.0992107,2,3,0,30.9557,-1.63767,0.244735,-0.362145,-1.03788,0.346346,-0.651094,-2.19514,-1.06155,-2.11069,-3.46245,-2.80234,-5.23269
