# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1099984735
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_null_soccr_study1_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,p_gamma.1,g_gamma.1
-30.2808,0.972313,0.605795,3,7,0,31.1118,-0.461832,4.0657,1.93436
-30.2844,0.987291,0.605795,3,7,0,30.6797,-0.841314,-2.80419,-1.87926
-30.2269,1,0.605795,3,7,0,30.2794,-0.807903,1.02177,-1.56241
-30.2184,0.998823,0.605795,2,5,0,30.2837,-0.497558,-1.13994,1.55744
-30.231,0.999591,0.605795,2,3,0,30.2378,-0.489649,0.367092,1.64062
-30.2028,1,0.605795,3,7,0,30.2303,-0.507916,-0.738726,1.44875
-30.4523,0.963006,0.605795,2,3,0,30.7208,-0.388094,-2.31072,2.72166
-30.2321,1,0.605795,2,3,0,30.4646,-0.489004,-2.15073,1.6474
-30.11,0.994455,0.605795,1,3,0,30.3263,-0.607665,-2.07432,0.416823
-30.131,0.999352,0.605795,3,7,0,30.1325,-0.572454,0.169701,0.777922
-30.1195,0.999147,0.605795,3,7,0,30.1646,-0.589028,0.946525,0.607502
-30.1182,0.998797,0.605795,3,7,0,30.1592,-0.706555,-0.902713,-0.577189
-30.1223,0.999621,0.605795,1,1,0,30.1227,-0.71336,0.0834849,-0.644437
-30.1284,0.999447,0.605795,1,1,0,30.1287,-0.722198,0.0764968,-0.731544
-30.1452,0.982318,0.605795,1,3,0,30.4448,-0.556024,2.44105,0.947624
-30.2005,0.99117,0.605795,2,5,0,30.3003,-0.79001,-1.40889,-1.39108
-30.5057,0.950316,0.605795,3,7,0,31.5265,-0.936585,-4.50621,-2.75986
-30.1033,0.969842,0.605795,2,5,0,31.1064,-0.668092,-4.4667,-0.19423
-30.9368,0.931389,0.605795,3,7,0,31.7547,-1.06588,4.03324,-3.89832
-31.132,0.984876,0.605795,1,1,0,31.1456,-1.11348,0.521206,-4.30033
-30.9542,1,0.605795,2,3,0,31.1359,-1.07033,1.90069,-3.93624
-30.2313,0.996726,0.605795,3,7,0,31.1677,-0.810714,-4.31564,-1.58923
-30.3676,0.977356,0.605795,2,3,0,30.5861,-0.881545,2.08459,-2.25531
-30.1055,0.981226,0.605795,1,3,0,30.7011,-0.677141,-3.44196,-0.284761
-30.2113,0.983837,0.605795,1,3,0,30.3296,-0.7976,-1.53416,-1.46389
-30.1127,0.996535,0.605795,1,3,0,30.2772,-0.696198,1.80846,-0.474542
-30.1149,0.999936,0.605795,2,3,0,30.1152,-0.700461,0.0865633,-0.516833
-30.1536,0.997804,0.605795,2,5,0,30.156,-0.547579,-0.219001,1.03514
-30.1081,0.998817,0.605795,1,3,0,30.1779,-0.612638,-1.17897,0.366118
-30.5674,0.976471,0.605795,3,7,0,30.6597,-0.348866,1.35497,3.14511
-30.1733,1,0.605795,2,3,0,30.5332,-0.530079,-2.67581,1.21712
-30.1091,0.985083,0.605795,1,3,0,30.416,-0.687781,-2.47061,-0.390859
-30.4223,0.979947,0.605795,2,5,0,30.4349,-0.904709,-0.49959,-2.46907
-30.1096,0.999542,0.605795,3,7,0,30.4435,-0.688959,-2.5772,-0.402589
-30.2166,0.970663,0.605795,2,5,0,30.5712,-0.498688,-2.65555,1.54557
-30.1186,1,0.605795,2,3,0,30.2079,-0.590673,1.33338,0.590633
-30.1403,0.984389,0.605795,2,5,0,30.3697,-0.736972,2.13629,-0.876586
-30.225,0.994682,0.605795,2,3,0,30.231,-0.806648,0.345394,-1.55043
-30.473,0.88592,0.605795,1,3,0,32.3716,-0.380627,-6.1453,2.80203
-30.5966,0.987751,0.605795,1,1,0,30.6015,-0.339713,-0.311021,3.24433
-30.6653,0.990235,0.605795,2,5,0,30.9079,-0.989805,-2.19667,-3.23654
-30.102,0.944095,0.605795,1,3,0,31.757,-0.638388,-5.73751,0.10474
-30.2368,0.990134,0.605795,2,5,0,30.2591,-0.814102,0.665999,-1.6215
-30.7126,0.969899,0.605795,3,7,0,31.098,-1.00414,2.76894,-3.36301
-30.1639,0.99736,0.605795,3,7,0,30.8743,-0.538089,-3.75924,1.13372
-30.1281,0.996891,0.605795,2,5,0,30.2209,-0.721762,1.35836,-0.727257
-30.2586,0.954002,0.605795,2,5,0,30.8832,-0.473678,3.52487,1.80904
-30.6646,0.940325,0.605795,2,3,0,31.0979,-0.31944,-2.93558,3.46462
-30.4676,0.995025,0.605795,2,3,0,30.793,-0.382545,2.54394,2.78137
-30.3625,1,0.605795,1,1,0,30.4587,-0.423592,-1.383,2.34116
-30.7769,0.98743,0.605795,3,7,0,30.85,-0.28854,-1.20535,3.80174
-31.9312,0.962827,0.605795,3,7,0,32.1265,-0.0604016,1.97092,6.32612
-30.8266,1,0.605795,3,7,0,31.9992,-1.03667,4.82956,-3.64694
-30.6597,1,0.605795,1,1,0,30.8178,-0.98808,1.77335,-3.22127
-30.5937,1,0.605795,1,1,0,30.6742,-0.966959,-1.26552,-3.03328
-30.6729,0.993514,0.605795,1,1,0,30.6894,-0.992157,-0.572966,-3.25735
-30.2119,1,0.605795,3,7,0,30.6362,-0.797983,-2.90527,-1.46756
-30.1994,1,0.605795,1,1,0,30.2153,-0.789227,0.562809,-1.38356
-30.2011,0.994921,0.605795,3,7,0,30.3952,-0.509096,-1.96471,1.43639
-33.5189,0.827194,0.605795,2,7,0,33.5189,-1.51943,-0.0389315,-7.34314
-33.5236,0.999904,0.605795,2,3,0,33.7702,-1.52007,-2.21499,-7.34739
-32.6453,1,0.605795,1,1,0,33.4679,-1.39305,-4.04523,-6.47035
-32.3642,1,0.605795,1,1,0,32.7022,-1.3485,-2.59325,-6.14664
-32.1006,1,0.605795,1,1,0,32.4112,-1.30445,-2.48542,-5.81839
-32.501,0.990974,0.605795,2,3,0,32.5354,-1.37048,-0.826592,-6.30739
-32.2204,1,0.605795,1,1,0,32.5496,-1.32477,-2.55891,-5.97083
-31.7035,1,0.605795,1,1,0,32.1881,-1.23282,3.10491,-5.26697
-31.471,0.988695,0.605795,2,3,0,32.1433,-1.18711,-3.65693,-4.90379
-30.3854,0.982724,0.605795,1,3,0,31.9587,-0.889294,-5.59413,-2.32704
-31.6032,0.9027,0.605795,2,5,0,32.4305,-0.114875,4.05673,5.71939
-30.9196,0.990723,0.605795,2,3,0,31.8449,-0.252844,4.29009,4.19298
-30.5056,1,0.605795,3,7,0,30.9024,-0.936565,-2.80938,-2.75968
-30.5048,0.988067,0.605795,3,7,0,31.0544,-0.936286,-3.30616,-2.75716
-30.6961,0.986929,0.605795,2,5,0,30.8645,-0.310494,-1.83056,3.56206
-30.1049,0.932429,0.605795,2,5,0,31.8558,-0.674792,-5.90157,-0.261281
-30.6137,0.977888,0.605795,3,7,0,30.6426,-0.334505,-0.758619,3.30086
-30.7408,0.987321,0.605795,1,1,0,30.7545,-0.298179,-0.523265,3.69641
-30.8386,0.990175,0.605795,1,1,0,30.8696,-0.272667,0.78533,3.97549
-30.6021,0.992747,0.605795,2,3,0,31.0246,-0.338042,-2.89883,3.26246
-30.2099,1,0.605795,2,3,0,30.5779,-0.503121,2.70574,1.49903
-30.3079,0.980081,0.605795,2,5,0,30.5429,-0.853433,2.16191,-1.99317
-32.6869,0.907669,0.605795,3,7,0,33.1007,-1.39946,2.86902,-6.51622
-30.2882,0.994424,0.605795,2,5,0,32.542,-0.843306,6.6956,-1.89801
-33.059,0.824254,0.605795,2,5,0,33.9362,0.0962401,-4.17691,8.07322
-34.6452,0.864457,0.605795,2,3,0,35.9149,0.271594,5.02551,10.0128
-35.1142,0.953822,0.605795,1,1,0,35.412,0.317295,2.43379,10.512
-35.2872,0.982801,0.605795,1,1,0,35.7306,0.33361,-2.96996,10.6894
-35.7497,0.892141,0.605795,2,3,0,38.3088,0.375968,7.13462,11.1478
