# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1861130243
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_age_nointeraction_soccr_study2_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,p_gamma.1,p_z_beta.1,p_z_beta.2,g_gamma.1,g_z_beta.1,g_z_beta.2
-46.1398,0.990997,0.593493,3,7,0,47.5093,0.587271,-0.123909,0.0593929,-2.50218,8.5797,-9.71691,5.00867,19.025,14.3638
-48.2912,0.924452,0.593493,2,3,0,49.2718,0.748927,-0.162811,0.161582,0.877758,-10.4261,6.42456,6.89985,17.2857,22.3548
-48.0101,1,0.593493,2,3,0,48.8971,0.649869,-0.162927,0.176057,3.42253,5.08681,5.24785,5.49297,17.0887,23.9176
-44.4369,0.981029,0.593493,2,3,0,49.9212,-0.197279,-0.243308,-0.110458,1.89111,16.6652,23.3655,-6.85176,5.97184,-1.87606
-42.8848,1,0.593493,2,3,0,44.435,0.451952,-0.319975,-0.0312809,-5.35216,5.91217,-0.182181,2.19335,0.580578,4.86032
-42.8492,0.983034,0.593493,3,7,0,43.6097,0.177914,-0.30939,-0.155277,2.73529,-4.98387,-6.2618,-1.59422,0.314755,-5.56259
-43.6765,0.907436,0.593493,3,7,0,44.9089,0.691739,-0.305304,-0.114434,-1.70616,-3.15901,12.5304,5.31398,3.07725,-1.38077
-44.1489,0.992281,0.593493,3,7,0,44.8064,0.222292,-0.486342,0.0119808,3.75138,-0.504443,-0.35094,-1.43999,-13.0715,7.04922
-43.7125,0.992309,0.593493,3,7,0,45.3565,0.584978,-0.336925,-0.216391,-0.767713,16.0631,-1.74268,3.45425,0.0975342,-9.32956
-44.3721,0.952481,0.593493,2,7,0,45.3341,0.472342,-0.499713,-0.204184,-2.78232,1.1283,9.48961,1.15642,-12.3926,-7.45384
-44.1598,0.982733,0.593493,3,7,0,45.5926,0.0326698,-0.185029,0.00769124,3.85337,2.62847,10.295,-3.49853,11.75,9.14737
-43.3552,0.922201,0.593493,2,3,0,45.7483,0.469738,-0.264346,0.00703614,-1.73512,14.1708,12.3797,2.75447,5.63753,8.48279
-43.1017,0.89498,0.593493,2,3,0,44.8938,0.547651,-0.282315,-0.0838721,4.41917,7.84076,8.73054,3.63346,4.04764,0.798201
-43.7142,0.938099,0.593493,3,7,0,44.4284,0.103035,-0.456926,-0.0573085,-3.83745,0.524305,-2.01812,-2.77832,-11.5496,2.18387
-47.435,0.836078,0.593493,3,7,0,48.4474,0.647877,-0.585736,-0.345986,-2.85029,-9.80296,2.45056,2.21355,-14.7005,-14.5593
-44.7558,0.968284,0.593493,2,3,0,48.9271,0.627485,-0.318187,-0.289078,3.64268,-14.7762,-18.278,3.81607,2.2325,-14.4714
-43.2163,0.994973,0.593493,2,7,0,45.3312,0.26726,-0.219833,-0.0154549,-4.42362,-3.29384,13.1311,-0.00708489,8.65319,6.75329
-44.0272,0.935433,0.593493,3,7,0,44.6638,-0.0987136,-0.254485,-0.168177,0.632775,6.16074,7.6231,-5.3903,4.89455,-6.86333
-43.0987,1,0.593493,3,7,0,44.2309,0.540085,-0.284356,-0.12303,-3.47692,6.04434,-7.21635,3.44077,3.77014,-2.40869
-43.0048,0.966165,0.593493,3,7,0,44.2428,0.0881996,-0.285144,-0.141496,2.14631,8.15549,-9.6348,-2.77656,2.18166,-4.56347
-43.3656,0.949951,0.593493,2,7,0,44.1247,0.637373,-0.352814,-0.0756763,-3.33454,4.34962,-4.34361,4.34098,-0.995497,1.42273
-43.119,0.956596,0.593493,2,7,0,45.4221,0.438866,-0.227117,-0.11119,-4.29005,14.699,-4.0739,2.35202,8.139,-1.56422
-44.7178,0.883457,0.593493,2,3,0,45.1137,0.474035,-0.171887,0.0477857,1.78803,4.65337,-4.1401,3.20449,14.2209,12.9433
-44.0215,1,0.593493,3,7,0,44.931,0.483652,-0.176218,-0.0200569,-0.812863,-4.52981,-10.6783,3.32564,13.2779,6.77009
-42.7708,0.980842,0.593493,3,7,0,44.7545,0.265822,-0.310371,-0.0202033,-3.01511,-13.2753,-8.44332,-0.29737,0.62875,5.72552
-44.3393,0.932433,0.593493,3,7,0,44.3732,-0.0286934,-0.322018,0.0716449,0.45725,0.954243,1.67522,-4.39834,0.0798351,13.4466
-45.1804,0.907844,0.593493,2,3,0,46.3099,-0.119727,-0.201289,0.0518485,-2.89027,-2.84614,10.2332,-5.81747,10.7218,13.1306
-44.5256,1,0.593493,2,3,0,45.2358,-0.0411701,-0.190653,0.0210692,2.7955,-1.91853,-7.00684,-4.63008,11.3454,10.358
-44.8641,0.995226,0.593493,3,7,0,45.475,0.625206,-0.505777,-0.219629,3.47734,0.917507,2.54543,2.73803,-11.5949,-8.18242
-42.9697,1,0.593493,3,7,0,44.8351,0.138422,-0.256257,-0.038603,2.19981,-13.6539,-8.59084,-1.98348,4.94491,4.38726
-44.4377,0.902754,0.593493,2,3,0,44.6082,0.0619474,-0.127398,-0.0716429,-1.18274,0.185236,3.99343,-3.03317,16.6875,2.01919
-44.554,0.9587,0.593493,3,7,0,45.9235,0.400883,-0.54226,-0.0593235,-2.99243,7.49923,9.57627,0.240059,-16.3231,2.07793
-42.9044,0.996608,0.593493,2,7,0,44.7941,0.0852244,-0.278882,-0.0876439,0.177766,17.3413,-2.04482,-2.79187,2.70388,-0.00783138
-43.1607,0.961856,0.593493,2,7,0,43.9214,0.0466104,-0.363032,-0.0474614,-0.305312,10.1703,-4.20104,-3.38354,-4.33754,3.14637
-46.7709,0.799221,0.593493,2,3,0,47.0601,0.995654,-0.366223,0.0708227,-0.189677,-0.798637,-6.55776,8.73023,2.27928,12.6635
-44.1095,0.972805,0.593493,2,3,0,48.2936,0.276911,-0.433013,0.0737101,7.72029,-0.351463,14.6164,-0.580009,-8.32787,12.1539
-42.914,0.99485,0.593493,2,3,0,44.4131,0.474422,-0.368521,-0.0540274,-0.175745,8.4804,-12.6356,2.18242,-3.30745,2.84645
-43.4739,0.959418,0.593493,2,7,0,44.103,0.500524,-0.453902,-0.0918165,0.0908086,8.77111,4.81313,1.89771,-9.61762,-0.0530286
-43.6486,0.96204,0.593493,3,7,0,44.643,0.061959,-0.437156,-0.127069,0.648021,-12.5369,-0.594332,-3.25751,-10.0326,-2.90757
-43.7872,0.994474,0.593493,2,7,0,43.99,0.00626516,-0.417329,-0.1571,-0.15693,-5.19675,2.29205,-3.92504,-8.41545,-5.2078
-45.1006,0.956397,0.593493,3,7,0,45.6928,0.545762,-0.122424,-0.0218153,-0.973658,-9.37426,-0.815672,4.41795,18.3423,7.05464
-44.0852,1,0.593493,3,7,0,45.215,0.0233502,-0.463531,-0.130901,-1.50902,-11.4556,-5.66881,-3.72967,-11.9534,-3.0561
-50.9517,0.734065,0.593493,2,7,0,51.2417,1.15727,-0.191427,-0.37616,0.317266,4.88331,4.57246,10.0199,14.4276,-16.9436
-48.7976,1,0.593493,2,3,0,51.7798,0.940313,-0.282184,-0.411191,5.96814,14.5234,-1.6852,6.88183,7.30088,-20.7638
-43.7069,1,0.593493,2,3,0,48.384,0.546316,-0.326334,-0.228037,-6.26473,-4.96646,20.2267,2.99763,0.753724,-10.3622
-43.8252,0.922023,0.593493,3,7,0,46.233,0.141517,-0.338436,0.0735553,-4.68479,-8.54136,11.9061,-2.06745,-1.16364,13.3864
-44.4869,0.94439,0.593493,3,7,0,46.0742,0.747681,-0.468833,-0.141042,2.06828,-6.25061,13.1863,4.52634,-8.52565,-3.07284
-46.058,0.893404,0.593493,3,7,0,47.6194,0.915843,-0.270441,0.0253751,3.51566,-10.7161,-6.46344,8.67305,8.31319,10.0674
-44.4643,1,0.593493,2,3,0,46.2669,0.663348,-0.267189,0.0407558,6.17323,1.58025,1.39895,5.40595,6.81702,11.3375
-44.1994,1,0.593493,3,7,0,45.3942,-0.169472,-0.336652,-0.146993,1.0605,-5.30192,-12.1209,-6.24637,-1.97359,-4.81226
-44.0381,1,0.593493,3,7,0,45.0691,0.728617,-0.303734,-0.0335862,1.17721,8.68436,-8.70715,5.9604,3.76471,5.05969
-43.1713,0.997468,0.593493,2,3,0,44.5407,0.256,-0.410734,-0.0127136,4.92392,1.39088,5.88983,-0.776249,-7.51748,5.73047
-43.5637,0.908778,0.593493,3,7,0,46.1008,0.4951,-0.21828,-0.167298,-5.51874,13.4319,-0.652331,3.03685,9.0752,-6.12807
-45.1882,0.82884,0.593493,3,7,0,47.156,-0.104141,-0.403725,-0.265611,-2.4371,-11.4735,11.5322,-5.24517,-6.22915,-13.0646
-43.3971,0.98893,0.593493,2,7,0,45.9779,0.169628,-0.212275,-0.00937334,-5.72361,-4.82399,-11.7591,-1.44505,9.188,7.33914
-44.0833,0.876338,0.593493,3,7,0,45.6346,0.611481,-0.407841,-0.22787,4.30074,10.5546,-0.365489,3.28224,-4.90122,-9.59493
-45.4801,0.929708,0.593493,3,7,0,46.5236,-0.0972772,-0.322747,0.123233,-0.564016,10.2555,-7.5709,-5.34243,0.84158,17.8304
-47.3112,0.912831,0.593493,3,7,0,49.5562,0.934307,-0.297507,-0.338634,5.02355,10.1319,8.12182,7.25048,5.85123,-16.2175
-43.2358,1,0.593493,2,3,0,47.6913,0.134071,-0.325123,-0.196727,6.25396,3.77013,-19.6536,-2.23909,-0.834724,-8.79176
-43.251,0.990599,0.593493,3,7,0,44.0873,0.352149,-0.226629,-0.00965869,2.29763,-7.93703,5.51798,1.2231,8.33581,7.26126
-44.229,0.917152,0.593493,3,7,0,45.0999,0.497147,-0.405834,-0.268293,-2.92235,-3.62986,7.70905,1.86343,-5.06992,-12.65
-43.7771,0.948718,0.593493,2,3,0,45.4821,0.546057,-0.366161,-0.231997,2.46649,-4.33853,-14.0706,2.75794,-2.23724,-10.3775
-43.5184,0.977726,0.593493,3,7,0,44.9735,0.152631,-0.267084,0.0408048,4.53836,-5.52232,-6.82964,-1.78351,4.64148,11.3962
-42.9461,0.984128,0.593493,3,7,0,44.2202,0.448778,-0.380976,-0.137314,0.915375,-1.52333,-13.6072,1.67549,-4.43763,-3.57835
-44.0094,0.90486,0.593493,1,3,0,44.6703,0.535714,-0.463914,-0.194424,-0.950186,8.43287,5.20878,2.09934,-9.63629,-7.03972
-44.1832,0.971534,0.593493,3,7,0,45.8186,-0.0724144,-0.183523,-0.089979,3.06536,4.73414,12.6755,-5.09593,11.2948,0.0311746
-43.7318,1,0.593493,2,7,0,44.5482,-0.0371032,-0.228203,-0.034751,-1.98992,8.28312,-5.61037,-4.55251,7.41273,4.87596
-43.0215,0.999196,0.593493,3,7,0,44.0051,0.370915,-0.420218,-0.100418,3.9866,-4.80858,-3.90652,0.547393,-7.91987,-0.837761
-42.9738,0.993654,0.593493,3,7,0,43.4548,0.285991,-0.317894,-0.188126,-0.760541,8.38532,-1.69626,-0.215379,0.0496528,-7.997
-43.0299,0.958131,0.593493,3,7,0,43.931,0.164633,-0.360798,-0.00849,-3.56583,-5.19405,-4.64459,-1.80792,-3.79114,6.34829
-44.8471,0.888401,0.593493,2,3,0,45.1167,0.280961,-0.531707,0.0269749,-1.84307,3.36173,2.50971,-0.951223,-15.8508,7.74436
-44.7565,0.999724,0.593493,3,7,0,45.6235,0.38102,-0.135083,-0.217329,0.280937,-8.25621,-8.18387,1.52916,15.9149,-10.6127
-43.145,0.841217,0.593493,2,3,0,48.1998,0.378284,-0.345891,-0.202108,-0.301565,-28.1833,4.53684,0.849431,-1.74977,-8.73434
-43.2368,0.994071,0.593493,3,7,0,43.7469,0.374367,-0.444826,-0.094041,-0.39515,-1.8047,8.55652,0.4667,-9.73008,-0.338701
-46.1551,0.805611,0.593493,2,3,0,46.6146,0.985998,-0.321658,0.0047363,1.1228,7.62281,2.50202,9.06005,4.92731,8.16964
-43.7791,1,0.593493,2,3,0,46.2687,0.707589,-0.340544,-0.0469852,-6.63271,-2.7566,-7.73532,5.37409,0.624005,3.79481
-42.8489,1,0.593493,2,3,0,43.8526,0.391996,-0.317752,-0.0181447,-4.58368,1.03249,-1.6954,1.404,0.531272,5.91917
-45.6128,0.653603,0.593493,2,3,0,48.6871,0.158312,-0.363456,0.175939,3.66153,5.789,-18.4438,-1.91114,-1.46199,21.4228
-45.2178,0.973146,0.593493,2,3,0,46.967,-0.133752,-0.394528,0.0820569,-0.503797,-0.561715,16.2244,-5.72735,-5.64224,13.3203
-44.4949,1,0.593493,2,3,0,45.3428,-0.00452673,-0.362437,0.0858628,-3.5434,-5.29417,3.69375,-4.06069,-3.11632,14.0864
-45.823,0.946356,0.593493,3,7,0,46.8242,-0.340953,-0.390141,-0.00079853,-1.80068,-1.11393,11.3052,-8.39137,-5.47873,6.8246
-46.8474,0.982182,0.593493,3,7,0,47.3024,1.12194,-0.376615,-0.147391,-0.384027,-5.80674,6.02737,9.68514,1.80786,-2.49132
-44.822,0.993965,0.593493,2,7,0,47.4574,0.816666,-0.464225,-0.0443356,-7.15786,-3.39289,5.20826,5.5032,-7.45591,3.64634
-44.0881,0.990533,0.593493,2,3,0,45.2165,0.753,-0.415473,-0.102642,4.01559,-6.48696,4.21696,5.16641,-4.75029,-0.460345
-43.4999,0.995528,0.593493,2,7,0,44.2844,0.531121,-0.44696,-0.118593,3.98674,-2.67958,0.0640401,2.27255,-8.86215,-1.92023
-44.14,0.771475,0.593493,2,7,0,49.9188,-0.0520186,-0.402274,0.0160298,9.16807,-8.19268,-14.8318,-4.6645,-7.10496,7.9898
-42.8512,0.983532,0.593493,3,7,0,44.8057,0.180029,-0.25877,-0.0476757,5.0429,5.63091,-9.3335,-1.38818,4.74738,3.58486
-43.7046,0.861755,0.593493,3,7,0,45.5814,0.453679,-0.453205,-0.184911,4.61196,-1.02055,-11.5536,1.24842,-9.47683,-6.59714
-44.242,0.968832,0.593493,3,7,0,45.3476,-0.000761538,-0.31338,-0.250392,2.45319,-11.0878,-3.1347,-4.01365,0.457791,-13.0392
-43.0357,1,0.593493,2,3,0,44.3905,0.0448591,-0.332269,-0.112568,-2.82513,0.484262,-12.2032,-3.39739,-1.86972,-2.11052
-42.941,0.994206,0.593493,2,3,0,43.2756,0.0757274,-0.312227,-0.0520591,2.3691,1.77255,2.85661,-2.94868,-0.0917664,2.94545
-44.2219,0.897424,0.593493,2,3,0,44.8017,-0.165279,-0.372454,-0.0460437,2.53213,6.73952,0.196937,-6.16358,-4.92213,3.254
-43.9095,0.97586,0.593493,2,7,0,45.2578,-0.0784617,-0.218663,-0.0611213,4.52933,7.42492,-2.8108,-5.17024,8.17106,2.528
-43.3205,0.964833,0.593493,2,3,0,45.0225,0.394575,-0.234729,-0.000437395,-3.90172,11.0455,6.01303,1.8133,7.83831,8.03907
-43.5736,0.949252,0.593493,3,7,0,44.9511,0.0295839,-0.318673,-0.200755,4.10232,-9.77991,0.57292,-3.61167,-0.378269,-9.19783
-43.0431,0.999385,0.593493,2,3,0,43.72,0.21989,-0.288546,-0.187515,-2.91333,-1.01225,-6.46257,-1.01628,2.27518,-8.19365
-43.23,0.994401,0.593493,2,3,0,43.3279,0.300787,-0.27904,-0.209499,-1.44533,-0.289572,-0.115256,0.0624719,3.38551,-9.85488
-45.3538,0.844814,0.593493,2,3,0,46.008,0.751144,-0.169516,-0.0492682,0.566703,-0.258159,9.84381,7.11749,14.8497,4.59068
-45.065,1,0.593493,3,7,0,45.8621,-0.268061,-0.394589,-0.135399,0.628882,-11.1927,-0.737236,-7.36059,-6.32579,-3.61153
-43.3992,0.9938,0.593493,3,7,0,45.4905,0.207082,-0.45151,-0.0987087,-5.49393,-10.0386,-3.07872,-1.54651,-10.9017,-0.769397
-42.6981,1,0.593493,2,3,0,43.4432,0.363371,-0.317848,-0.0417805,1.01564,10.613,-0.146354,0.998263,0.262649,3.93006
-44.0808,0.923049,0.593493,2,3,0,44.2497,0.0419007,-0.155484,-0.116212,0.363511,-3.80287,-3.33388,-3.36284,13.808,-2.2884
-43.5893,0.970838,0.593493,3,7,0,45.5903,0.635578,-0.40511,-0.141883,-2.07949,-15.3914,7.11584,3.78527,-4.97122,-3.51384
-42.6253,0.996207,0.593493,2,3,0,43.7602,0.294494,-0.322468,-0.0527508,-3.84293,6.76469,4.99038,0.0350894,-0.450565,2.94835
-42.9533,0.956308,0.593493,3,7,0,43.5085,0.17293,-0.286589,-0.166319,-3.07772,1.09769,-4.0233,-1.62756,2.25215,-6.54436
-42.9531,0.994232,0.593493,3,7,0,43.3735,0.426851,-0.364795,-0.0200568,-1.33129,1.60407,6.98794,1.61957,-3.14366,5.50609
-43.6147,0.925378,0.593493,2,7,0,44.7826,0.407097,-0.4768,-0.0696575,0.561851,11.7331,6.76161,0.688758,-11.8511,1.42675
-43.5048,0.843772,0.593493,3,7,0,48.2958,0.302175,-0.173421,-0.125748,5.93423,-4.78445,21.3667,0.517014,12.4555,-2.95994
-45.3363,0.883622,0.593493,2,3,0,45.6425,0.313947,-0.122319,-0.253256,0.246473,6.9311,0.960157,0.487276,16.8878,-13.763
-43.5049,1,0.593493,2,7,0,45.5273,0.209711,-0.364351,0.0517362,-0.0445736,-15.1586,9.54358,-1.20942,-3.42157,11.2522
-43.0155,0.997488,0.593493,3,7,0,43.9881,0.298805,-0.22589,-0.0443639,0.826833,6.2272,-10.3103,0.424947,8.00577,4.12023
-43.0271,0.929279,0.593493,2,3,0,44.0361,0.436838,-0.279941,-0.016101,1.63462,9.91582,6.47369,2.20622,3.96311,6.36374
-43.0183,0.915923,0.593493,3,7,0,45.4624,0.142996,-0.335188,-0.16923,2.68111,-18.2252,-2.86688,-2.11829,-1.80258,-6.582
-43.8041,0.956781,0.593493,3,7,0,44.4201,0.474086,-0.416491,0.0454933,1.48073,9.00323,-1.36975,1.93381,-6.36747,10.2329
-43.3186,0.980087,0.593493,3,7,0,44.6595,0.576556,-0.286176,-0.150227,-3.63225,4.59337,-9.50867,3.84608,3.83539,-4.48694
-44.286,0.96716,0.593493,3,7,0,44.7774,0.158431,-0.475811,0.0320579,1.83533,-7.00659,2.16304,-2.14595,-12.3344,8.55887
-43.7278,0.996542,0.593493,3,7,0,44.9067,0.0844221,-0.219408,-0.196116,4.26635,4.78543,-5.36576,-2.80291,8.01295,-9.30065
-44.022,0.957906,0.593493,2,3,0,44.667,-0.0745762,-0.215661,-0.145772,-1.59979,5.19459,-7.37866,-5.08778,8.25933,-5.02174
-43.8616,1,0.593493,3,7,0,44.4053,0.574221,-0.475843,-0.0903686,-2.0533,-3.27473,-6.52875,2.58379,-10.6228,0.140536
-43.4795,0.992714,0.593493,3,7,0,44.7784,0.615171,-0.267359,-0.0679389,-2.33917,12.9894,0.107134,4.66471,5.75697,2.27985
-42.8727,0.999461,0.593493,3,7,0,43.7658,0.132016,-0.322902,-0.141612,3.0247,7.897,-3.51171,-2.2266,-0.93394,-4.44917
-43.2637,0.977232,0.593493,3,7,0,43.7029,0.443899,-0.355967,-0.204099,-1.57039,-1.90726,-6.76685,1.62484,-2.21539,-8.68192
-43.2008,0.995061,0.593493,3,7,0,43.8947,0.423089,-0.302674,0.0189485,-3.04362,5.34789,3.60431,1.91902,2.23103,9.16375
-45.0379,0.872592,0.593493,2,7,0,45.8953,0.777635,-0.214243,-0.173256,-0.582719,0.271088,-11.2955,6.82767,10.8264,-5.54133
-43.3623,1,0.593493,2,3,0,45.4222,0.397553,-0.375531,-0.214973,5.13834,11.2044,-2.85936,0.935865,-3.84673,-9.42494
-43.414,0.923035,0.593493,3,7,0,45.3207,0.33663,-0.255831,0.0333127,6.27424,0.194053,3.34272,0.904223,6.05041,10.8384
-43.3382,0.966319,0.593493,2,7,0,44.3957,-0.0133279,-0.339868,-0.0391524,-1.19979,4.70732,11.3775,-4.1808,-2.41037,3.913
-43.7035,0.979201,0.593493,3,7,0,44.5277,0.242792,-0.209441,-0.211997,-4.2031,0.188798,0.473673,-0.57072,9.13673,-10.4499
-43.2239,0.992146,0.593493,3,7,0,44.343,0.562259,-0.316135,-0.0292398,-1.28718,-10.1645,7.81533,3.69222,1.5767,5.14919
-43.8421,0.888678,0.593493,2,7,0,45.2299,0.653641,-0.324215,-0.198834,-5.1198,-3.61561,-3.62273,4.44526,1.42633,-7.87624
-43.9848,0.958479,0.593493,3,7,0,45.6557,-0.00432784,-0.17911,-0.127463,4.96612,-4.37682,-7.8289,-4.06587,11.5755,-3.38028
-43.661,0.986302,0.593493,2,3,0,44.5095,0.159382,-0.163627,-0.0784951,3.05837,-7.49819,3.14433,-1.55988,13.2843,1.22054
-44.1366,0.951552,0.593493,2,3,0,44.7346,0.420082,-0.150941,-0.0297199,1.41564,-9.03006,-0.14823,2.45889,15.3061,6.02622
-43.6772,1,0.593493,3,7,0,44.4098,0.304586,-0.157279,-0.083037,2.28296,5.04804,7.09921,0.650368,14.1035,0.964063
-43.0416,0.90568,0.593493,3,7,0,46.0643,0.244283,-0.392459,-0.015237,0.996467,17.246,13.1273,-0.86076,-6.14833,5.63549
-43.0279,0.824452,0.593493,2,7,0,46.5301,0.449463,-0.301294,-0.173023,3.10968,11.8259,-18.2117,2.03262,1.97685,-6.57471
-42.9435,0.999336,0.593493,3,7,0,43.3105,0.0814047,-0.323477,-0.0479588,1.16719,-0.399611,6.77425,-2.88074,-1.02682,3.25086
-42.9435,0.606555,0.593493,2,7,0,49.5811,0.0814047,-0.323477,-0.0479588,10.9223,-13.2278,0.353858,-2.88074,-1.02682,3.25086
-44.2104,0.929428,0.593493,2,7,0,44.329,0.788974,-0.31709,-0.0877607,-0.1155,-1.85227,-3.83089,6.52252,2.98169,0.88979
-43.588,1,0.593493,2,3,0,44.6334,0.642697,-0.415563,-0.0961059,-4.39105,-4.8366,-0.666219,3.86781,-5.73503,-0.182915
-42.9696,1,0.593493,3,7,0,43.8061,0.450651,-0.346518,-0.0172908,-3.44499,6.33782,2.31737,2.03693,-1.52102,5.8511
-42.6114,0.980128,0.593493,2,7,0,43.5926,0.303656,-0.292087,-0.0704649,-2.73628,6.78933,-7.25997,0.257225,2.09533,1.5674
-42.8152,0.978582,0.593493,2,7,0,42.9878,0.370019,-0.250104,-0.0908825,-0.809011,-3.96191,2.61217,1.32054,5.91179,0.0104688
-44.8452,0.811685,0.593493,2,7,0,46.3101,0.434944,-0.106424,-0.149132,-0.40959,-13.993,6.10277,2.57886,18.7693,-4.51791
-44.7787,0.989187,0.593493,3,7,0,46.3681,0.0482785,-0.517528,-0.142474,-2.27144,8.20057,-11.8966,-3.4785,-15.5987,-3.50998
-42.9272,1,0.593493,2,3,0,44.8026,0.0988984,-0.359599,-0.0931203,2.41231,15.5483,4.05924,-2.69943,-4.07345,-0.507109
-43.2594,0.92355,0.593493,3,7,0,44.5975,0.000217407,-0.360206,-0.0817455,-4.91235,-5.09139,2.86929,-3.99753,-4.18739,0.387376
-44.0712,0.888123,0.593493,2,5,0,45.2184,0.770092,-0.370832,-0.124014,4.90847,0.932953,-1.74765,5.73318,-1.32038,-1.95323
-43.138,0.935607,0.593493,2,7,0,47.4115,0.436275,-0.232027,-0.0501838,6.74927,-16.5484,-8.33736,2.38812,7.92109,3.69663
-42.9281,0.887811,0.593493,3,7,0,45.4924,0.479538,-0.364919,-0.0494129,-3.68881,-10.4112,-13.8252,2.27518,-2.97552,3.22582
-43.895,0.889671,0.593493,2,7,0,44.9989,0.534896,-0.286012,0.0503848,0.0496687,-9.39536,-9.1964,3.54308,4.5432,11.9841
-43.0061,0.982669,0.593493,2,3,0,44.3324,0.121613,-0.384933,-0.0706361,-3.19225,-4.57259,-10.4682,-2.43537,-6.05882,1.26836
