# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=32
# stan_version_patch=2
# init=random
# enable_random_init=1
# seed=1238074989
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=0
# thin=1
# refresh=0
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.95
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# diagnostic_file=/Users/peterzhu/Documents/projects/soccr_master/soccr_cogsci_2026/diagnostic_files/diag_file_age_nointeraction_soccr_study1_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,gamma.1,z_beta.1,z_beta.2,p_gamma.1,p_z_beta.1,p_z_beta.2,g_gamma.1,g_z_beta.1,g_z_beta.2
-27.2438,0.97337,0.521622,2,3,0,29.1322,-1.15957,-0.527535,-0.133232,4.34458,-2.80377,3.3612,-1.79056,-2.0769,4.83751
-29.4524,0.839075,0.521622,2,3,0,30.3038,-1.81117,-0.612604,-0.177932,1.96732,-3.76433,-4.87703,-5.29416,1.31256,3.67134
-31.8723,0.93266,0.521622,3,7,0,32.6425,-0.295624,-0.583355,-0.641234,2.01131,-0.667669,5.65903,5.25421,0.528804,-16.2331
-30.3599,0.996729,0.521622,3,7,0,32.8659,-1.90223,-0.625023,-0.0952247,2.7525,-6.47913,-9.74965,-5.6903,1.42034,6.56607
-31.3785,0.948741,0.521622,2,7,0,32.8189,-2.20837,-0.718475,-0.270086,-1.86223,4.67634,7.94403,-6.42224,2.14053,1.41419
-30.385,0.991484,0.521622,3,7,0,32.5438,-1.17752,-0.93903,-0.502001,-4.63819,-2.32066,4.17844,1.13587,-12.202,-3.17494
-28.1917,0.978965,0.521622,2,3,0,31.0195,-1.46176,-0.595214,-0.423367,-0.637693,12.7139,5.56544,-2.94482,0.709744,-5.34952
-26.9746,0.835565,0.521622,3,7,0,33.1518,-0.887487,-0.517138,-0.3439,-4.08015,-13.6125,12.427,0.281638,-0.842236,-4.63431
-27.9142,0.903913,0.521622,2,3,0,28.3018,-0.640644,-0.652966,-0.319328,1.28831,-3.45041,-2.29994,2.72402,-8.46616,-1.31275
-28.76,0.959546,0.521622,3,7,0,29.2708,-0.680349,-0.744911,-0.296611,-1.928,3.58729,0.161824,2.94582,-12.288,1.34468
-27.769,0.990883,0.521622,2,7,0,29.6525,-1.05241,-0.708963,-0.278985,4.24984,-4.61358,-1.00677,0.417449,-8.75828,1.13614
-27.7446,1,0.521622,3,7,0,28.4655,-0.409085,-0.284847,-0.1537,-1.29741,5.88481,2.21462,3.02499,6.04179,0.4714
-27.0741,0.986465,0.521622,2,7,0,28.5369,-0.705492,-0.44082,-0.331146,-2.64081,-6.66405,-3.9786,1.2783,1.62635,-5.73044
-27.7164,0.962068,0.521622,3,7,0,28.2162,-1.42174,-0.616293,-0.243183,1.04212,-4.00767,3.6067,-2.77064,-2.29844,1.2745
-27.9714,0.94672,0.521622,2,3,0,28.6827,-1.0805,-0.698492,-0.177385,-1.50252,-5.45192,2.43982,0.258673,-9.46222,4.92322
-27.8376,0.997694,0.521622,3,7,0,28.6895,-1.37446,-0.495073,-0.128112,0.247172,-7.52058,0.879138,-3.62365,1.28402,4.73408
-26.9229,0.948018,0.521622,2,3,0,28.655,-1.00414,-0.398604,-0.159005,-4.18606,1.55326,3.80029,-1.64023,2.91681,2.29903
-27.5678,0.980726,0.521622,3,7,0,27.7113,-0.978279,-0.348996,-0.0487827,-1.223,0.664457,-0.791415,-1.81427,4.11701,7.1453
-29.0806,0.891186,0.521622,3,7,0,31.0696,-0.276428,-0.494803,-0.419733,3.76714,6.46837,-3.3761,4.97293,-0.421907,-9.47526
-29.8499,0.933518,0.521622,3,7,0,31.9221,-1.53696,-0.820669,-0.110161,4.6192,-2.11881,-3.60046,-1.19477,-10.0815,7.81308
-30.9325,0.960865,0.521622,2,3,0,32.0368,-2.06631,-0.693783,-0.146543,2.04605,3.83388,-6.37161,-5.91991,1.01047,5.06403
-32.6134,0.95035,0.521622,2,7,0,33.7916,-2.4237,-0.876217,-0.260392,1.33867,-6.29356,-5.81187,-5.85404,-0.729777,2.1978
-29.3971,0.975805,0.521622,3,7,0,34.2241,-0.0264284,-0.340461,-0.188122,4.37823,14.4482,-2.60573,6.77909,2.76499,-0.904575
-28.698,1,0.521622,2,3,0,29.5953,-0.163635,-0.338815,-0.244325,2.96999,0.921399,3.10552,5.53236,3.94199,-4.02405
-26.947,0.869542,0.521622,2,7,0,31.7379,-0.665647,-0.515373,-0.221694,-6.06091,-10.3934,1.49955,1.81583,-4.01426,0.665265
-27.0577,0.978099,0.521622,3,7,0,27.6474,-0.985963,-0.483727,-0.355396,-2.19826,2.29159,2.71899,-0.603767,1.38911,-5.44233
-29.7917,0.84669,0.521622,3,7,0,29.9361,-0.44335,-0.620426,-0.0128703,-0.564768,2.7646,-0.546141,4.06165,-12.3713,11.4202
-31.4464,0.961194,0.521622,3,7,0,32.7573,-1.96862,-0.46947,-0.453871,-1.87949,3.8208,7.80918,-6.68943,8.93048,-5.31699
-29.9973,1,0.521622,3,7,0,32.8769,-0.91434,-0.768594,-0.620129,4.77074,-6.59081,4.62104,1.75398,-5.62616,-10.5209
-27.612,0.987944,0.521622,2,3,0,30.4459,-1.3171,-0.619801,-0.369293,-1.77619,6.50814,12.2184,-1.95385,-1.94889,-3.43816
-27.3881,0.996796,0.521622,3,15,0,27.8239,-0.517701,-0.311719,-0.119371,-0.0233922,4.80331,2.69903,2.05588,4.37025,2.89615
-28.9512,0.784386,0.521622,2,7,0,30.841,-1.09332,-0.793553,-0.190805,3.69515,0.933517,7.35282,0.988805,-12.7386,5.52947
-29.7312,0.985852,0.521622,3,7,0,31.7556,-1.07211,-0.847786,-0.54512,-0.591907,4.09274,-11.606,1.14792,-9.0938,-6.24112
-28.8414,0.975257,0.521622,3,7,0,31.3613,-0.565454,-0.643685,-0.477827,0.798313,-10.5599,-7.93028,3.29661,-5.05943,-8.30319
-27.2115,0.993276,0.521622,2,7,0,29.0914,-0.656388,-0.565659,-0.272977,1.96044,-5.65245,-9.1109,2.17027,-5.49931,-0.871276
-27.2805,0.955451,0.521622,3,7,0,28.1874,-1.05242,-0.520936,-0.0965788,-1.94728,6.2517,-0.401627,-1.04803,-3.08721,6.42392
-27.0596,0.870115,0.521622,2,7,0,31.3849,-0.540837,-0.410244,-0.245386,-5.07847,-6.91029,10.3826,2.35935,1.00495,-2.37233
-26.9741,0.994068,0.521622,3,7,0,27.4125,-0.995371,-0.490583,-0.127984,0.492071,-5.09982,-1.58871,-0.889651,-1.86232,4.73545
-26.7755,0.982795,0.521622,3,7,0,27.661,-1.0291,-0.48652,-0.20464,1.76825,1.45812,-6.7161,-1.15541,-0.533091,1.24103
-27.3006,0.954777,0.521622,2,3,0,27.4843,-0.987539,-0.400918,-0.350766,0.90235,0.595351,-2.88976,-1.06155,5.14021,-6.45123
-26.8279,0.997256,0.521622,2,7,0,27.4515,-0.978686,-0.400668,-0.222828,0.813156,-2.38095,6.10237,-1.3348,3.39576,-0.711955
-27.3586,0.985949,0.521622,3,7,0,27.4982,-0.983206,-0.65248,-0.308012,1.1078,1.51213,0.0873008,0.43322,-6.60253,-0.846139
-26.8127,0.989671,0.521622,2,7,0,28.4017,-0.729162,-0.368104,-0.193379,-1.15216,-9.08762,-4.41727,0.491736,3.23297,-0.10699
-27.053,0.966832,0.521622,2,7,0,27.5859,-1.13678,-0.450886,-0.287168,-1.41555,-4.45569,-2.26685,-2.0844,2.86183,-2.62706
-26.7699,0.995153,0.521622,2,5,0,27.3101,-0.880296,-0.386047,-0.204994,-2.07877,-0.153693,-3.59614,-0.660136,3.29391,-0.217285
-26.8267,0.963036,0.521622,3,7,0,27.4463,-0.95927,-0.514939,-0.175271,-1.91433,4.09512,2.07681,-0.428217,-2.7251,2.877
-26.9181,0.985793,0.521622,3,7,0,27.3622,-1.02732,-0.497912,-0.320807,1.66973,2.84498,-2.54911,-0.901962,0.486302,-3.67368
-26.9324,0.996379,0.521622,3,7,0,27.1244,-0.798531,-0.433934,-0.107035,-0.607894,2.20344,2.61035,0.242125,-0.824145,5.12926
-26.9313,0.995683,0.521622,2,3,0,27.0762,-0.687221,-0.426908,-0.121862,0.096481,0.907668,-3.1896,1.1155,-0.990073,4.30242
-28.167,0.864133,0.521622,3,7,0,30.4267,-1.14495,-0.414822,0.000598703,0.52657,-0.0624506,-13.1315,-2.58607,1.83506,9.85406
-26.8357,1,0.521622,2,3,0,28.2721,-0.671279,-0.406054,-0.153921,2.03193,-0.465266,-9.11672,1.14395,0.409213,2.38828
-27.8044,0.942739,0.521622,3,7,0,27.9523,-1.35792,-0.518102,-0.383487,-0.0078208,2.26029,2.36142,-2.92251,2.59035,-5.07076
-27.4757,0.988593,0.521622,3,7,0,28.527,-1.3667,-0.561375,-0.271877,-0.653905,2.72725,-8.35203,-2.88209,-0.293915,-0.386148
-27.1761,0.993605,0.521622,3,7,0,27.9313,-0.492826,-0.413151,-0.155663,1.05106,6.52542,-1.52413,2.70368,-0.784853,2.30782
-27.03,0.90539,0.521622,3,7,0,28.6748,-1.01987,-0.411453,-0.300734,1.46162,8.82319,-4.88362,-1.41135,4.12989,-4.01726
-28.1194,0.95878,0.521622,3,7,0,28.1855,-0.673509,-0.531046,-0.0217645,0.383199,1.57204,1.14156,1.926,-7.15571,10.204
-27.2551,0.9218,0.521622,2,3,0,29.5479,-0.564993,-0.374178,-0.0905663,-1.9536,7.18306,-9.62389,1.88236,0.746774,5.28381
-27.4509,0.897773,0.521622,3,7,0,28.9345,-0.807928,-0.633702,-0.2237,-2.91481,1.58799,-7.42402,1.50593,-8.35745,2.42207
-27.7564,0.997692,0.521622,3,7,0,28.087,-1.38554,-0.566184,-0.373149,-0.974775,3.65152,-1.99282,-2.79255,0.734227,-4.08174
-28.1892,0.911816,0.521622,2,7,0,30.5585,-0.331222,-0.546005,-0.212229,4.45081,3.63459,6.00659,4.50851,-7.02942,1.57832
-27.4605,0.994072,0.521622,2,7,0,29.0121,-0.617199,-0.279059,-0.104241,2.79186,-7.38251,-2.3889,0.987956,6.43734,3.41519
-27.3943,0.906988,0.521622,2,3,0,28.7625,-0.652233,-0.285792,-0.233903,0.961174,9.31522,0.622174,0.898833,7.91152,-3.53559
-27.9685,0.943606,0.521622,2,3,0,28.6175,-0.332491,-0.48316,-0.148428,2.3608,3.19814,-1.16955,4.30253,-5.06801,3.70783
-27.6549,0.980121,0.521622,2,3,0,28.464,-0.381201,-0.444832,-0.137465,2.58064,-3.59487,1.84955,3.77198,-3.13159,3.70464
-27.4058,0.94764,0.521622,3,7,0,29.1323,-1.33328,-0.564241,-0.296076,1.03053,8.29034,-6.90594,-2.60382,-0.439669,-1.32371
-27.4973,0.972402,0.521622,2,7,0,28.1963,-0.992067,-0.600681,-0.120716,2.25281,1.69608,4.11392,0.0593188,-6.87347,6.22746
-27.9679,0.982791,0.521622,3,7,0,28.3908,-0.595225,-0.334483,-0.364946,-1.45313,4.03248,0.189632,1.91388,7.18305,-9.42488
-27.1863,0.927699,0.521622,2,7,0,30.3833,-1.04696,-0.464401,-0.361759,-4.72979,-9.1199,1.75563,-1.1426,2.69055,-5.82804
-27.5447,0.964422,0.521622,2,7,0,27.9789,-1.22703,-0.381497,-0.257818,-0.577621,0.535286,-5.56263,-3.28383,6.26886,-1.90625
-26.9554,0.999399,0.521622,3,7,0,27.7816,-0.838648,-0.448895,-0.330735,2.59501,-4.07762,-0.150317,0.267261,1.83937,-5.27335
-29.591,0.839801,0.521622,3,7,0,30.0582,-1.21953,-0.844273,-0.177083,2.27907,-1.15998,-0.00321127,0.747239,-13.5405,6.34773
-30.9578,0.986064,0.521622,3,7,0,32.0444,-1.40984,-0.542363,-0.690804,1.6005,3.47325,7.28243,-1.84357,5.68543,-14.8619
-28.7558,1,0.521622,2,3,0,30.8653,-1.32174,-0.646539,-0.542986,1.33523,-4.27299,11.4029,-1.42234,-0.592619,-9.13528
-29.551,0.99166,0.521622,3,7,0,30.7517,-0.744502,-0.198137,0.0756226,-3.33792,-1.09599,-4.15044,-0.460728,9.99447,12.826
-27.5275,0.965707,0.521622,2,7,0,30.9863,-1.09579,-0.481699,-0.411559,-0.489892,12.0743,9.94159,-1.24619,2.90455,-7.45054
-29.5259,0.948496,0.521622,2,7,0,30.3602,-1.19717,-0.724405,-0.615941,-0.376726,-7.21045,-2.02132,-0.087401,-2.92659,-10.6354
-27.6223,0.997384,0.521622,3,7,0,30.2985,-1.30831,-0.629301,-0.189399,-2.64319,-4.58524,-11.6626,-1.88936,-4.43821,3.47838
-27.0963,0.975558,0.521622,3,7,0,30.0912,-0.512069,-0.389375,-0.174546,-3.67258,-10.6823,-3.3473,2.45107,0.839594,0.95827
-27.2661,0.906499,0.521622,3,7,0,29.3493,-0.794738,-0.606226,-0.321203,2.49207,-3.21868,-10.3729,1.42196,-5.66194,-2.22502
-28.5284,0.936328,0.521622,2,7,0,30.1921,-0.824506,-0.697911,-0.483068,0.806111,4.34118,10.124,1.82049,-6.13344,-7.06548
-27.7594,0.871556,0.521622,3,7,0,32.5451,-0.468527,-0.530339,-0.337826,-4.83933,10.5626,9.28726,3.47643,-3.41032,-4.70133
-26.8111,0.99044,0.521622,3,7,0,28.1851,-0.659777,-0.426934,-0.240092,-3.16749,3.2765,5.20354,1.42776,0.571448,-1.67016
-26.9098,0.981547,0.521622,3,7,0,27.3003,-1.09916,-0.485032,-0.18435,-1.01134,-0.273699,4.82054,-1.70416,-0.157548,2.16911
-28.1921,0.920228,0.521622,3,7,0,29.377,-1.25957,-0.612919,-0.489346,0.0220756,-6.83559,-6.1709,-1.37823,-0.444937,-7.96159
-27.6537,0.970485,0.521622,2,7,0,30.1432,-0.700029,-0.24641,-0.1071,-2.93914,-1.88252,-11.4274,0.0844452,8.66961,2.94962
-26.7297,0.998141,0.521622,2,7,0,27.8681,-0.99138,-0.494385,-0.220836,-0.15456,-8.02825,-3.75612,-0.801542,-0.968308,0.587367
-28.6859,0.851387,0.521622,2,3,0,28.9467,-0.701209,-0.564712,0.0102888,-0.853413,-1.75248,-3.43101,1.97816,-8.70016,11.8137
-27.2934,0.998985,0.521622,2,3,0,29.0921,-0.884808,-0.306036,-0.115926,-0.733566,5.47351,-10.0486,-1.27652,6.38906,3.31191
-27.4991,0.987835,0.521622,3,7,0,27.7789,-0.833471,-0.272531,-0.107869,-0.992366,3.33839,1.52486,-1.0118,7.82464,3.3291
-27.1989,0.903438,0.521622,2,3,0,28.831,-0.805653,-0.297885,-0.205722,-1.28464,9.90739,1.709,-0.482182,7.47712,-1.5414
-27.1181,0.992447,0.521622,3,7,0,27.4857,-0.712917,-0.561231,-0.205973,-1.9448,-0.194294,-1.78405,1.72106,-6.10011,2.12753
-26.6994,0.995539,0.521622,2,3,0,27.2095,-0.831428,-0.444097,-0.259034,-1.37092,4.73978,-1.10728,0.15548,0.909117,-2.06522
-26.712,0.99754,0.521622,3,7,0,26.7932,-0.742697,-0.441604,-0.240119,-0.301471,-0.603793,2.29044,0.824119,0.255757,-1.33018
-27.3843,0.907992,0.521622,2,3,0,27.7972,-0.518809,-0.502694,-0.152895,1.706,-3.27501,0.521835,2.88689,-5.22641,3.77663
-28.9591,0.840417,0.521622,3,7,0,31.6326,-1.02621,-0.671869,-0.571934,-4.90151,6.1329,-1.92298,0.595508,-2.54456,-10.4804
-26.934,0.99265,0.521622,2,7,0,30.0203,-1.13012,-0.471097,-0.252468,0.103763,6.28105,13.8907,-1.96435,1.49025,-0.917679
-27.3722,0.983481,0.521622,3,7,0,27.8336,-0.885725,-0.629115,-0.353169,-0.277976,-2.28352,-5.39655,0.948927,-5.52763,-3.11517
-27.0245,0.993179,0.521622,2,3,0,27.5458,-0.952121,-0.553088,-0.345689,-0.745258,5.45572,1.60004,0.0240912,-2.02988,-4.01482
-28.1829,0.920393,0.521622,2,7,0,28.8298,-1.08633,-0.654816,-0.0840201,0.75476,-0.783333,-6.73822,-0.0533899,-8.63372,8.14686
-30.1224,0.862019,0.521622,2,3,0,30.9654,-1.72617,-0.396082,-0.142584,-0.664008,5.83991,-4.81421,-6.8323,8.51239,3.7768
-27.776,1,0.521622,2,3,0,30.2915,-1.23631,-0.465502,-0.0674002,-5.09263,4.32833,0.609965,-2.88703,0.820183,7.11127
-27.7704,0.859185,0.521622,3,7,0,31.0538,-1.07037,-0.675057,-0.175449,1.81545,-11.3225,-9.22335,0.120472,-8.64932,4.73623
-27.4166,0.982266,0.521622,3,7,0,29.1807,-0.787369,-0.272669,-0.215641,-3.21762,-1.64515,8.01277,-0.403122,8.88022,-2.42018
-27.9416,0.940183,0.521622,2,3,0,28.3985,-0.744413,-0.248622,-0.283032,-0.292301,5.46865,-0.738945,0.103703,10.92,-6.28809
-27.1407,0.997954,0.521622,2,3,0,28.1284,-0.642531,-0.367028,-0.287422,0.0323072,7.61398,-3.16724,1.40488,4.3481,-5.0324
-27.7411,0.812718,0.521622,2,3,0,29.5918,-0.670252,-0.286242,-0.303275,1.38589,7.81009,-7.77059,0.936817,8.9626,-7.0067
-28.3356,0.969211,0.521622,2,7,0,29.5958,-1.35333,-0.769144,-0.345174,-1.87336,-7.93656,1.42192,-0.967183,-7.59951,-0.665762
-28.1245,0.977264,0.521622,3,7,0,29.3373,-0.299286,-0.286628,-0.167044,-3.47055,-1.43221,3.34557,4.09931,5.87674,-0.383612
-27.1204,1,0.521622,2,3,0,28.372,-0.856453,-0.359417,-0.0899836,-2.97482,-5.63636,-1.22705,-0.728487,3.15875,5.18485
-31.9911,0.675828,0.521622,2,3,0,32.4077,-0.6762,-0.0448407,-0.347911,-0.996823,0.0922692,5.05192,0.702414,22.7181,-11.9854
-29.0456,1,0.521622,2,3,0,32.3132,-0.738101,-0.21598,-0.365313,0.796051,14.6712,-1.4935,0.410646,13.7341,-10.6592
-31.6252,0.978264,0.521622,3,7,0,32.5912,-1.84496,-1.042,-0.323749,-1.52042,6.0683,4.1393,-0.989288,-12.1993,2.30726
-29.6031,0.933476,0.521622,3,7,0,33.4875,-0.724795,-0.0996327,-0.177365,3.77499,12.801,-4.23892,-0.403722,17.9996,-2.56012
-30.9011,0.755592,0.521622,3,7,0,35.6347,-0.782551,-0.875279,-0.591767,0.304793,-8.94805,16.5263,2.86156,-10.3605,-7.43414
-30.4298,0.987778,0.521622,3,7,0,32.1308,-0.973903,-0.141795,0.0609494,-1.01543,1.99974,10.9444,-2.78464,14.0915,11.2104
-30.0688,1,0.521622,1,1,0,30.6194,-1.00485,-0.166368,0.0502235,0.432844,-4.97665,-3.6007,-2.98032,12.9766,10.7654
-27.8364,1,0.521622,3,7,0,30.6411,-0.379181,-0.414516,-0.312924,-1.04841,11.4757,7.66574,3.83891,1.52603,-5.93905
-26.9119,0.771811,0.521622,1,3,0,31.9497,-0.889484,-0.469596,-0.120493,5.61838,3.10633,-12.9562,-0.23469,-1.7737,4.87069
-32.5722,0.617091,0.521622,2,3,0,33.1193,-1.09007,-0.812507,0.115739,1.86031,3.98139,-1.05956,1.61196,-15.377,15.938
-30.0882,1,0.521622,3,7,0,32.883,-1.4843,-0.421122,-0.542543,1.63999,7.32292,-11.6836,-3.56386,8.85831,-11.1923
-31.1768,0.938949,0.521622,3,7,0,33.0509,-0.848832,-0.695252,0.106453,2.30336,7.71945,-6.42769,2.04103,-13.2123,15.7721
